GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",123102,1296,12545,2176,3229,1462,4604,1564,3870,1225,842,453,110557,2675,9459,1633,29066,2776,39834,3247,32198,3007
0500000US01015,01015,"Calhoun County, Alabama",75925,1179,11610,2205,4744,1362,3469,1006,2935,1075,462,334,64315,2424,11763,1823,21386,2096,18568,1955,12598,1874
0500000US01043,01043,"Cullman County, Alabama",55536,977,10045,1833,5709,1459,2582,858,1598,664,156,160,45491,1983,8112,1627,15340,1676,14710,1554,7329,1588
0500000US01049,01049,"DeKalb County, Alabama",46447,997,8678,1690,6155,1599,1529,546,717,436,277,350,37769,1877,10753,1854,14247,2353,8654,1629,4115,1059
0500000US01051,01051,"Elmore County, Alabama",46825,3639,5697,1650,1714,862,1875,820,1933,826,175,199,41128,3692,4305,1503,12197,2389,13476,1699,11150,1455
0500000US01055,01055,"Etowah County, Alabama",69513,1777,8948,1548,3218,901,2455,722,3038,923,237,243,60565,2394,7407,1350,20202,2012,22344,2235,10612,1611
0500000US01069,01069,"Houston County, Alabama",66157,994,9141,1171,3656,785,3276,549,1861,565,348,210,57016,1374,8192,863,18518,1240,18600,1159,11706,946
0500000US01073,01073,"Jefferson County, Alabama",438297,1821,55418,4823,15668,2096,19152,2852,15202,2646,5396,1425,382879,4706,36882,3344,104642,5090,118562,5984,122793,5165
0500000US01077,01077,"Lauderdale County, Alabama",61391,974,6049,1229,2654,907,1891,601,1133,420,371,400,55342,1486,8087,1727,20096,2371,15330,1724,11829,1719
0500000US01081,01081,"Lee County, Alabama",72976,381,9189,1554,2765,873,2804,866,2389,855,1231,615,63787,1623,8145,1543,16366,1729,18208,1791,21068,1647
0500000US01083,01083,"Limestone County, Alabama",49690,2939,5554,1555,3134,1149,1684,761,524,453,212,211,44136,2979,6522,1645,14094,2388,13531,1622,9989,1411
0500000US01089,01089,"Madison County, Alabama",212721,2755,15339,2350,6224,1580,4445,1023,3658,958,1012,570,197382,3497,16460,2967,40120,3211,60164,3048,80638,3751
0500000US01095,01095,"Marshall County, Alabama",58305,1015,10039,1909,4547,1254,3122,912,1731,706,639,642,48266,2327,11287,1999,15545,1755,13869,1681,7565,1345
