GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",129699,1692,12842,3164,3124,1470,4317,1663,3356,1267,2045,1473,116857,3295,8729,2452,34712,3675,38485,3819,34931,3749
0500000US01015,01015,"Calhoun County, Alabama",77296,782,12041,2033,4935,1199,3641,928,3282,1294,183,162,65255,2099,13576,1840,19895,2190,20109,1991,11675,1862
0500000US01043,01043,"Cullman County, Alabama",54471,591,7580,1505,3045,950,1764,618,2283,777,488,402,46891,1647,9684,1773,14602,1879,15382,1666,7223,1422
0500000US01049,01049,"DeKalb County, Alabama",47582,1082,6948,1550,3298,1354,1827,724,1601,577,222,213,40634,2201,9095,2233,14901,1925,12069,1603,4569,1089
0500000US01051,01051,"Elmore County, Alabama",49831,1605,4902,1266,952,507,2316,1009,1441,758,193,250,44929,1682,4581,1082,13194,1807,15794,1972,11360,1519
0500000US01055,01055,"Etowah County, Alabama",70905,895,12028,1560,3798,1293,4314,1037,3585,976,331,244,58877,1586,8150,1310,18380,1642,22710,2027,9637,1557
0500000US01069,01069,"Houston County, Alabama",68547,571,8343,787,2920,467,3272,517,1699,316,452,217,60204,1005,8031,814,20799,1340,18305,1011,13069,1133
0500000US01073,01073,"Jefferson County, Alabama",434510,2601,60653,3938,17601,2364,19736,2444,17532,2243,5784,1197,373857,4622,39477,3706,92886,4634,117315,5118,124179,4736
0500000US01077,01077,"Lauderdale County, Alabama",61850,727,6789,1533,2477,846,2187,781,1465,724,660,426,55061,1716,7599,1336,18745,2488,15550,1614,13167,1868
0500000US01081,01081,"Lee County, Alabama",79644,973,9543,2167,3356,1347,1979,972,2143,993,2065,798,70101,2485,7556,1698,19849,2513,18522,2552,24174,2597
0500000US01083,01083,"Limestone County, Alabama",52143,3111,5530,1665,2002,811,2264,1149,643,390,621,465,46613,3164,6728,1572,15656,1958,13142,2063,11087,1715
0500000US01089,01089,"Madison County, Alabama",224442,664,23012,3169,4574,1158,6495,960,8614,2186,3329,1293,201430,3120,16966,2708,44826,3365,62054,3580,77584,4073
0500000US01095,01095,"Marshall County, Alabama",61628,841,8941,2065,3984,1100,3135,1122,1574,712,248,159,52687,1961,10640,1528,17132,1634,14349,1664,10566,1915
