GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",115545,886,8450,2018,2249,978,3645,1231,1679,615,877,493,107095,2332,12606,1927,33596,2954,31676,2333,29217,2534
0500000US01015,01015,"Calhoun County, Alabama",74447,573,9813,1739,4625,1144,2288,736,2257,814,643,500,64634,1796,11479,1635,22910,1946,16882,1538,13363,1787
0500000US01043,01043,"Cullman County, Alabama",53454,459,7337,1338,2844,857,2616,985,1494,707,383,268,46117,1312,8439,1000,17190,1783,14030,1834,6458,1122
0500000US01049,01049,"DeKalb County, Alabama",44936,435,5987,1421,3612,1166,1751,653,522,371,102,175,38949,1453,10842,2167,13881,1928,9386,1360,4840,1270
0500000US01051,01051,"Elmore County, Alabama",45658,483,5418,1143,2683,824,2015,699,620,424,100,156,40240,1186,4575,984,15550,1559,11691,1516,8424,1179
0500000US01055,01055,"Etowah County, Alabama",68839,534,9273,1688,4194,1040,3238,996,1671,722,170,179,59566,1741,9173,1375,21032,2055,18356,1749,11005,1670
0500000US01069,01069,"Houston County, Alabama",62582,246,7881,826,3311,495,2903,534,1498,397,169,114,54701,871,9603,1015,16655,1313,16287,997,12156,980
0500000US01073,01073,"Jefferson County, Alabama",427642,530,46267,3498,16026,1926,16226,2075,10569,1760,3446,928,381375,3381,43106,3282,104299,5102,114894,5226,119076,5300
0500000US01077,01077,"Lauderdale County, Alabama",57506,577,7604,1617,2077,698,1937,772,2759,994,831,464,49902,1707,6922,1271,16850,1672,14215,1532,11915,1795
0500000US01081,01081,"Lee County, Alabama",69127,377,7184,1052,2518,741,2076,713,1659,608,931,486,61943,1114,6549,1183,16334,1658,17774,1512,21286,1955
0500000US01083,01083,"Limestone County, Alabama",45474,671,5891,1339,2778,910,1545,682,1052,564,516,382,39583,1440,5934,1276,14589,1700,10302,1249,8758,1446
0500000US01089,01089,"Madison County, Alabama",198736,511,16763,2771,7334,1891,3569,889,4338,1045,1522,661,181973,2775,19227,2098,40163,2693,49990,2903,72593,2871
