GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",138576,1551,15152,3105,4496,1767,4543,1350,3874,1375,2239,1113,123424,3353,10118,1960,30670,3300,42045,3853,40591,4170
0500000US01015,01015,"Calhoun County, Alabama",78054,1001,12528,1844,4226,1087,4028,953,3485,962,789,370,65526,2036,8519,1468,20222,2064,22823,2004,13962,1689
0500000US01043,01043,"Cullman County, Alabama",55185,648,7899,1585,1375,526,3785,1094,2498,804,241,243,47286,1696,7263,1469,17962,2009,14242,1741,7819,1352
0500000US01049,01049,"DeKalb County, Alabama",46395,693,9694,2054,4918,1551,2242,761,2147,842,387,286,36701,2220,7827,1808,11936,1512,11615,1886,5323,1207
0500000US01051,01051,"Elmore County, Alabama",49561,1239,5476,1462,1228,707,3122,1216,986,493,140,184,44085,1601,3706,881,15419,1725,13078,1563,11882,1893
0500000US01055,01055,"Etowah County, Alabama",70781,794,9471,1617,3164,895,3581,872,2247,657,479,353,61310,1816,8155,1508,19587,1831,22077,1785,11491,1630
0500000US01069,01069,"Houston County, Alabama",70064,466,10572,1094,3520,933,3730,516,2850,526,472,203,59492,1034,8102,823,18690,1172,19525,1059,13175,976
0500000US01073,01073,"Jefferson County, Alabama",440684,1430,66801,4743,16907,2498,25662,2734,18320,2618,5912,1092,373883,4950,29172,3044,97531,4587,117434,4909,129746,5698
0500000US01077,01077,"Lauderdale County, Alabama",62480,732,8859,1558,3045,892,2135,617,2782,1081,897,553,53621,1581,5851,1087,18971,2003,14968,2007,13831,1730
0500000US01081,01081,"Lee County, Alabama",89672,1170,15351,2350,3903,1519,5227,1435,3985,1123,2236,1004,74321,2786,5590,1399,17852,2817,24480,2633,26399,2940
0500000US01083,01083,"Limestone County, Alabama",59687,1274,7102,1746,2694,1044,2925,1153,1044,470,439,299,52585,1958,7021,1506,16496,2120,15363,2225,13705,2231
0500000US01089,01089,"Madison County, Alabama",234287,1145,27337,3015,8435,1640,7308,1408,8358,1792,3236,1022,206950,3206,15237,1888,40032,3016,64231,3822,87450,4015
0500000US01095,01095,"Marshall County, Alabama",62274,621,11260,2148,4768,1264,3296,941,2735,860,461,315,51014,2302,8687,1579,17961,1763,13929,1469,10437,1437
0500000US01097,01097,"Mobile County, Alabama",268624,1613,39954,3605,11484,1879,15343,2500,10794,1500,2333,866,228670,4091,24808,2704,74868,4083,73958,4574,55036,3467
0500000US01101,01101,"Montgomery County, Alabama",144518,1199,25341,2842,8949,2120,9025,1759,5196,1224,2171,756,119177,2993,13537,1962,28911,2508,34190,2607,42539,3116
0500000US01103,01103,"Morgan County, Alabama",80142,1181,9173,2073,4111,1181,1554,816,2936,917,572,435,70969,2370,9958,1645,22961,2423,22776,2348,15274,2066
0500000US01115,01115,"St. Clair County, Alabama",58079,836,8108,1785,3716,1437,2433,877,1769,998,190,248,49971,2001,4822,1303,19197,2261,16688,2374,9264,1719
0500000US01117,01117,"Shelby County, Alabama",138102,1466,12155,2062,4078,1080,3229,1076,2700,1084,2148,763,125947,2308,8958,1444,28111,2329,34770,2547,54108,3131
0500000US01121,01121,"Talladega County, Alabama",53063,1144,9368,2024,2886,987,4334,1330,1843,838,305,223,43695,2112,6785,1593,16532,1849,13826,1568,6552,1599
0500000US01125,01125,"Tuscaloosa County, Alabama",120334,1400,13710,2509,3954,1341,5762,1347,3056,729,938,493,106624,2658,10549,2067,32100,3263,31194,2531,32781,2785
0500000US01127,01127,"Walker County, Alabama",45128,595,9134,1436,3556,1147,3324,861,2218,676,36,63,35994,1621,6011,1137,12619,1344,11893,1377,5471,1187
0500000US02020,02020,"Anchorage Municipality, Alaska",186674,975,13162,2590,2190,838,6100,1618,3441,1327,1431,741,173512,2813,9191,1537,39973,3033,64602,4372,59746,3741
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",58140,1431,4118,1531,937,757,1613,893,1036,551,532,385,54022,1769,1922,810,11530,1749,20941,2083,19629,1905
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",60473,474,5432,1014,697,326,2084,600,2176,582,475,252,55041,1124,3887,863,16485,1285,22192,1248,12477,1225
0500000US04001,04001,"Apache County, Arizona",42243,776,12524,1360,4317,715,5171,913,2897,637,139,129,29719,1356,5160,692,9369,1199,10962,1240,4228,712
0500000US04003,04003,"Cochise County, Arizona",82898,1120,12739,2141,2180,630,4976,1134,4050,1097,1533,885,70159,2300,7997,1591,12578,1524,29373,2329,20211,2197
0500000US04005,04005,"Coconino County, Arizona",79664,1013,12961,1846,3616,974,3400,853,3889,934,2056,746,66703,1937,5320,900,12764,1829,22406,1726,26213,2200
0500000US04013,04013,"Maricopa County, Arizona",2646142,2212,349658,12209,112667,6635,100130,5719,95120,6212,41741,3616,2296484,11993,234662,9472,505785,11558,792117,14209,763920,12379
0500000US04015,04015,"Mohave County, Arizona",149019,1417,25737,3345,8328,2079,8650,2505,7002,1560,1757,882,123282,3200,15653,2376,42247,3613,47619,3149,17763,2481
0500000US04017,04017,"Navajo County, Arizona",65321,687,16195,1653,4806,765,5467,924,5187,997,735,317,49126,1696,6566,1169,13359,1593,20120,2271,9081,1588
0500000US04019,04019,"Pima County, Arizona",648850,2129,90682,5229,25045,2903,24541,3243,26685,2823,14411,1979,558168,5535,51053,3480,123423,5487,195592,6031,188100,5932
0500000US04021,04021,"Pinal County, Arizona",250598,2801,33531,3944,9310,1984,12976,1971,9284,1735,1961,723,217067,4230,23023,3004,63926,4105,86001,4767,44117,3193
0500000US04025,04025,"Yavapai County, Arizona",163842,815,21424,3017,4224,1677,6288,1450,7271,1582,3641,1424,142418,3050,13519,2400,35245,2786,55272,3666,38382,3438
0500000US04027,04027,"Yuma County, Arizona",124029,1373,22079,2644,11377,1880,5656,1379,4607,1087,439,271,101950,2823,26399,2571,25886,2389,33039,2305,16626,1785
0500000US05007,05007,"Benton County, Arkansas",157024,702,15613,2567,4851,1271,5653,1304,3489,1216,1620,678,141411,2659,15304,1863,41088,3050,40067,2427,44952,2915
0500000US05031,05031,"Craighead County, Arkansas",64572,1326,9609,1842,1641,823,3961,1260,3233,1388,774,466,54963,2277,5288,1271,15888,1881,18762,2841,15025,2060
0500000US05045,05045,"Faulkner County, Arkansas",72155,1121,8052,1956,1901,897,3483,1185,1761,691,907,661,64103,2327,4553,1035,20311,2141,20242,2042,18997,2236
0500000US05051,05051,"Garland County, Arkansas",67051,950,10668,1661,2730,869,4224,1021,2968,881,746,483,56383,1743,5110,1252,18826,2390,18201,2241,14246,1980
0500000US05069,05069,"Jefferson County, Arkansas",44606,956,8097,1488,1841,708,3477,887,2132,700,647,447,36509,1708,4251,947,13637,1558,11437,1779,7184,1079
0500000US05085,05085,"Lonoke County, Arkansas",46056,581,4591,1118,1062,487,2190,849,1152,510,187,166,41465,1217,4370,1153,11740,1376,16396,1627,8959,1319
0500000US05119,05119,"Pulaski County, Arkansas",260692,1405,31083,3537,6138,1456,12262,2231,7667,1638,5016,1411,229609,4040,15779,2691,56416,3617,74162,4317,83252,4562
0500000US05125,05125,"Saline County, Arkansas",78295,814,4863,1374,1399,597,1818,755,1234,552,412,376,73432,1551,8142,1598,25197,2718,23588,2528,16505,2153
0500000US05131,05131,"Sebastian County, Arkansas",82159,990,15240,2661,6096,1703,5261,1600,3032,800,851,643,66919,2725,9727,1626,21514,2399,19921,2146,15757,1987
