GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",126020,1162,13963,2816,3927,1298,5930,1773,2708,1139,1398,637,112057,2904,11164,1955,32731,3104,34915,3040,33247,2749
0500000US01015,01015,"Calhoun County, Alabama",77728,1081,14237,2232,5351,1476,5605,1466,3032,967,249,174,63491,2430,11441,1939,20822,1855,19982,2235,11246,1739
0500000US01043,01043,"Cullman County, Alabama",53581,796,8817,2110,3461,1318,2897,926,2285,857,174,190,44764,2209,6403,1203,14910,1933,15836,1936,7615,1432
0500000US01049,01049,"DeKalb County, Alabama",45407,955,6735,1697,3779,1299,1627,759,715,342,614,392,38672,1886,8700,1773,13524,1654,11540,1677,4908,1100
0500000US01051,01051,"Elmore County, Alabama",47950,2800,4137,1239,964,424,1214,501,1771,804,188,188,43813,2628,4025,947,13460,1753,14950,2173,11378,1686
0500000US01055,01055,"Etowah County, Alabama",70922,1045,9928,1955,3411,1252,3628,1006,2635,1043,254,235,60994,2466,10165,2157,20150,2468,21734,2113,8945,1471
0500000US01069,01069,"Houston County, Alabama",67303,855,8729,946,3645,662,3111,733,1634,299,339,188,58574,1131,7270,1024,20103,1431,19148,1300,12053,978
0500000US01073,01073,"Jefferson County, Alabama",433397,1786,59306,4117,18427,2712,17733,2257,17801,2177,5345,1303,374091,4501,38955,2859,101511,4110,113195,4980,120430,4998
0500000US01077,01077,"Lauderdale County, Alabama",61441,860,8227,1646,2459,891,2898,928,1929,697,941,587,53214,1878,6106,1278,17654,2073,15643,1964,13811,2124
