GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",131538,1680,13862,2522,4033,1267,4385,1320,4287,1379,1157,572,117676,2776,9498,1655,32950,3457,37539,3373,37689,3463
0500000US01015,01015,"Calhoun County, Alabama",77158,871,12650,2035,4451,1071,3908,850,3630,1038,661,361,64508,2331,10982,1506,21607,1970,19404,2083,12515,1910
0500000US01043,01043,"Cullman County, Alabama",55020,625,9148,1576,2558,839,3492,916,2305,821,793,609,45872,1641,6312,1320,14690,1924,18722,1688,6148,1263
0500000US01049,01049,"DeKalb County, Alabama",45218,521,4261,1091,1944,733,1661,576,527,258,129,139,40957,1204,9237,1671,17028,2095,11085,1664,3607,1011
0500000US01051,01051,"Elmore County, Alabama",51243,1024,5477,1219,909,494,2909,994,1554,637,105,140,45766,1586,4253,1023,16630,1744,13886,1892,10997,1371
0500000US01055,01055,"Etowah County, Alabama",70882,667,12258,2233,4931,1476,4614,1175,2012,713,701,437,58624,2402,8665,1446,20176,1659,19734,1853,10049,1427
0500000US01069,01069,"Houston County, Alabama",69197,806,10331,1278,3362,533,4242,917,2255,361,472,144,58866,1457,7189,803,19379,927,17430,1124,14868,1245
0500000US01073,01073,"Jefferson County, Alabama",436489,1186,61324,5219,16487,2811,19908,2287,19352,2590,5577,1197,375165,5305,33209,3266,90496,4718,121789,4879,129671,5171
0500000US01077,01077,"Lauderdale County, Alabama",62312,881,9345,1976,3444,1117,3036,998,2224,847,641,392,52967,2121,7112,1484,18230,2059,14806,1572,12819,1785
0500000US01081,01081,"Lee County, Alabama",83208,1077,12254,1862,5022,1622,3222,1059,2146,880,1864,836,70954,2255,6094,1274,18909,2593,20238,2208,25713,2348
0500000US01083,01083,"Limestone County, Alabama",57161,1111,5800,1595,2740,1215,1850,641,1141,595,69,82,51361,1852,7264,1674,16585,1818,14703,1876,12809,1513
0500000US01089,01089,"Madison County, Alabama",226258,1523,22299,3300,5659,1370,7134,1629,6621,1313,2885,1243,203959,3446,12626,1821,40104,2697,60634,3928,90595,3799
0500000US01095,01095,"Marshall County, Alabama",60891,1100,9719,1831,4605,1370,3008,811,1599,532,507,337,51172,1896,9577,1764,16474,1898,15652,1553,9469,1399
0500000US01097,01097,"Mobile County, Alabama",264826,2226,42435,4108,13702,2328,14874,2298,10728,1881,3131,1040,222391,4670,25106,2365,73716,4458,68535,3492,55034,4205
0500000US01101,01101,"Montgomery County, Alabama",144582,1240,22236,2358,7170,1301,5705,1277,7113,1420,2248,1125,122346,2627,12578,1991,29229,2447,37710,3115,42829,2418
0500000US01103,01103,"Morgan County, Alabama",80097,1187,11177,2152,4228,1038,3336,1530,2453,835,1160,932,68920,2453,8785,1863,22822,2185,21036,2630,16277,1869
0500000US01115,01115,"St. Clair County, Alabama",56994,790,7761,1879,2287,981,2769,1300,2522,737,183,158,49233,1918,6431,1417,17525,2441,15709,2392,9568,1769
0500000US01117,01117,"Shelby County, Alabama",133005,1163,8209,1663,2238,915,2426,825,2349,803,1196,460,124796,2064,10059,1448,23529,2289,38846,3449,52362,3127
0500000US01121,01121,"Talladega County, Alabama",53445,1117,9640,1905,3184,850,3425,1043,2690,946,341,316,43805,1893,7655,1164,16995,1534,13828,1888,5327,928
0500000US01125,01125,"Tuscaloosa County, Alabama",116255,1218,16760,2301,4949,1275,5440,1236,4005,1034,2366,816,99495,2580,10862,1602,30769,3013,25578,2561,32286,2658
0500000US01127,01127,"Walker County, Alabama",45214,629,7822,1429,2652,779,2155,657,2839,798,176,198,37392,1454,7117,1272,14821,1532,11247,1537,4207,996
