GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months below poverty level: - Less than high school graduate,Estimate; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months below poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months below poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months below poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months below poverty level: - Bachelor's degree or higher,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Less than high school graduate,Margin of Error; Income in the past 12 months at or above poverty level: - Less than high school graduate,Estimate; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),Margin of Error; Income in the past 12 months at or above poverty level: - High school graduate (includes equivalency),"Estimate; Income in the past 12 months at or above poverty level: - Some college, associate's degree","Margin of Error; Income in the past 12 months at or above poverty level: - Some college, associate's degree",Estimate; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher,Margin of Error; Income in the past 12 months at or above poverty level: - Bachelor's degree or higher
0500000US01003,01003,"Baldwin County, Alabama",145261,1663,13964,2879,3475,1193,5553,1813,4150,1613,786,442,131297,2860,11135,2387,35521,3712,42003,3283,42638,4168
0500000US01015,01015,"Calhoun County, Alabama",77162,1105,10121,1884,3127,788,3906,1176,2273,726,815,461,67041,2412,10517,1841,20226,1893,24352,2857,11946,1830
0500000US01043,01043,"Cullman County, Alabama",56768,706,7170,1759,3241,1294,2167,943,1154,597,608,438,49598,1904,9464,2088,16077,2072,15044,1941,9013,1583
0500000US01049,01049,"DeKalb County, Alabama",47490,973,7614,1260,3486,1055,1819,500,2098,944,211,193,39876,1579,8698,1534,13089,1905,13180,1669,4909,1223
0500000US01051,01051,"Elmore County, Alabama",51995,1362,6354,2144,1810,775,2755,1381,1021,908,768,676,45641,2312,4011,1192,12466,1812,15440,1889,13724,2023
0500000US01055,01055,"Etowah County, Alabama",70414,844,8962,1689,3749,1217,2628,939,1975,713,610,439,61452,1730,9173,1703,21783,2127,20176,2204,10320,1858
0500000US01069,01069,"Houston County, Alabama",70913,521,10804,1347,3399,601,3634,681,2931,566,840,379,60109,1395,7897,909,17526,1168,21083,1396,13603,1063
0500000US01073,01073,"Jefferson County, Alabama",443119,1225,54157,4652,12761,2230,18335,2486,16580,2182,6481,1312,388962,4831,33234,3166,97076,5092,117820,5076,140832,5293
0500000US01077,01077,"Lauderdale County, Alabama",62542,1190,8168,1796,3492,1145,2594,882,1757,724,325,233,54374,2289,4986,1256,20059,2101,15950,1954,13379,1951
0500000US01081,01081,"Lee County, Alabama",94509,1174,9351,1930,3050,1196,2133,1083,2439,1027,1729,685,85158,2084,8316,1930,18775,2549,25969,2845,32098,2862
0500000US01083,01083,"Limestone County, Alabama",61199,1157,6989,2385,3134,1665,2491,1235,1066,565,298,354,54210,2578,7993,2153,15496,2321,16791,2525,13930,1709
0500000US01089,01089,"Madison County, Alabama",240570,1165,26383,3813,7388,2031,8664,2259,6596,1716,3735,981,214187,3842,14636,2308,45575,3459,58955,3924,95021,3939
0500000US01095,01095,"Marshall County, Alabama",63641,696,10974,2355,3642,1396,3367,1037,3390,1159,575,389,52667,2315,7267,1307,17834,1932,17745,1726,9821,1570
0500000US01097,01097,"Mobile County, Alabama",272847,1563,40098,4088,9881,2381,14152,2162,12269,2258,3796,1018,232749,4193,25239,2902,73145,4577,72449,4572,61916,3841
0500000US01101,01101,"Montgomery County, Alabama",147906,1763,19725,2710,5300,1157,7543,2025,5458,1252,1424,640,128181,2746,16110,2127,27799,2787,38181,2999,46091,2598
0500000US01103,01103,"Morgan County, Alabama",80439,1478,10878,2317,4871,1613,3323,942,1983,1021,701,547,69561,2515,10562,1901,20331,2338,23265,2198,15403,1914
0500000US01115,01115,"St. Clair County, Alabama",59385,938,5330,1481,2537,1118,1379,701,777,405,637,453,54055,1778,8002,1848,19714,2535,16311,2166,10028,1509
0500000US01117,01117,"Shelby County, Alabama",142659,1150,9686,1978,2087,963,2396,844,2700,916,2503,1040,132973,2174,9087,2016,25059,2542,41048,3042,57779,3608
0500000US01121,01121,"Talladega County, Alabama",53573,1975,8699,1657,2327,790,2744,1031,3025,803,603,424,44874,2418,7406,1700,14423,2018,15445,1892,7600,1470
0500000US01125,01125,"Tuscaloosa County, Alabama",126671,1136,15281,2783,2723,936,6121,1748,4250,1183,2187,953,111390,2999,10874,2090,29254,2805,35154,3403,36108,3666
0500000US01127,01127,"Walker County, Alabama",44799,591,7674,1981,2806,915,3493,1281,1194,521,181,194,37125,1907,6533,1234,13692,1805,12092,1722,4808,1391
0500000US02020,02020,"Anchorage Municipality, Alaska",189912,1213,9292,1748,1565,694,3464,1154,2814,920,1449,569,180620,1881,9845,1620,40130,3704,61850,3953,68795,3625
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",60230,1406,3738,1423,552,581,1399,650,1334,938,453,408,56492,1752,1899,757,12939,2006,23021,2836,18633,2477
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",64982,714,6174,1204,1146,641,2708,689,1591,609,729,539,58808,1454,2608,549,17775,1742,26313,1970,12112,1298
0500000US04001,04001,"Apache County, Arizona",44585,551,13047,1318,3837,669,5507,860,3299,588,404,225,31538,1403,4270,850,8286,1058,14123,1418,4859,826
0500000US04003,04003,"Cochise County, Arizona",82540,1679,13615,2274,2854,816,4928,1145,4540,1181,1293,535,68925,2694,7375,1810,16675,2080,25697,1989,19178,2129
0500000US04005,04005,"Coconino County, Arizona",81299,834,10710,1962,2389,688,3254,885,3033,868,2034,850,70589,2107,5989,1301,14667,2137,23086,2462,26847,2514
0500000US04013,04013,"Maricopa County, Arizona",2783199,2451,323096,11763,97666,6568,87401,5775,92157,5561,45872,3683,2460103,12040,256365,7943,536234,11973,820271,12160,847233,12567
0500000US04015,04015,"Mohave County, Arizona",151887,1743,24167,3371,4787,1261,8821,2062,9194,1924,1365,603,127720,3653,17925,2306,43624,3594,50183,3253,15988,2014
0500000US04017,04017,"Navajo County, Arizona",68415,892,16158,2093,5082,1107,6616,1337,3833,1012,627,342,52257,2030,7351,1318,13926,1580,21434,2039,9546,1312
0500000US04019,04019,"Pima County, Arizona",663793,1998,91640,4920,25294,2699,25065,2679,28547,2854,12734,2081,572153,5627,52859,3479,120754,6058,197387,6687,201153,7141
0500000US04021,04021,"Pinal County, Arizona",265546,2457,34607,4215,8058,2052,12571,2475,10048,1947,3930,1271,230939,4629,25576,3430,60350,4013,91361,4460,53652,3473
0500000US04025,04025,"Yavapai County, Arizona",170900,1549,19321,2981,1335,532,7453,1894,8425,1831,2108,812,151579,2904,11777,2341,39286,3476,61614,4198,38902,3245
0500000US04027,04027,"Yuma County, Arizona",127167,1055,16686,2959,7038,1917,3280,877,5558,1350,810,415,110481,3011,25720,2440,30320,2696,35335,3397,19106,2213
0500000US05007,05007,"Benton County, Arkansas",167181,697,12784,2110,3120,1002,4469,1292,3217,869,1978,1130,154397,2177,16618,1811,43858,3113,41931,2811,51990,3247
0500000US05031,05031,"Craighead County, Arkansas",66630,1313,8930,1991,1658,725,4568,1613,2080,967,624,586,57700,2440,6208,1538,20417,2296,16070,2007,15005,2126
0500000US05045,05045,"Faulkner County, Arkansas",73553,1426,10444,2222,1594,877,4912,1407,2553,916,1385,845,63109,2606,4705,1381,18481,1915,19985,2041,19938,1787
0500000US05051,05051,"Garland County, Arkansas",68216,1327,9015,1870,3315,1101,2694,1039,2642,892,364,269,59201,2133,4874,1573,17311,2011,25019,2367,11997,1778
0500000US05069,05069,"Jefferson County, Arkansas",43302,1624,8343,1619,4196,1326,2125,631,1340,528,682,638,34959,2361,3682,1046,12119,1679,11242,1713,7916,1399
0500000US05085,05085,"Lonoke County, Arkansas",47453,519,5334,1426,1734,740,1873,662,1447,559,280,287,42119,1537,3002,825,14807,1571,14447,1761,9863,1640
0500000US05119,05119,"Pulaski County, Arkansas",261310,1333,35043,4156,7180,1977,12863,2432,10773,2104,4227,1370,226267,3980,15272,2162,54757,4435,70379,4298,85859,4252
0500000US05125,05125,"Saline County, Arkansas",80834,1507,5729,1470,1078,678,2585,847,1642,966,424,328,75105,2190,5107,1214,23679,2156,23522,2819,22797,2342
0500000US05131,05131,"Sebastian County, Arkansas",85360,1012,12969,2316,3982,1531,4880,1396,3467,1142,640,406,72391,2650,9443,1676,24075,2685,24616,2391,14257,2202
0500000US05143,05143,"Washington County, Arkansas",134969,1519,15327,2459,4450,1479,5196,1402,3649,1221,2032,884,119642,3001,15018,2371,29791,3043,32478,3283,42355,3599
0500000US05145,05145,"White County, Arkansas",50977,674,6361,1609,1404,681,3344,1146,448,305,1165,788,44616,1591,4692,1281,16784,1906,13296,2083,9844,1814
0500000US06001,06001,"Alameda County, California",1151144,1159,104640,5701,29514,2901,24065,2808,27573,2640,23488,2402,1046504,5746,110593,5998,176836,7290,258492,6710,500583,9928
0500000US06007,06007,"Butte County, California",145297,1095,19347,2796,4135,1100,5525,1221,6913,1619,2774,1092,125950,3068,11620,1762,28679,2438,50502,3429,35149,2871
0500000US06013,06013,"Contra Costa County, California",775357,973,58888,4716,15871,2831,15722,2708,16906,2523,10389,1937,716469,4885,66482,5483,116975,5056,220757,7160,312255,7389
0500000US06017,06017,"El Dorado County, California",133380,1077,11383,2709,1408,569,3721,1557,4016,1537,2238,996,121997,2749,7244,1539,25775,2385,45685,2947,43293,3337
0500000US06019,06019,"Fresno County, California",590970,1225,114880,5771,53027,4500,26821,3240,27353,2890,7679,1745,476090,6080,96375,5746,109380,5315,157792,5589,112543,4253
0500000US06023,06023,"Humboldt County, California",90914,1087,15170,2064,3436,1059,4724,1069,4893,1126,2117,910,75744,2191,5009,1186,18736,2839,27183,2690,24816,3009
0500000US06025,06025,"Imperial County, California",102207,1183,20682,3478,9508,2535,5870,1487,4758,1273,546,314,81525,3608,21422,2587,16813,2406,28690,2918,14600,2065
0500000US06029,06029,"Kern County, California",507773,2167,88598,6667,37079,4084,27744,3698,20030,2849,3745,1019,419175,7003,92147,5500,108377,5485,136191,5630,82460,5045
0500000US06031,06031,"Kings County, California",80718,1198,10703,2199,4855,1267,2788,848,2630,1150,430,281,70015,2280,14148,2040,21597,2258,24166,2156,10104,1383
0500000US06033,06033,"Lake County, California",47004,863,8727,1877,2715,833,2312,800,2775,1080,925,771,38277,2112,4515,1267,9226,1940,17866,2191,6670,1393
0500000US06037,06037,"Los Angeles County, California",6822800,2585,915098,20302,354652,11477,225477,9128,199838,8444,135131,5322,5907702,20158,1116202,15565,1190319,19697,1574389,16676,2026792,18499
0500000US06039,06039,"Madera County, California",89491,1059,13733,2829,6449,1897,3248,1045,3441,1295,595,432,75758,2913,19667,2356,18819,2405,26904,2756,10368,1531
0500000US06041,06041,"Marin County, California",186240,1068,13124,2416,4554,1272,2226,1006,3271,934,3073,920,173116,2571,7674,1625,16532,2394,40161,2891,108749,4067
0500000US06045,06045,"Mendocino County, California",61320,521,9745,1459,2328,825,2937,934,3600,957,880,557,51575,1540,7707,1452,11960,1932,19054,1982,12854,1585
0500000US06047,06047,"Merced County, California",156046,976,25928,3140,11379,2257,6039,1452,7652,1534,858,446,130118,3449,38960,3466,31676,2718,39011,3871,20471,2638
0500000US06053,06053,"Monterey County, California",265023,1678,26890,3052,13839,2065,4731,1344,5067,876,3253,1072,238133,3310,65372,4332,43882,3614,64806,3334,64073,3388
0500000US06055,06055,"Napa County, California",97359,812,7561,1483,2421,1071,2271,845,1747,690,1122,426,89798,1710,12162,1994,14589,1863,29831,2243,33216,2236
0500000US06057,06057,"Nevada County, California",75063,882,8460,2033,1525,1010,1695,761,3634,1076,1606,818,66603,2087,4001,1158,11003,1795,25583,2537,26016,2183
0500000US06059,06059,"Orange County, California",2146513,1373,191129,10081,64070,6498,41899,4132,45047,3345,40113,4584,1955384,10279,259562,9526,324064,10845,551596,11496,820162,14817
0500000US06061,06061,"Placer County, California",265123,1061,18171,2709,2812,980,5021,1292,6645,1646,3693,1181,246952,2852,10170,1649,40576,3077,95870,4061,100336,4267
0500000US06065,06065,"Riverside County, California",1519593,1502,193980,9123,64172,5496,58993,4583,49671,4186,21144,3006,1325613,9449,221172,6804,339366,9411,452087,11546,312988,8774
0500000US06067,06067,"Sacramento County, California",1006383,1951,134380,8301,34401,4189,43557,4030,39936,3290,16486,2288,872003,8101,100848,6408,183298,6813,302420,8325,285437,8357
0500000US06071,06071,"San Bernardino County, California",1298363,4554,179702,9829,64872,5746,51613,4899,48516,4396,14701,2295,1118661,9937,204700,6653,289815,8377,373934,9627,250212,9326
0500000US06073,06073,"San Diego County, California",2205839,5156,222208,12072,64356,5375,52215,4994,65455,6285,40182,3842,1983631,12715,234611,8668,349633,10954,608856,12597,790531,15397
0500000US06075,06075,"San Francisco County, California",685491,1351,63213,4829,16625,2751,11944,1703,14052,1958,20592,2631,622278,5100,65874,4596,71811,5346,111987,4888,372606,6420
0500000US06077,06077,"San Joaquin County, California",454849,1036,57029,4491,20287,2533,18038,2255,13614,2027,5090,1264,397820,4752,82754,4653,106558,5780,136822,5840,71686,4592
0500000US06079,06079,"San Luis Obispo County, California",184395,1213,12790,2113,2012,841,2822,960,5183,1150,2773,945,171605,2438,12232,1808,30600,2719,63504,3766,65269,3854
0500000US06081,06081,"San Mateo County, California",544192,1091,31408,3389,7588,1936,8075,1638,6101,1248,9644,1532,512784,3563,50775,3821,75298,4620,121112,5783,265599,5772
0500000US06083,06083,"Santa Barbara County, California",270926,1238,26007,4062,8984,2225,5224,1303,7739,1721,4060,1131,244919,3992,44961,4492,41147,3953,74679,4808,84132,3321
0500000US06085,06085,"Santa Clara County, California",1312448,1407,102447,7067,30017,4496,23469,3421,22073,2305,26888,3115,1210001,6950,136693,5928,172431,7573,256577,7344,644300,9683
0500000US06087,06087,"Santa Cruz County, California",177832,1018,19964,3384,4709,1488,4657,1142,7715,2798,2883,912,157868,3595,17848,2409,23016,2859,47370,3700,69634,3666
0500000US06089,06089,"Shasta County, California",125113,938,17003,2100,3038,981,4125,1049,7809,1451,2031,663,108110,2047,7315,1229,27606,2234,47795,2740,25394,1885
0500000US06095,06095,"Solano County, California",292796,1247,26391,3419,6627,1824,7393,1499,9567,1389,2804,729,266405,3722,28237,2927,60335,3691,104905,4273,72928,3904
0500000US06097,06097,"Sonoma County, California",357457,1053,30842,3291,5693,1764,7905,1734,10165,1811,7079,1237,326615,3413,37356,3877,57909,3727,116747,5150,114603,4565
0500000US06099,06099,"Stanislaus County, California",340009,1026,41401,3565,16613,2616,10587,1791,10583,1904,3618,1207,298608,3578,63803,3974,82887,4519,99916,4164,52002,4107
0500000US06101,06101,"Sutter County, California",61029,839,8200,1743,3360,1075,2386,825,2217,711,237,193,52829,1909,11306,1813,10798,1478,21047,1978,9678,1334
0500000US06107,06107,"Tulare County, California",266615,899,52546,5093,26780,3325,14499,2538,9981,1624,1286,548,214069,5105,54015,4117,54847,4935,69781,5020,35426,3273
0500000US06111,06111,"Ventura County, California",564664,1092,44055,4658,14976,2467,11291,2072,11213,1811,6575,1461,520609,4703,74721,4734,93202,5292,169275,6690,183411,5109
0500000US06113,06113,"Yolo County, California",126751,988,14830,2315,4063,1251,3592,976,4182,1349,2993,941,111921,2321,15083,1811,18765,2351,29006,2780,49067,2798
0500000US06115,06115,"Yuba County, California",46583,824,6034,1329,2017,858,1444,611,2337,761,236,204,40549,1581,5120,1011,9355,1567,17695,2014,8379,1454
0500000US08001,08001,"Adams County, Colorado",315053,1363,30479,3738,13505,3092,7857,1560,6609,1239,2508,907,284574,3986,40565,3463,83348,4705,90574,4735,70087,3434
0500000US08005,08005,"Arapahoe County, Colorado",425798,2378,30873,3390,6002,1752,10113,1606,8562,1685,6196,1311,394925,4375,24487,2908,82868,4320,116146,4727,171424,4873
0500000US08013,08013,"Boulder County, Colorado",208365,1516,14881,2156,1921,897,2554,820,4501,1105,5905,1257,193484,2547,8217,1542,24849,3000,39344,2902,121074,3924
0500000US08014,08014,"Broomfield County, Colorado",45118,650,3327,1304,496,584,1283,819,732,361,816,697,41791,1471,912,494,5574,1037,12576,1329,22729,1843
0500000US08031,08031,"Denver County, Colorado",489952,939,54280,4373,14353,2239,16130,2223,14907,2469,8890,1562,435672,4240,48083,3978,71611,4854,91172,4890,224806,5880
0500000US08035,08035,"Douglas County, Colorado",215236,881,6688,1335,298,250,1564,792,1700,713,3126,893,208548,1670,2950,917,22802,2478,57768,3520,125028,4559
0500000US08041,08041,"El Paso County, Colorado",437986,893,39745,3988,4955,1104,12736,2003,15186,2343,6868,1509,398241,3996,19419,2600,73334,4166,141681,5604,163807,6297
0500000US08059,08059,"Jefferson County, Colorado",403858,1907,23395,2617,3828,1064,6466,1395,7249,1313,5852,1131,380463,3536,19020,2380,73385,3885,116725,4482,171333,4714
0500000US08069,08069,"Larimer County, Colorado",220304,1412,16077,2310,1575,675,3970,1021,5880,1175,4652,1168,204227,2577,6236,1312,41432,3012,57396,3479,99163,3860
0500000US08077,08077,"Mesa County, Colorado",99887,801,11701,2107,2733,1018,4486,1272,3738,1187,744,542,88186,2339,8580,2250,25752,2415,29438,2553,24416,2531
0500000US08101,08101,"Pueblo County, Colorado",109584,836,18374,2280,5237,1412,5243,1151,5765,1056,2129,764,91210,2419,7979,1415,24727,1783,37067,2396,21437,1542
0500000US08123,08123,"Weld County, Colorado",186011,1215,16335,2783,4864,1377,5370,1446,4796,1096,1305,535,169676,3111,18242,2612,47991,3525,53565,2575,49878,2654
0500000US09001,09001,"Fairfield County, Connecticut",631445,1299,49425,4445,13091,2301,16104,2392,10970,1986,9260,1742,582020,4671,48708,4210,121156,5707,124667,5418,287489,5777
0500000US09003,09003,"Hartford County, Connecticut",607943,1491,55249,4371,17219,2817,19264,1910,11249,1767,7517,1385,552694,4471,45581,3366,148677,6170,136537,5186,221899,6072
0500000US09005,09005,"Litchfield County, Connecticut",133679,826,8780,1866,1624,697,3145,957,2028,651,1983,945,124899,1787,7227,1195,35424,2459,35048,2276,47200,2613
0500000US09007,09007,"Middlesex County, Connecticut",116244,1299,8107,1826,1637,759,3609,1231,1868,712,993,495,108137,2376,4387,1034,27500,2252,28033,2480,48217,3067
