GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US40003,40003,"ZIP 40003 (Bagdad, KY)",00,Total for all sectors,2012,21,212,1135,4176
8610000US40004,40004,"ZIP 40004 (Bardstown, KY)",00,Total for all sectors,2012,695,11377,90431,382336
8610000US40006,40006,"ZIP 40006 (Bedford, KY)",00,Total for all sectors,2012,44,e,S,20167
8610000US40007,40007,"ZIP 40007 (Bethlehem, KY)",00,Total for all sectors,2012,2,a,D,D
8610000US40008,40008,"ZIP 40008 (Bloomfield, KY)",00,Total for all sectors,2012,46,216,1300,5474
8610000US40009,40009,"ZIP 40009 (Bradfordsville, KY)",00,Total for all sectors,2012,6,a,D,D
8610000US40010,40010,"ZIP 40010 (Buckner, KY)",00,Total for all sectors,2012,45,1074,10483,44442
8610000US40011,40011,"ZIP 40011 (Campbellsburg, KY)",00,Total for all sectors,2012,28,200,1271,6122
8610000US40012,40012,"ZIP 40012 (Chaplin, KY)",00,Total for all sectors,2012,10,38,212,893
8610000US40013,40013,"ZIP 40013 (Coxs Creek, KY)",00,Total for all sectors,2012,60,237,1517,7406
8610000US40014,40014,"ZIP 40014 (Crestwood, KY)",00,Total for all sectors,2012,422,2337,14754,64130
8610000US40018,40018,"ZIP 40018 (Eastwood, KY)",00,Total for all sectors,2012,4,b,D,D
8610000US40019,40019,"ZIP 40019 (Eminence, KY)",00,Total for all sectors,2012,61,875,7695,30032
8610000US40020,40020,"ZIP 40020 (Fairfield, KY)",00,Total for all sectors,2012,1,a,D,D
8610000US40022,40022,"ZIP 40022 (Finchville, KY)",00,Total for all sectors,2012,19,b,445,2165
8610000US40023,40023,"ZIP 40023 (Fisherville, KY)",00,Total for all sectors,2012,73,192,1205,5782
8610000US40025,40025,"ZIP 40025 (Glenview, KY)",00,Total for all sectors,2012,5,a,86,646
8610000US40026,40026,"ZIP 40026 (Goshen, KY)",00,Total for all sectors,2012,85,380,2517,12909
8610000US40027,40027,"ZIP 40027 (Harrods Creek, KY)",00,Total for all sectors,2012,9,50,361,1526
8610000US40031,40031,"ZIP 40031 (La Grange, KY)",00,Total for all sectors,2012,446,5494,46587,193168
8610000US40032,40032,"ZIP 40032 (La Grange, KY)",00,Total for all sectors,2012,1,a,D,D
8610000US40033,40033,"ZIP 40033 (Lebanon, KY)",00,Total for all sectors,2012,308,6466,53111,211566
8610000US40036,40036,"ZIP 40036 (Lockport, KY)",00,Total for all sectors,2012,1,b,D,D
8610000US40037,40037,"ZIP 40037 (Loretto, KY)",00,Total for all sectors,2012,27,c,D,D
8610000US40040,40040,"ZIP 40040 (Mackville, KY)",00,Total for all sectors,2012,6,11,59,227
8610000US40041,40041,"ZIP 40041 (Masonic Home, KY)",00,Total for all sectors,2012,5,e,D,D
8610000US40045,40045,"ZIP 40045 (Milton, KY)",00,Total for all sectors,2012,32,c,887,4068
8610000US40046,40046,"ZIP 40046 (Mount Eden, KY)",00,Total for all sectors,2012,11,34,155,765
8610000US40047,40047,"ZIP 40047 (Mount Washington, KY)",00,Total for all sectors,2012,252,2093,11093,45575
8610000US40048,40048,"ZIP 40048 (Nazareth, KY)",00,Total for all sectors,2012,4,c,D,D
8610000US40049,40049,"ZIP 40049 (Nerinx, KY)",00,Total for all sectors,2012,1,c,D,D
8610000US40050,40050,"ZIP 40050 (New Castle, KY)",00,Total for all sectors,2012,33,294,1680,6874
8610000US40051,40051,"ZIP 40051 (New Haven, KY)",00,Total for all sectors,2012,61,281,1439,6350
8610000US40052,40052,"ZIP 40052 (New Hope, KY)",00,Total for all sectors,2012,8,b,S,662
8610000US40055,40055,"ZIP 40055 (Pendleton, KY)",00,Total for all sectors,2012,26,215,1021,4444
8610000US40056,40056,"ZIP 40056 (Pewee Valley, KY)",00,Total for all sectors,2012,48,440,3054,12218
8610000US40057,40057,"ZIP 40057 (Pleasureville, KY)",00,Total for all sectors,2012,18,72,S,1634
8610000US40058,40058,"ZIP 40058 (Port Royal, KY)",00,Total for all sectors,2012,4,a,S,61
8610000US40059,40059,"ZIP 40059 (Prospect, KY)",00,Total for all sectors,2012,365,2203,15402,71195
8610000US40060,40060,"ZIP 40060 (Raywick, KY)",00,Total for all sectors,2012,8,b,S,250
8610000US40061,40061,"ZIP 40061 (Saint Catharine, KY)",00,Total for all sectors,2012,2,e,D,D
8610000US40063,40063,"ZIP 40063 (Saint Mary, KY)",00,Total for all sectors,2012,2,c,D,D
8610000US40065,40065,"ZIP 40065 (Shelbyville, KY)",00,Total for all sectors,2012,623,9172,74222,321938
8610000US40066,40066,"ZIP 40066 (Shelbyville, KY)",00,Total for all sectors,2012,24,125,1150,4815
8610000US40067,40067,"ZIP 40067 (Simpsonville, KY)",00,Total for all sectors,2012,124,1526,12229,53188
8610000US40068,40068,"ZIP 40068 (Smithfield, KY)",00,Total for all sectors,2012,28,265,2141,8317
8610000US40069,40069,"ZIP 40069 (Springfield, KY)",00,Total for all sectors,2012,206,2268,16246,67088
8610000US40070,40070,"ZIP 40070 (Sulphur, KY)",00,Total for all sectors,2012,7,51,519,2067
8610000US40071,40071,"ZIP 40071 (Taylorsville, KY)",00,Total for all sectors,2012,163,946,5419,23183
8610000US40075,40075,"ZIP 40075 (Turners Station, KY)",00,Total for all sectors,2012,5,10,48,439
8610000US40076,40076,"ZIP 40076 (Waddy, KY)",00,Total for all sectors,2012,34,e,D,D
8610000US40077,40077,"ZIP 40077 (Westport, KY)",00,Total for all sectors,2012,11,b,124,568
8610000US40078,40078,"ZIP 40078 (Willisburg, KY)",00,Total for all sectors,2012,26,98,310,1480
8610000US40104,40104,"ZIP 40104 (Battletown, KY)",00,Total for all sectors,2012,5,110,1447,6271
8610000US40107,40107,"ZIP 40107 (Boston, KY)",00,Total for all sectors,2012,22,e,D,D
8610000US40108,40108,"ZIP 40108 (Brandenburg, KY)",00,Total for all sectors,2012,223,2236,15896,61419
8610000US40109,40109,"ZIP 40109 (Brooks, KY)",00,Total for all sectors,2012,72,1634,11359,49073
8610000US40110,40110,"ZIP 40110 (Clermont, KY)",00,Total for all sectors,2012,2,e,D,D
8610000US40111,40111,"ZIP 40111 (Cloverport, KY)",00,Total for all sectors,2012,20,145,605,2183
8610000US40115,40115,"ZIP 40115 (Custer, KY)",00,Total for all sectors,2012,4,a,53,229
8610000US40117,40117,"ZIP 40117 (Ekron, KY)",00,Total for all sectors,2012,27,123,592,2226
8610000US40118,40118,"ZIP 40118 (Fairdale, KY)",00,Total for all sectors,2012,78,861,5837,26769
8610000US40119,40119,"ZIP 40119 (Falls of Rough, KY)",00,Total for all sectors,2012,21,b,S,2332
8610000US40121,40121,"ZIP 40121 (Fort Knox, KY)",00,Total for all sectors,2012,91,2417,30766,117443
8610000US40122,40122,"ZIP 40122 (Fort Knox, KY)",00,Total for all sectors,2012,3,c,D,D
8610000US40129,40129,"ZIP 40129 (Hillview, KY)",00,Total for all sectors,2012,1,a,D,D
8610000US40140,40140,"ZIP 40140 (Garfield, KY)",00,Total for all sectors,2012,3,b,D,D
8610000US40142,40142,"ZIP 40142 (Guston, KY)",00,Total for all sectors,2012,10,a,99,268
8610000US40143,40143,"ZIP 40143 (Hardinsburg, KY)",00,Total for all sectors,2012,154,1684,10950,46771
8610000US40144,40144,"ZIP 40144 (Harned, KY)",00,Total for all sectors,2012,14,b,D,D
8610000US40145,40145,"ZIP 40145 (Hudson, KY)",00,Total for all sectors,2012,7,20,S,727
