GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
8610000US40056,40056,"ZIP 40056 (Pewee Valley, KY)",00,Total for all sectors,2014,51,545,3357,14885
8610000US40057,40057,"ZIP 40057 (Pleasureville, KY)",00,Total for all sectors,2014,22,b,372,1545
8610000US40058,40058,"ZIP 40058 (Port Royal, KY)",00,Total for all sectors,2014,4,6,18,66
8610000US40059,40059,"ZIP 40059 (Prospect, KY)",00,Total for all sectors,2014,405,2720,18213,92789
8610000US40060,40060,"ZIP 40060 (Raywick, KY)",00,Total for all sectors,2014,7,b,D,D
8610000US40061,40061,"ZIP 40061 (Saint Catharine, KY)",00,Total for all sectors,2014,2,e,D,D
8610000US40062,40062,"ZIP 40062 (Saint Francis, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40063,40063,"ZIP 40063 (Saint Mary, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40065,40065,"ZIP 40065 (Shelbyville, KY)",00,Total for all sectors,2014,637,9911,88871,380575
8610000US40066,40066,"ZIP 40066 (Shelbyville, KY)",00,Total for all sectors,2014,21,c,1138,4479
8610000US40067,40067,"ZIP 40067 (Simpsonville, KY)",00,Total for all sectors,2014,179,1850,16274,74723
8610000US40068,40068,"ZIP 40068 (Smithfield, KY)",00,Total for all sectors,2014,33,206,1677,7081
8610000US40069,40069,"ZIP 40069 (Springfield, KY)",00,Total for all sectors,2014,218,2441,19191,78454
8610000US40070,40070,"ZIP 40070 (Sulphur, KY)",00,Total for all sectors,2014,7,55,519,2168
8610000US40071,40071,"ZIP 40071 (Taylorsville, KY)",00,Total for all sectors,2014,178,1069,5944,26024
8610000US40075,40075,"ZIP 40075 (Turners Station, KY)",00,Total for all sectors,2014,5,a,95,423
8610000US40076,40076,"ZIP 40076 (Waddy, KY)",00,Total for all sectors,2014,32,e,D,D
8610000US40077,40077,"ZIP 40077 (Westport, KY)",00,Total for all sectors,2014,10,b,128,595
8610000US40078,40078,"ZIP 40078 (Willisburg, KY)",00,Total for all sectors,2014,34,133,646,2885
8610000US40104,40104,"ZIP 40104 (Battletown, KY)",00,Total for all sectors,2014,10,196,1052,4469
8610000US40107,40107,"ZIP 40107 (Boston, KY)",00,Total for all sectors,2014,27,e,D,D
8610000US40108,40108,"ZIP 40108 (Brandenburg, KY)",00,Total for all sectors,2014,237,2581,21394,84219
8610000US40109,40109,"ZIP 40109 (Brooks, KY)",00,Total for all sectors,2014,65,1629,11020,49120
8610000US40110,40110,"ZIP 40110 (Clermont, KY)",00,Total for all sectors,2014,2,e,D,D
8610000US40111,40111,"ZIP 40111 (Cloverport, KY)",00,Total for all sectors,2014,19,94,455,1684
8610000US40115,40115,"ZIP 40115 (Custer, KY)",00,Total for all sectors,2014,6,a,100,335
8610000US40117,40117,"ZIP 40117 (Ekron, KY)",00,Total for all sectors,2014,25,121,553,2115
8610000US40118,40118,"ZIP 40118 (Fairdale, KY)",00,Total for all sectors,2014,82,958,7162,30896
8610000US40119,40119,"ZIP 40119 (Falls of Rough, KY)",00,Total for all sectors,2014,30,c,529,2546
8610000US40121,40121,"ZIP 40121 (Fort Knox, KY)",00,Total for all sectors,2014,94,2581,36597,145986
8610000US40122,40122,"ZIP 40122 (Fort Knox, KY)",00,Total for all sectors,2014,3,a,D,D
8610000US40129,40129,"ZIP 40129 (Hillview, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40140,40140,"ZIP 40140 (Garfield, KY)",00,Total for all sectors,2014,4,b,D,D
8610000US40142,40142,"ZIP 40142 (Guston, KY)",00,Total for all sectors,2014,14,b,133,618
8610000US40143,40143,"ZIP 40143 (Hardinsburg, KY)",00,Total for all sectors,2014,154,1755,12376,51376
8610000US40144,40144,"ZIP 40144 (Harned, KY)",00,Total for all sectors,2014,18,60,279,1082
8610000US40145,40145,"ZIP 40145 (Hudson, KY)",00,Total for all sectors,2014,9,b,176,932
8610000US40146,40146,"ZIP 40146 (Irvington, KY)",00,Total for all sectors,2014,51,323,2014,8973
8610000US40150,40150,"ZIP 40150 (Lebanon Junction, KY)",00,Total for all sectors,2014,48,g,D,D
8610000US40152,40152,"ZIP 40152 (Mc Daniels, KY)",00,Total for all sectors,2014,17,66,309,1507
8610000US40153,40153,"ZIP 40153 (Mc Quady, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40155,40155,"ZIP 40155 (Muldraugh, KY)",00,Total for all sectors,2014,21,349,3383,14369
8610000US40157,40157,"ZIP 40157 (Payneville, KY)",00,Total for all sectors,2014,5,a,78,367
8610000US40159,40159,"ZIP 40159 (Radcliff, KY)",00,Total for all sectors,2014,9,f,D,D
8610000US40160,40160,"ZIP 40160 (Radcliff, KY)",00,Total for all sectors,2014,420,4409,25594,106000
8610000US40161,40161,"ZIP 40161 (Rhodelia, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40162,40162,"ZIP 40162 (Rineyville, KY)",00,Total for all sectors,2014,45,142,713,3715
8610000US40165,40165,"ZIP 40165 (Shepherdsville, KY)",00,Total for all sectors,2014,552,10845,81568,354496
8610000US40171,40171,"ZIP 40171 (Union Star, KY)",00,Total for all sectors,2014,3,c,D,D
8610000US40175,40175,"ZIP 40175 (Vine Grove, KY)",00,Total for all sectors,2014,124,470,2599,13111
8610000US40176,40176,"ZIP 40176 (Webster, KY)",00,Total for all sectors,2014,11,b,309,1324
8610000US40177,40177,"ZIP 40177 (West Point, KY)",00,Total for all sectors,2014,23,b,409,1719
8610000US40178,40178,"ZIP 40178 (Westview, KY)",00,Total for all sectors,2014,3,1,S,176
8610000US40201,40201,"ZIP 40201 (Louisville, KY)",00,Total for all sectors,2014,25,f,11201,38481
8610000US40202,40202,"ZIP 40202 (Louisville, KY)",00,Total for all sectors,2014,1615,54886,920226,3230705
8610000US40203,40203,"ZIP 40203 (Louisville, KY)",00,Total for all sectors,2014,509,11851,100859,410946
8610000US40204,40204,"ZIP 40204 (Louisville, KY)",00,Total for all sectors,2014,528,7072,57000,238177
8610000US40205,40205,"ZIP 40205 (Louisville, KY)",00,Total for all sectors,2014,635,11365,91225,383542
8610000US40206,40206,"ZIP 40206 (Louisville, KY)",00,Total for all sectors,2014,640,11782,137592,551731
8610000US40207,40207,"ZIP 40207 (Louisville, KY)",00,Total for all sectors,2014,1623,26360,256737,1062620
8610000US40208,40208,"ZIP 40208 (Louisville, KY)",00,Total for all sectors,2014,298,5207,69709,256344
8610000US40209,40209,"ZIP 40209 (Louisville, KY)",00,Total for all sectors,2014,212,6382,64042,268065
8610000US40210,40210,"ZIP 40210 (Louisville, KY)",00,Total for all sectors,2014,172,5610,98885,394992
8610000US40211,40211,"ZIP 40211 (Louisville, KY)",00,Total for all sectors,2014,279,5454,62387,247786
8610000US40212,40212,"ZIP 40212 (Louisville, KY)",00,Total for all sectors,2014,119,1498,10490,42810
8610000US40213,40213,"ZIP 40213 (Louisville, KY)",00,Total for all sectors,2014,782,30800,450379,1740619
8610000US40214,40214,"ZIP 40214 (Louisville, KY)",00,Total for all sectors,2014,637,11141,112927,456279
8610000US40215,40215,"ZIP 40215 (Louisville, KY)",00,Total for all sectors,2014,199,2502,26344,117179
8610000US40216,40216,"ZIP 40216 (Louisville, KY)",00,Total for all sectors,2014,641,9978,88547,361122
8610000US40217,40217,"ZIP 40217 (Louisville, KY)",00,Total for all sectors,2014,276,5498,51566,205933
8610000US40218,40218,"ZIP 40218 (Louisville, KY)",00,Total for all sectors,2014,910,18622,169805,724685
8610000US40219,40219,"ZIP 40219 (Louisville, KY)",00,Total for all sectors,2014,780,19360,220535,826030
8610000US40220,40220,"ZIP 40220 (Louisville, KY)",00,Total for all sectors,2014,624,10963,93888,368827
8610000US40221,40221,"ZIP 40221 (Louisville, KY)",00,Total for all sectors,2014,13,c,1826,6762
8610000US40222,40222,"ZIP 40222 (Louisville, KY)",00,Total for all sectors,2014,1144,22194,289723,1063373
8610000US40223,40223,"ZIP 40223 (Louisville, KY)",00,Total for all sectors,2014,1130,25600,414304,1655756
8610000US40224,40224,"ZIP 40224 (Louisville, KY)",00,Total for all sectors,2014,2,c,D,D
8610000US40225,40225,"ZIP 40225 (Louisville, KY)",00,Total for all sectors,2014,20,h,D,D
8610000US40228,40228,"ZIP 40228 (Louisville, KY)",00,Total for all sectors,2014,294,3606,28576,124476
8610000US40229,40229,"ZIP 40229 (Louisville, KY)",00,Total for all sectors,2014,375,9912,99699,395858
8610000US40231,40231,"ZIP 40231 (Louisville, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40232,40232,"ZIP 40232 (Louisville, KY)",00,Total for all sectors,2014,14,899,23492,72480
8610000US40233,40233,"ZIP 40233 (Louisville, KY)",00,Total for all sectors,2014,7,b,832,4161
8610000US40241,40241,"ZIP 40241 (Louisville, KY)",00,Total for all sectors,2014,680,11338,86988,356602
8610000US40242,40242,"ZIP 40242 (Louisville, KY)",00,Total for all sectors,2014,110,987,5237,20906
8610000US40243,40243,"ZIP 40243 (Louisville, KY)",00,Total for all sectors,2014,601,7719,68036,279544
8610000US40245,40245,"ZIP 40245 (Louisville, KY)",00,Total for all sectors,2014,515,5634,53189,222367
8610000US40250,40250,"ZIP 40250 (Louisville, KY)",00,Total for all sectors,2014,6,33,470,1232
8610000US40251,40251,"ZIP 40251 (Louisville, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40252,40252,"ZIP 40252 (Louisville, KY)",00,Total for all sectors,2014,17,76,626,2454
8610000US40253,40253,"ZIP 40253 (Louisville, KY)",00,Total for all sectors,2014,14,112,970,4031
8610000US40255,40255,"ZIP 40255 (Louisville, KY)",00,Total for all sectors,2014,6,a,D,D
8610000US40256,40256,"ZIP 40256 (Louisville, KY)",00,Total for all sectors,2014,9,c,S,7512
8610000US40257,40257,"ZIP 40257 (Louisville, KY)",00,Total for all sectors,2014,4,b,D,D
8610000US40258,40258,"ZIP 40258 (Louisville, KY)",00,Total for all sectors,2014,394,10191,89077,372222
8610000US40259,40259,"ZIP 40259 (Louisville, KY)",00,Total for all sectors,2014,8,c,D,D
8610000US40261,40261,"ZIP 40261 (Louisville, KY)",00,Total for all sectors,2014,5,c,D,D
8610000US40266,40266,"ZIP 40266 (Louisville, KY)",00,Total for all sectors,2014,1,c,D,D
8610000US40268,40268,"ZIP 40268 (Louisville, KY)",00,Total for all sectors,2014,8,b,D,D
8610000US40269,40269,"ZIP 40269 (Louisville, KY)",00,Total for all sectors,2014,11,245,917,5103
8610000US40270,40270,"ZIP 40270 (Louisville, KY)",00,Total for all sectors,2014,4,b,D,D
8610000US40272,40272,"ZIP 40272 (Louisville, KY)",00,Total for all sectors,2014,368,4331,33727,134843
8610000US40280,40280,"ZIP 40280 (Louisville, KY)",00,Total for all sectors,2014,3,f,D,D
8610000US40289,40289,"ZIP 40289 (Louisville, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40291,40291,"ZIP 40291 (Louisville, KY)",00,Total for all sectors,2014,488,4394,24456,102125
8610000US40292,40292,"ZIP 40292 (Louisville, KY)",00,Total for all sectors,2014,13,f,D,D
8610000US40295,40295,"ZIP 40295 (Louisville, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40297,40297,"ZIP 40297 (Louisville, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40298,40298,"ZIP 40298 (Louisville, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40299,40299,"ZIP 40299 (Louisville, KY)",00,Total for all sectors,2014,1542,33214,377219,1498731
8610000US40310,40310,"ZIP 40310 (Burgin, KY)",00,Total for all sectors,2014,18,c,D,D
8610000US40311,40311,"ZIP 40311 (Carlisle, KY)",00,Total for all sectors,2014,77,542,3191,12211
8610000US40312,40312,"ZIP 40312 (Clay City, KY)",00,Total for all sectors,2014,64,482,3626,16041
8610000US40313,40313,"ZIP 40313 (Clearfield, KY)",00,Total for all sectors,2014,27,84,457,1972
8610000US40316,40316,"ZIP 40316 (Denniston, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40319,40319,"ZIP 40319 (Farmers, KY)",00,Total for all sectors,2014,2,b,D,D
8610000US40322,40322,"ZIP 40322 (Frenchburg, KY)",00,Total for all sectors,2014,40,361,2131,9229
8610000US40324,40324,"ZIP 40324 (Georgetown, KY)",00,Total for all sectors,2014,825,22841,249106,1123598
8610000US40328,40328,"ZIP 40328 (Gravel Switch, KY)",00,Total for all sectors,2014,13,27,117,486
8610000US40330,40330,"ZIP 40330 (Harrodsburg, KY)",00,Total for all sectors,2014,317,4733,42978,186036
8610000US40334,40334,"ZIP 40334 (Hope, KY)",00,Total for all sectors,2014,1,b,D,D
8610000US40336,40336,"ZIP 40336 (Irvine, KY)",00,Total for all sectors,2014,162,1412,9195,38154
8610000US40337,40337,"ZIP 40337 (Jeffersonville, KY)",00,Total for all sectors,2014,30,206,893,3600
8610000US40339,40339,"ZIP 40339 (Keene, KY)",00,Total for all sectors,2014,3,a,33,127
8610000US40340,40340,"ZIP 40340 (Nicholasville, KY)",00,Total for all sectors,2014,14,107,1096,4601
8610000US40342,40342,"ZIP 40342 (Lawrenceburg, KY)",00,Total for all sectors,2014,319,3307,25019,108611
8610000US40346,40346,"ZIP 40346 (Means, KY)",00,Total for all sectors,2014,9,79,622,3328
8610000US40347,40347,"ZIP 40347 (Midway, KY)",00,Total for all sectors,2014,57,697,4497,19262
8610000US40348,40348,"ZIP 40348 (Millersburg, KY)",00,Total for all sectors,2014,7,b,D,D
8610000US40351,40351,"ZIP 40351 (Morehead, KY)",00,Total for all sectors,2014,476,7283,51889,217427
8610000US40353,40353,"ZIP 40353 (Mount Sterling, KY)",00,Total for all sectors,2014,523,9688,77494,323083
8610000US40355,40355,"ZIP 40355 (New Liberty, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40356,40356,"ZIP 40356 (Nicholasville, KY)",00,Total for all sectors,2014,949,12495,106110,439494
8610000US40357,40357,"ZIP 40357 (North Middletown, KY)",00,Total for all sectors,2014,4,30,158,601
8610000US40358,40358,"ZIP 40358 (Olympia, KY)",00,Total for all sectors,2014,9,b,D,D
8610000US40359,40359,"ZIP 40359 (Owenton, KY)",00,Total for all sectors,2014,96,1201,10349,41267
8610000US40360,40360,"ZIP 40360 (Owingsville, KY)",00,Total for all sectors,2014,83,793,4830,21715
8610000US40361,40361,"ZIP 40361 (Paris, KY)",00,Total for all sectors,2014,350,4855,46416,205374
8610000US40362,40362,"ZIP 40362 (Paris, KY)",00,Total for all sectors,2014,19,115,729,3344
8610000US40363,40363,"ZIP 40363 (Perry Park, KY)",00,Total for all sectors,2014,5,60,S,782
8610000US40366,40366,"ZIP 40366 (Preston, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40370,40370,"ZIP 40370 (Sadieville, KY)",00,Total for all sectors,2014,23,b,252,1217
8610000US40371,40371,"ZIP 40371 (Salt Lick, KY)",00,Total for all sectors,2014,37,101,420,2225
8610000US40372,40372,"ZIP 40372 (Salvisa, KY)",00,Total for all sectors,2014,22,81,566,2323
8610000US40374,40374,"ZIP 40374 (Sharpsburg, KY)",00,Total for all sectors,2014,18,c,952,5183
8610000US40376,40376,"ZIP 40376 (Slade, KY)",00,Total for all sectors,2014,11,58,151,1098
8610000US40379,40379,"ZIP 40379 (Stamping Ground, KY)",00,Total for all sectors,2014,35,119,760,3530
8610000US40380,40380,"ZIP 40380 (Stanton, KY)",00,Total for all sectors,2014,104,969,6497,26325
8610000US40383,40383,"ZIP 40383 (Versailles, KY)",00,Total for all sectors,2014,499,6098,60298,251607
8610000US40384,40384,"ZIP 40384 (Versailles, KY)",00,Total for all sectors,2014,1,b,D,D
8610000US40385,40385,"ZIP 40385 (Waco, KY)",00,Total for all sectors,2014,27,c,528,2092
8610000US40387,40387,"ZIP 40387 (Wellington, KY)",00,Total for all sectors,2014,14,b,D,D
8610000US40390,40390,"ZIP 40390 (Wilmore, KY)",00,Total for all sectors,2014,84,2077,9814,40112
8610000US40391,40391,"ZIP 40391 (Winchester, KY)",00,Total for all sectors,2014,710,11176,90183,373471
8610000US40392,40392,"ZIP 40392 (Winchester, KY)",00,Total for all sectors,2014,23,541,10134,37944
8610000US40402,40402,"ZIP 40402 (Annville, KY)",00,Total for all sectors,2014,23,217,1081,4779
8610000US40403,40403,"ZIP 40403 (Berea, KY)",00,Total for all sectors,2014,401,7000,65879,265119
8610000US40404,40404,"ZIP 40404 (Berea, KY)",00,Total for all sectors,2014,3,b,D,D
8610000US40405,40405,"ZIP 40405 (Bighill, KY)",00,Total for all sectors,2014,2,b,D,D
8610000US40409,40409,"ZIP 40409 (Brodhead, KY)",00,Total for all sectors,2014,27,373,3068,13755
8610000US40410,40410,"ZIP 40410 (Bryantsville, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40419,40419,"ZIP 40419 (Crab Orchard, KY)",00,Total for all sectors,2014,32,108,446,2020
8610000US40422,40422,"ZIP 40422 (Danville, KY)",00,Total for all sectors,2014,661,14168,103914,428083
8610000US40423,40423,"ZIP 40423 (Danville, KY)",00,Total for all sectors,2014,35,381,2401,12630
8610000US40434,40434,"ZIP 40434 (Gray Hawk, KY)",00,Total for all sectors,2014,3,19,92,456
8610000US40437,40437,"ZIP 40437 (Hustonville, KY)",00,Total for all sectors,2014,41,222,1094,5215
8610000US40440,40440,"ZIP 40440 (Junction City, KY)",00,Total for all sectors,2014,22,141,519,2750
8610000US40442,40442,"ZIP 40442 (Kings Mountain, KY)",00,Total for all sectors,2014,7,a,S,445
8610000US40444,40444,"ZIP 40444 (Lancaster, KY)",00,Total for all sectors,2014,191,1268,8938,35249
8610000US40445,40445,"ZIP 40445 (Livingston, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40446,40446,"ZIP 40446 (Lancaster, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40447,40447,"ZIP 40447 (Mc Kee, KY)",00,Total for all sectors,2014,60,1058,8022,29466
8610000US40448,40448,"ZIP 40448 (Mc Kinney, KY)",00,Total for all sectors,2014,3,a,S,140
8610000US40456,40456,"ZIP 40456 (Mount Vernon, KY)",00,Total for all sectors,2014,178,2439,15148,62926
8610000US40460,40460,"ZIP 40460 (Orlando, KY)",00,Total for all sectors,2014,3,b,D,D
8610000US40461,40461,"ZIP 40461 (Paint Lick, KY)",00,Total for all sectors,2014,34,111,922,4427
8610000US40464,40464,"ZIP 40464 (Parksville, KY)",00,Total for all sectors,2014,4,a,31,134
8610000US40468,40468,"ZIP 40468 (Perryville, KY)",00,Total for all sectors,2014,19,b,268,971
8610000US40472,40472,"ZIP 40472 (Ravenna, KY)",00,Total for all sectors,2014,16,b,185,894
8610000US40473,40473,"ZIP 40473 (Renfro Valley, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40475,40475,"ZIP 40475 (Richmond, KY)",00,Total for all sectors,2014,1176,15548,127182,535286
8610000US40476,40476,"ZIP 40476 (Richmond, KY)",00,Total for all sectors,2014,28,1108,12562,48020
8610000US40481,40481,"ZIP 40481 (Sandgap, KY)",00,Total for all sectors,2014,4,16,32,216
8610000US40484,40484,"ZIP 40484 (Stanford, KY)",00,Total for all sectors,2014,197,1892,14810,61496
8610000US40486,40486,"ZIP 40486 (Tyner, KY)",00,Total for all sectors,2014,5,a,88,505
8610000US40489,40489,"ZIP 40489 (Waynesburg, KY)",00,Total for all sectors,2014,34,128,666,2827
8610000US40502,40502,"ZIP 40502 (Lexington, KY)",00,Total for all sectors,2014,644,9272,91240,375522
8610000US40503,40503,"ZIP 40503 (Lexington, KY)",00,Total for all sectors,2014,1413,22224,202147,810746
8610000US40504,40504,"ZIP 40504 (Lexington, KY)",00,Total for all sectors,2014,685,12290,126139,515158
8610000US40505,40505,"ZIP 40505 (Lexington, KY)",00,Total for all sectors,2014,771,13647,S,719522
8610000US40506,40506,"ZIP 40506 (Lexington, KY)",00,Total for all sectors,2014,22,937,10221,41275
8610000US40507,40507,"ZIP 40507 (Lexington, KY)",00,Total for all sectors,2014,638,9175,101630,418193
8610000US40508,40508,"ZIP 40508 (Lexington, KY)",00,Total for all sectors,2014,544,9714,72241,289145
8610000US40509,40509,"ZIP 40509 (Lexington, KY)",00,Total for all sectors,2014,1325,27894,251832,1065216
8610000US40510,40510,"ZIP 40510 (Lexington, KY)",00,Total for all sectors,2014,115,2778,27023,124540
8610000US40511,40511,"ZIP 40511 (Lexington, KY)",00,Total for all sectors,2014,995,25661,290152,1147945
8610000US40512,40512,"ZIP 40512 (Lexington, KY)",00,Total for all sectors,2014,2,b,D,D
8610000US40513,40513,"ZIP 40513 (Lexington, KY)",00,Total for all sectors,2014,366,4899,44949,201048
8610000US40514,40514,"ZIP 40514 (Lexington, KY)",00,Total for all sectors,2014,127,690,3873,17523
8610000US40515,40515,"ZIP 40515 (Lexington, KY)",00,Total for all sectors,2014,350,2541,16597,74364
8610000US40516,40516,"ZIP 40516 (Lexington, KY)",00,Total for all sectors,2014,39,263,2102,7575
8610000US40517,40517,"ZIP 40517 (Lexington, KY)",00,Total for all sectors,2014,441,5312,39668,178289
8610000US40522,40522,"ZIP 40522 (Lexington, KY)",00,Total for all sectors,2014,13,21,197,974
8610000US40523,40523,"ZIP 40523 (Lexington, KY)",00,Total for all sectors,2014,7,22,S,826
8610000US40524,40524,"ZIP 40524 (Lexington, KY)",00,Total for all sectors,2014,4,a,S,188
8610000US40526,40526,"ZIP 40526 (Lexington, KY)",00,Total for all sectors,2014,4,a,D,D
8610000US40533,40533,"ZIP 40533 (Lexington, KY)",00,Total for all sectors,2014,2,b,D,D
8610000US40536,40536,"ZIP 40536 (Lexington, KY)",00,Total for all sectors,2014,6,i,D,D
8610000US40544,40544,"ZIP 40544 (Lexington, KY)",00,Total for all sectors,2014,3,a,D,D
8610000US40546,40546,"ZIP 40546 (Lexington, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40550,40550,"ZIP 40550 (Lexington, KY)",00,Total for all sectors,2014,1,b,D,D
8610000US40555,40555,"ZIP 40555 (Lexington, KY)",00,Total for all sectors,2014,19,694,3938,17697
8610000US40575,40575,"ZIP 40575 (Lexington, KY)",00,Total for all sectors,2014,4,17,72,443
8610000US40577,40577,"ZIP 40577 (Lexington, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40578,40578,"ZIP 40578 (Lexington, KY)",00,Total for all sectors,2014,3,a,D,D
8610000US40579,40579,"ZIP 40579 (Lexington, KY)",00,Total for all sectors,2014,2,a,D,D
8610000US40580,40580,"ZIP 40580 (Lexington, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40581,40581,"ZIP 40581 (Lexington, KY)",00,Total for all sectors,2014,2,b,D,D
8610000US40582,40582,"ZIP 40582 (Lexington, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40583,40583,"ZIP 40583 (Lexington, KY)",00,Total for all sectors,2014,10,f,D,D
8610000US40588,40588,"ZIP 40588 (Lexington, KY)",00,Total for all sectors,2014,14,328,4112,17698
8610000US40591,40591,"ZIP 40591 (Lexington, KY)",00,Total for all sectors,2014,9,28,203,996
8610000US40601,40601,"ZIP 40601 (Frankfort, KY)",00,Total for all sectors,2014,1157,15076,128786,563719
8610000US40602,40602,"ZIP 40602 (Frankfort, KY)",00,Total for all sectors,2014,22,e,D,D
8610000US40603,40603,"ZIP 40603 (Frankfort, KY)",00,Total for all sectors,2014,1,a,D,D
8610000US40604,40604,"ZIP 40604 (Frankfort, KY)",00,Total for all sectors,2014,11,b,290,1393
8610000US40621,40621,"ZIP 40621 (Frankfort, KY)",00,Total for all sectors,2014,4,a,115,399
8610000US40701,40701,"ZIP 40701 (Corbin, KY)",00,Total for all sectors,2014,650,10628,78246,315303
8610000US40702,40702,"ZIP 40702 (Corbin, KY)",00,Total for all sectors,2014,41,616,3499,15881
