GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US40003,40003,"ZIP 40003 (Bagdad, KY)",00,Total for all sectors,2016,25,206,1321,5176
8610000US40004,40004,"ZIP 40004 (Bardstown, KY)",00,Total for all sectors,2016,756,13935,116069,520545
8610000US40006,40006,"ZIP 40006 (Bedford, KY)",00,Total for all sectors,2016,43,417,6936,25075
8610000US40007,40007,"ZIP 40007 (Bethlehem, KY)",00,Total for all sectors,2016,2,a,D,D
8610000US40008,40008,"ZIP 40008 (Bloomfield, KY)",00,Total for all sectors,2016,48,283,1719,7221
8610000US40009,40009,"ZIP 40009 (Bradfordsville, KY)",00,Total for all sectors,2016,5,20,110,550
8610000US40010,40010,"ZIP 40010 (Buckner, KY)",00,Total for all sectors,2016,52,1401,13735,58637
8610000US40011,40011,"ZIP 40011 (Campbellsburg, KY)",00,Total for all sectors,2016,23,196,1221,6535
8610000US40012,40012,"ZIP 40012 (Chaplin, KY)",00,Total for all sectors,2016,7,40,230,978
8610000US40013,40013,"ZIP 40013 (Coxs Creek, KY)",00,Total for all sectors,2016,58,378,2465,12200
8610000US40014,40014,"ZIP 40014 (Crestwood, KY)",00,Total for all sectors,2016,420,2869,19010,89227
8610000US40018,40018,"ZIP 40018 (Eastwood, KY)",00,Total for all sectors,2016,6,b,D,D
8610000US40019,40019,"ZIP 40019 (Eminence, KY)",00,Total for all sectors,2016,68,921,7817,32290
8610000US40020,40020,"ZIP 40020 (Fairfield, KY)",00,Total for all sectors,2016,2,a,D,D
8610000US40022,40022,"ZIP 40022 (Finchville, KY)",00,Total for all sectors,2016,21,92,604,2468
8610000US40023,40023,"ZIP 40023 (Fisherville, KY)",00,Total for all sectors,2016,80,295,2004,9136
8610000US40025,40025,"ZIP 40025 (Glenview, KY)",00,Total for all sectors,2016,4,11,362,820
8610000US40026,40026,"ZIP 40026 (Goshen, KY)",00,Total for all sectors,2016,85,440,3499,16080
8610000US40027,40027,"ZIP 40027 (Harrods Creek, KY)",00,Total for all sectors,2016,11,60,362,1461
8610000US40031,40031,"ZIP 40031 (La Grange, KY)",00,Total for all sectors,2016,421,6518,61914,266781
8610000US40032,40032,"ZIP 40032 (La Grange, KY)",00,Total for all sectors,2016,2,b,D,D
8610000US40033,40033,"ZIP 40033 (Lebanon, KY)",00,Total for all sectors,2016,311,7255,57392,246330
8610000US40036,40036,"ZIP 40036 (Lockport, KY)",00,Total for all sectors,2016,1,b,D,D
8610000US40037,40037,"ZIP 40037 (Loretto, KY)",00,Total for all sectors,2016,25,258,3428,13940
8610000US40040,40040,"ZIP 40040 (Mackville, KY)",00,Total for all sectors,2016,7,12,74,297
8610000US40041,40041,"ZIP 40041 (Masonic Home, KY)",00,Total for all sectors,2016,5,e,D,D
8610000US40045,40045,"ZIP 40045 (Milton, KY)",00,Total for all sectors,2016,25,191,1002,4898
8610000US40046,40046,"ZIP 40046 (Mount Eden, KY)",00,Total for all sectors,2016,9,14,69,361
8610000US40047,40047,"ZIP 40047 (Mount Washington, KY)",00,Total for all sectors,2016,271,2361,14434,61679
8610000US40048,40048,"ZIP 40048 (Nazareth, KY)",00,Total for all sectors,2016,4,c,D,D
8610000US40049,40049,"ZIP 40049 (Nerinx, KY)",00,Total for all sectors,2016,1,c,D,D
8610000US40050,40050,"ZIP 40050 (New Castle, KY)",00,Total for all sectors,2016,37,547,2294,9320
8610000US40051,40051,"ZIP 40051 (New Haven, KY)",00,Total for all sectors,2016,66,363,2323,10138
8610000US40052,40052,"ZIP 40052 (New Hope, KY)",00,Total for all sectors,2016,6,28,132,577
8610000US40055,40055,"ZIP 40055 (Pendleton, KY)",00,Total for all sectors,2016,25,206,854,3644
8610000US40056,40056,"ZIP 40056 (Pewee Valley, KY)",00,Total for all sectors,2016,57,605,3674,16420
8610000US40057,40057,"ZIP 40057 (Pleasureville, KY)",00,Total for all sectors,2016,20,67,366,1737
8610000US40058,40058,"ZIP 40058 (Port Royal, KY)",00,Total for all sectors,2016,3,6,16,40
8610000US40059,40059,"ZIP 40059 (Prospect, KY)",00,Total for all sectors,2016,423,3342,25066,128340
8610000US40060,40060,"ZIP 40060 (Raywick, KY)",00,Total for all sectors,2016,8,53,87,385
8610000US40061,40061,"ZIP 40061 (Saint Catharine, KY)",00,Total for all sectors,2016,2,e,D,D
8610000US40062,40062,"ZIP 40062 (Saint Francis, KY)",00,Total for all sectors,2016,2,a,D,D
8610000US40063,40063,"ZIP 40063 (Saint Mary, KY)",00,Total for all sectors,2016,1,a,D,D
8610000US40065,40065,"ZIP 40065 (Shelbyville, KY)",00,Total for all sectors,2016,634,13570,106963,449677
8610000US40066,40066,"ZIP 40066 (Shelbyville, KY)",00,Total for all sectors,2016,23,131,1207,4882
8610000US40067,40067,"ZIP 40067 (Simpsonville, KY)",00,Total for all sectors,2016,209,3194,23520,94314
8610000US40068,40068,"ZIP 40068 (Smithfield, KY)",00,Total for all sectors,2016,31,176,1540,6142
8610000US40069,40069,"ZIP 40069 (Springfield, KY)",00,Total for all sectors,2016,219,2412,20388,91178
8610000US40070,40070,"ZIP 40070 (Sulphur, KY)",00,Total for all sectors,2016,4,51,481,2260
8610000US40071,40071,"ZIP 40071 (Taylorsville, KY)",00,Total for all sectors,2016,182,1057,6459,28433
8610000US40075,40075,"ZIP 40075 (Turners Station, KY)",00,Total for all sectors,2016,6,9,72,345
8610000US40076,40076,"ZIP 40076 (Waddy, KY)",00,Total for all sectors,2016,32,757,6849,29785
8610000US40077,40077,"ZIP 40077 (Westport, KY)",00,Total for all sectors,2016,10,28,102,545
8610000US40078,40078,"ZIP 40078 (Willisburg, KY)",00,Total for all sectors,2016,31,153,787,3786
8610000US40104,40104,"ZIP 40104 (Battletown, KY)",00,Total for all sectors,2016,9,118,1235,5282
8610000US40107,40107,"ZIP 40107 (Boston, KY)",00,Total for all sectors,2016,30,225,2281,9531
8610000US40108,40108,"ZIP 40108 (Brandenburg, KY)",00,Total for all sectors,2016,246,2568,24683,90041
8610000US40109,40109,"ZIP 40109 (Brooks, KY)",00,Total for all sectors,2016,62,1588,11173,47672
8610000US40110,40110,"ZIP 40110 (Clermont, KY)",00,Total for all sectors,2016,2,e,D,D
