GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US40003,40003,"ZIP 40003 (Bagdad, KY)",00,Total for all sectors,2013,24,212,1107,4328
8610000US40004,40004,"ZIP 40004 (Bardstown, KY)",00,Total for all sectors,2013,716,12294,93073,401320
8610000US40006,40006,"ZIP 40006 (Bedford, KY)",00,Total for all sectors,2013,47,e,S,21390
8610000US40007,40007,"ZIP 40007 (Bethlehem, KY)",00,Total for all sectors,2013,3,7,S,179
8610000US40008,40008,"ZIP 40008 (Bloomfield, KY)",00,Total for all sectors,2013,45,198,1262,5436
8610000US40009,40009,"ZIP 40009 (Bradfordsville, KY)",00,Total for all sectors,2013,5,a,D,D
8610000US40010,40010,"ZIP 40010 (Buckner, KY)",00,Total for all sectors,2013,49,1167,12223,48295
8610000US40011,40011,"ZIP 40011 (Campbellsburg, KY)",00,Total for all sectors,2013,25,190,1519,6089
8610000US40012,40012,"ZIP 40012 (Chaplin, KY)",00,Total for all sectors,2013,9,41,224,928
8610000US40013,40013,"ZIP 40013 (Coxs Creek, KY)",00,Total for all sectors,2013,56,241,1646,8205
8610000US40014,40014,"ZIP 40014 (Crestwood, KY)",00,Total for all sectors,2013,412,2667,16545,71795
8610000US40018,40018,"ZIP 40018 (Eastwood, KY)",00,Total for all sectors,2013,4,b,D,D
8610000US40019,40019,"ZIP 40019 (Eminence, KY)",00,Total for all sectors,2013,61,928,7326,29812
8610000US40020,40020,"ZIP 40020 (Fairfield, KY)",00,Total for all sectors,2013,1,a,D,D
8610000US40022,40022,"ZIP 40022 (Finchville, KY)",00,Total for all sectors,2013,19,76,515,2469
8610000US40023,40023,"ZIP 40023 (Fisherville, KY)",00,Total for all sectors,2013,70,211,1342,6396
8610000US40025,40025,"ZIP 40025 (Glenview, KY)",00,Total for all sectors,2013,5,17,170,702
8610000US40026,40026,"ZIP 40026 (Goshen, KY)",00,Total for all sectors,2013,96,423,3122,14503
8610000US40027,40027,"ZIP 40027 (Harrods Creek, KY)",00,Total for all sectors,2013,13,b,429,1928
8610000US40031,40031,"ZIP 40031 (La Grange, KY)",00,Total for all sectors,2013,441,5677,50398,206021
8610000US40032,40032,"ZIP 40032 (La Grange, KY)",00,Total for all sectors,2013,1,a,D,D
8610000US40033,40033,"ZIP 40033 (Lebanon, KY)",00,Total for all sectors,2013,303,6561,53329,217583
8610000US40036,40036,"ZIP 40036 (Lockport, KY)",00,Total for all sectors,2013,1,b,D,D
8610000US40037,40037,"ZIP 40037 (Loretto, KY)",00,Total for all sectors,2013,25,c,D,D
8610000US40040,40040,"ZIP 40040 (Mackville, KY)",00,Total for all sectors,2013,5,a,48,197
8610000US40041,40041,"ZIP 40041 (Masonic Home, KY)",00,Total for all sectors,2013,6,f,D,D
8610000US40045,40045,"ZIP 40045 (Milton, KY)",00,Total for all sectors,2013,30,c,914,4265
8610000US40046,40046,"ZIP 40046 (Mount Eden, KY)",00,Total for all sectors,2013,11,40,147,534
8610000US40047,40047,"ZIP 40047 (Mount Washington, KY)",00,Total for all sectors,2013,255,2093,11631,48263
8610000US40048,40048,"ZIP 40048 (Nazareth, KY)",00,Total for all sectors,2013,4,c,D,D
8610000US40049,40049,"ZIP 40049 (Nerinx, KY)",00,Total for all sectors,2013,1,c,D,D
8610000US40050,40050,"ZIP 40050 (New Castle, KY)",00,Total for all sectors,2013,33,390,1566,6433
8610000US40051,40051,"ZIP 40051 (New Haven, KY)",00,Total for all sectors,2013,63,275,1516,7137
8610000US40052,40052,"ZIP 40052 (New Hope, KY)",00,Total for all sectors,2013,7,b,S,670
8610000US40055,40055,"ZIP 40055 (Pendleton, KY)",00,Total for all sectors,2013,24,210,829,3462
8610000US40056,40056,"ZIP 40056 (Pewee Valley, KY)",00,Total for all sectors,2013,48,468,3213,13332
8610000US40057,40057,"ZIP 40057 (Pleasureville, KY)",00,Total for all sectors,2013,21,56,S,1630
8610000US40058,40058,"ZIP 40058 (Port Royal, KY)",00,Total for all sectors,2013,3,4,18,60
8610000US40059,40059,"ZIP 40059 (Prospect, KY)",00,Total for all sectors,2013,390,2700,19570,84835
8610000US40060,40060,"ZIP 40060 (Raywick, KY)",00,Total for all sectors,2013,7,b,D,D
