GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,YEAR.display-label,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
8610000US41121,41121,"ZIP 41121 (Argillite, KY)",00,Total for all sectors,2007,Reference year 2007,11,51,H,220,G,1009,G
8610000US41124,41124,"ZIP 41124 (Blaine, KY)",00,Total for all sectors,2007,Reference year 2007,6,14,G,53,G,280,G
8610000US41128,41128,"ZIP 41128 (Carter, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41129,41129,"ZIP 41129 (Catlettsburg, KY)",00,Total for all sectors,2007,Reference year 2007,173,3587,G,43134,G,195206,G
8610000US41132,41132,"ZIP 41132 (Denton, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41135,41135,"ZIP 41135 (Emerson, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41139,41139,"ZIP 41139 (Flatwoods, KY)",00,Total for all sectors,2007,Reference year 2007,128,1279,G,6387,G,26363,G
8610000US41141,41141,"ZIP 41141 (Garrison, KY)",00,Total for all sectors,2007,Reference year 2007,18,103,G,386,G,1717,G
8610000US41142,41142,"ZIP 41142 (Grahn, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41143,41143,"ZIP 41143 (Grayson, KY)",00,Total for all sectors,2007,Reference year 2007,306,4565,G,24602,G,99398,G
8610000US41144,41144,"ZIP 41144 (Greenup, KY)",00,Total for all sectors,2007,Reference year 2007,131,1512,G,9858,G,42467,G
8610000US41146,41146,"ZIP 41146 (Hitchins, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41149,41149,"ZIP 41149 (Isonville, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41159,41159,"ZIP 41159 (Martha, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41164,41164,"ZIP 41164 (Olive Hill, KY)",00,Total for all sectors,2007,Reference year 2007,118,1344,G,5195,G,23114,G
8610000US41166,41166,"ZIP 41166 (Quincy, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41168,41168,"ZIP 41168 (Rush, KY)",00,Total for all sectors,2007,Reference year 2007,25,309,H,1706,H,7709,H
8610000US41169,41169,"ZIP 41169 (Russell, KY)",00,Total for all sectors,2007,Reference year 2007,102,924,G,7607,G,31167,G
8610000US41171,41171,"ZIP 41171 (Sandy Hook, KY)",00,Total for all sectors,2007,Reference year 2007,45,301,G,1597,G,6019,G
8610000US41173,41173,"ZIP 41173 (Soldier, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41174,41174,"ZIP 41174 (South Portsmouth, KY)",00,Total for all sectors,2007,Reference year 2007,12,62,G,254,G,1033,G
8610000US41175,41175,"ZIP 41175 (South Shore, KY)",00,Total for all sectors,2007,Reference year 2007,58,589,G,4427,H,19014,H
8610000US41179,41179,"ZIP 41179 (Vanceburg, KY)",00,Total for all sectors,2007,Reference year 2007,91,1186,G,7170,G,28367,G
8610000US41180,41180,"ZIP 41180 (Webbville, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41181,41181,"ZIP 41181 (Willard, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US41183,41183,"ZIP 41183 (Worthington, KY)",00,Total for all sectors,2007,Reference year 2007,14,134,G,846,G,5129,G
8610000US41189,41189,"ZIP 41189 (Tollesboro, KY)",00,Total for all sectors,2007,Reference year 2007,24,158,G,485,G,2690,G
8610000US41201,41201,"ZIP 41201 (Adams, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41203,41203,"ZIP 41203 (Beauty, KY)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US41204,41204,"ZIP 41204 (Boons Camp, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41214,41214,"ZIP 41214 (Debord, KY)",00,Total for all sectors,2007,Reference year 2007,7,27,G,290,G,1214,G
8610000US41216,41216,"ZIP 41216 (East Point, KY)",00,Total for all sectors,2007,Reference year 2007,11,51,G,295,G,1272,G
8610000US41219,41219,"ZIP 41219 (Flatgap, KY)",00,Total for all sectors,2007,Reference year 2007,7,52,G,216,G,1320,G
8610000US41222,41222,"ZIP 41222 (Hagerhill, KY)",00,Total for all sectors,2007,Reference year 2007,48,306,H,2027,H,8121,H
8610000US41224,41224,"ZIP 41224 (Inez, KY)",00,Total for all sectors,2007,Reference year 2007,89,801,H,3867,G,14730,G
8610000US41226,41226,"ZIP 41226 (Keaton, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41230,41230,"ZIP 41230 (Louisa, KY)",00,Total for all sectors,2007,Reference year 2007,203,2241,G,16960,G,67438,G
8610000US41231,41231,"ZIP 41231 (Lovely, KY)",00,Total for all sectors,2007,Reference year 2007,44,974,H,9580,G,39543,G
8610000US41232,41232,"ZIP 41232 (Lowmansville, KY)",00,Total for all sectors,2007,Reference year 2007,9,64,G,387,G,1579,G
8610000US41234,41234,"ZIP 41234 (Meally, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US41238,41238,"ZIP 41238 (Oil Springs, KY)",00,Total for all sectors,2007,Reference year 2007,10,104,G,733,G,3318,G
8610000US41240,41240,"ZIP 41240 (Paintsville, KY)",00,Total for all sectors,2007,Reference year 2007,316,3874,G,20329,G,88122,G
8610000US41250,41250,"ZIP 41250 (Pilgrim, KY)",00,Total for all sectors,2007,Reference year 2007,9,e,D,D,D,D,D
8610000US41255,41255,"ZIP 41255 (Sitka, KY)",00,Total for all sectors,2007,Reference year 2007,4,88,G,617,G,2395,G
8610000US41256,41256,"ZIP 41256 (Staffordsville, KY)",00,Total for all sectors,2007,Reference year 2007,30,e,D,D,D,D,D
8610000US41257,41257,"ZIP 41257 (Stambaugh, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,S,S,S,237,H
8610000US41260,41260,"ZIP 41260 (Thelma, KY)",00,Total for all sectors,2007,Reference year 2007,5,19,G,84,G,321,G
8610000US41262,41262,"ZIP 41262 (Tomahawk, KY)",00,Total for all sectors,2007,Reference year 2007,4,26,G,184,G,812,G
8610000US41263,41263,"ZIP 41263 (Tutor Key, KY)",00,Total for all sectors,2007,Reference year 2007,3,20,G,101,G,603,H
8610000US41264,41264,"ZIP 41264 (Ulysses, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41265,41265,"ZIP 41265 (Van Lear, KY)",00,Total for all sectors,2007,Reference year 2007,7,22,G,S,S,336,H
8610000US41267,41267,"ZIP 41267 (Warfield, KY)",00,Total for all sectors,2007,Reference year 2007,17,170,G,1422,G,3236,G
8610000US41268,41268,"ZIP 41268 (West Van Lear, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41274,41274,"ZIP 41274 (Wittensville, KY)",00,Total for all sectors,2007,Reference year 2007,8,44,G,190,G,761,G
8610000US41301,41301,"ZIP 41301 (Campton, KY)",00,Total for all sectors,2007,Reference year 2007,67,465,G,2196,G,9552,G
8610000US41311,41311,"ZIP 41311 (Beattyville, KY)",00,Total for all sectors,2007,Reference year 2007,98,1671,G,7530,G,31740,G
8610000US41313,41313,"ZIP 41313 (Bethany, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41314,41314,"ZIP 41314 (Booneville, KY)",00,Total for all sectors,2007,Reference year 2007,48,e,S,1873,H,7793,H
8610000US41317,41317,"ZIP 41317 (Clayhole, KY)",00,Total for all sectors,2007,Reference year 2007,5,8,G,42,G,172,G
8610000US41332,41332,"ZIP 41332 (Hazel Green, KY)",00,Total for all sectors,2007,Reference year 2007,9,b,D,D,D,D,D
8610000US41339,41339,"ZIP 41339 (Jackson, KY)",00,Total for all sectors,2007,Reference year 2007,192,2277,G,13105,G,53915,G
8610000US41347,41347,"ZIP 41347 (Lone, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41348,41348,"ZIP 41348 (Lost Creek, KY)",00,Total for all sectors,2007,Reference year 2007,11,56,G,466,G,2117,G
8610000US41352,41352,"ZIP 41352 (Mize, KY)",00,Total for all sectors,2007,Reference year 2007,5,9,G,30,G,320,G
8610000US41360,41360,"ZIP 41360 (Pine Ridge, KY)",00,Total for all sectors,2007,Reference year 2007,6,b,D,D,D,D,D
8610000US41362,41362,"ZIP 41362 (Primrose, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41365,41365,"ZIP 41365 (Rogers, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41366,41366,"ZIP 41366 (Rousseau, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41367,41367,"ZIP 41367 (Rowdy, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41385,41385,"ZIP 41385 (Vancleve, KY)",00,Total for all sectors,2007,Reference year 2007,3,83,G,93,G,361,G
8610000US41386,41386,"ZIP 41386 (Vincent, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41390,41390,"ZIP 41390 (Whick, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41397,41397,"ZIP 41397 (Zoe, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41413,41413,"ZIP 41413 (Crockett, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41425,41425,"ZIP 41425 (Ezel, KY)",00,Total for all sectors,2007,Reference year 2007,9,15,G,66,G,300,G
8610000US41426,41426,"ZIP 41426 (Falcon, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41451,41451,"ZIP 41451 (Malone, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41464,41464,"ZIP 41464 (Royalton, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41465,41465,"ZIP 41465 (Salyersville, KY)",00,Total for all sectors,2007,Reference year 2007,164,1847,G,10450,G,42307,G
8610000US41472,41472,"ZIP 41472 (West Liberty, KY)",00,Total for all sectors,2007,Reference year 2007,175,1895,G,11513,G,47544,G
8610000US41477,41477,"ZIP 41477 (Wrigley, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41501,41501,"ZIP 41501 (Pikeville, KY)",00,Total for all sectors,2007,Reference year 2007,787,13838,G,103404,G,433323,G
8610000US41502,41502,"ZIP 41502 (Pikeville, KY)",00,Total for all sectors,2007,Reference year 2007,94,704,G,6139,G,25998,G
8610000US41503,41503,"ZIP 41503 (South Williamson, KY)",00,Total for all sectors,2007,Reference year 2007,108,1909,G,11399,G,44493,G
8610000US41512,41512,"ZIP 41512 (Ashcamp, KY)",00,Total for all sectors,2007,Reference year 2007,13,72,G,538,G,2065,G
8610000US41513,41513,"ZIP 41513 (Belcher, KY)",00,Total for all sectors,2007,Reference year 2007,9,b,D,D,D,D,D
8610000US41514,41514,"ZIP 41514 (Belfry, KY)",00,Total for all sectors,2007,Reference year 2007,57,496,G,5154,G,21275,G
8610000US41517,41517,"ZIP 41517 (Burdine, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,D,D,D,D,D
8610000US41519,41519,"ZIP 41519 (Canada, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41520,41520,"ZIP 41520 (Dorton, KY)",00,Total for all sectors,2007,Reference year 2007,15,114,G,504,G,2226,G
8610000US41522,41522,"ZIP 41522 (Elkhorn City, KY)",00,Total for all sectors,2007,Reference year 2007,65,426,G,2321,G,9166,G
8610000US41524,41524,"ZIP 41524 (Fedscreek, KY)",00,Total for all sectors,2007,Reference year 2007,11,378,G,5493,G,21734,G
8610000US41526,41526,"ZIP 41526 (Fords Branch, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41527,41527,"ZIP 41527 (Forest Hills, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,D,D,D,D,D
8610000US41528,41528,"ZIP 41528 (Freeburn, KY)",00,Total for all sectors,2007,Reference year 2007,5,12,G,71,H,276,G
8610000US41531,41531,"ZIP 41531 (Hardy, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41534,41534,"ZIP 41534 (Hellier, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41535,41535,"ZIP 41535 (Huddy, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41537,41537,"ZIP 41537 (Jenkins, KY)",00,Total for all sectors,2007,Reference year 2007,54,363,G,2442,G,9888,G
8610000US41538,41538,"ZIP 41538 (Jonancy, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41539,41539,"ZIP 41539 (Kimper, KY)",00,Total for all sectors,2007,Reference year 2007,20,1418,H,11139,G,45385,G
8610000US41540,41540,"ZIP 41540 (Lick Creek, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41543,41543,"ZIP 41543 (Mc Andrews, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US41544,41544,"ZIP 41544 (Mc Carr, KY)",00,Total for all sectors,2007,Reference year 2007,14,c,D,D,D,D,D
8610000US41547,41547,"ZIP 41547 (Majestic, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41548,41548,"ZIP 41548 (Mouthcard, KY)",00,Total for all sectors,2007,Reference year 2007,9,54,G,340,G,1241,G
8610000US41549,41549,"ZIP 41549 (Myra, KY)",00,Total for all sectors,2007,Reference year 2007,6,e,D,D,D,D,D
8610000US41553,41553,"ZIP 41553 (Phelps, KY)",00,Total for all sectors,2007,Reference year 2007,46,385,H,1697,H,6984,G
8610000US41554,41554,"ZIP 41554 (Phyllis, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US41555,41555,"ZIP 41555 (Pinsonfork, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US41557,41557,"ZIP 41557 (Raccoon, KY)",00,Total for all sectors,2007,Reference year 2007,16,114,H,1228,H,5331,H
8610000US41558,41558,"ZIP 41558 (Ransom, KY)",00,Total for all sectors,2007,Reference year 2007,4,4,G,35,G,119,G
8610000US41559,41559,"ZIP 41559 (Regina, KY)",00,Total for all sectors,2007,Reference year 2007,13,84,H,393,H,1600,H
8610000US41560,41560,"ZIP 41560 (Robinson Creek, KY)",00,Total for all sectors,2007,Reference year 2007,10,137,G,974,G,3827,G
8610000US41562,41562,"ZIP 41562 (Shelbiana, KY)",00,Total for all sectors,2007,Reference year 2007,18,147,H,S,S,3266,H
8610000US41563,41563,"ZIP 41563 (Shelby Gap, KY)",00,Total for all sectors,2007,Reference year 2007,5,40,G,116,G,626,G
8610000US41564,41564,"ZIP 41564 (Sidney, KY)",00,Total for all sectors,2007,Reference year 2007,13,f,D,D,D,D,D
8610000US41566,41566,"ZIP 41566 (Steele, KY)",00,Total for all sectors,2007,Reference year 2007,4,b,D,D,D,D,D
8610000US41567,41567,"ZIP 41567 (Stone, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41568,41568,"ZIP 41568 (Stopover, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41571,41571,"ZIP 41571 (Varney, KY)",00,Total for all sectors,2007,Reference year 2007,4,8,G,70,H,295,H
8610000US41572,41572,"ZIP 41572 (Virgie, KY)",00,Total for all sectors,2007,Reference year 2007,47,196,G,1249,G,4954,G
8610000US41601,41601,"ZIP 41601 (Allen, KY)",00,Total for all sectors,2007,Reference year 2007,51,488,G,3512,G,14629,G
8610000US41602,41602,"ZIP 41602 (Auxier, KY)",00,Total for all sectors,2007,Reference year 2007,11,56,G,466,G,1793,G
8610000US41603,41603,"ZIP 41603 (Banner, KY)",00,Total for all sectors,2007,Reference year 2007,15,168,H,1783,H,6007,G
8610000US41604,41604,"ZIP 41604 (Beaver, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,D,D,D,D,D
8610000US41605,41605,"ZIP 41605 (Betsy Layne, KY)",00,Total for all sectors,2007,Reference year 2007,28,224,G,1417,G,5594,G
8610000US41606,41606,"ZIP 41606 (Bevinsville, KY)",00,Total for all sectors,2007,Reference year 2007,9,13,G,65,G,372,G
8610000US41607,41607,"ZIP 41607 (Blue River, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41612,41612,"ZIP 41612 (Bypro, KY)",00,Total for all sectors,2007,Reference year 2007,4,15,G,69,G,300,G
8610000US41615,41615,"ZIP 41615 (Dana, KY)",00,Total for all sectors,2007,Reference year 2007,4,c,D,D,D,D,D
8610000US41616,41616,"ZIP 41616 (David, KY)",00,Total for all sectors,2007,Reference year 2007,7,69,G,693,G,2069,G
8610000US41619,41619,"ZIP 41619 (Drift, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,D,D,D,D,D
8610000US41621,41621,"ZIP 41621 (Dwale, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41622,41622,"ZIP 41622 (Eastern, KY)",00,Total for all sectors,2007,Reference year 2007,10,77,H,S,S,2777,H
8610000US41630,41630,"ZIP 41630 (Garrett, KY)",00,Total for all sectors,2007,Reference year 2007,13,31,G,94,G,418,G
8610000US41631,41631,"ZIP 41631 (Grethel, KY)",00,Total for all sectors,2007,Reference year 2007,6,36,G,504,G,1358,G
8610000US41632,41632,"ZIP 41632 (Gunlock, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41635,41635,"ZIP 41635 (Harold, KY)",00,Total for all sectors,2007,Reference year 2007,33,343,H,2144,H,9672,H
8610000US41636,41636,"ZIP 41636 (Hi Hat, KY)",00,Total for all sectors,2007,Reference year 2007,5,b,D,D,D,D,D
8610000US41640,41640,"ZIP 41640 (Hueysville, KY)",00,Total for all sectors,2007,Reference year 2007,11,c,S,1234,H,5658,H
8610000US41642,41642,"ZIP 41642 (Ivel, KY)",00,Total for all sectors,2007,Reference year 2007,26,318,G,2356,G,9858,G
8610000US41643,41643,"ZIP 41643 (Lackey, KY)",00,Total for all sectors,2007,Reference year 2007,7,81,G,437,G,2086,G
8610000US41645,41645,"ZIP 41645 (Langley, KY)",00,Total for all sectors,2007,Reference year 2007,13,89,G,655,G,2493,G
8610000US41647,41647,"ZIP 41647 (Mc Dowell, KY)",00,Total for all sectors,2007,Reference year 2007,40,614,G,5167,G,26492,G
8610000US41649,41649,"ZIP 41649 (Martin, KY)",00,Total for all sectors,2007,Reference year 2007,82,1008,G,6929,G,27417,G
8610000US41650,41650,"ZIP 41650 (Melvin, KY)",00,Total for all sectors,2007,Reference year 2007,5,a,D,D,D,D,D
8610000US41651,41651,"ZIP 41651 (Minnie, KY)",00,Total for all sectors,2007,Reference year 2007,13,b,D,D,D,D,D
8610000US41653,41653,"ZIP 41653 (Prestonsburg, KY)",00,Total for all sectors,2007,Reference year 2007,417,5013,G,36940,G,150462,G
8610000US41655,41655,"ZIP 41655 (Printer, KY)",00,Total for all sectors,2007,Reference year 2007,5,b,D,D,D,D,D
8610000US41659,41659,"ZIP 41659 (Stanville, KY)",00,Total for all sectors,2007,Reference year 2007,20,209,G,1554,G,6452,G
8610000US41660,41660,"ZIP 41660 (Teaberry, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41663,41663,"ZIP 41663 (Tram, KY)",00,Total for all sectors,2007,Reference year 2007,1,b,D,D,D,D,D
8610000US41666,41666,"ZIP 41666 (Wayland, KY)",00,Total for all sectors,2007,Reference year 2007,5,14,G,69,G,318,G
8610000US41667,41667,"ZIP 41667 (Weeksbury, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41669,41669,"ZIP 41669 (Wheelwright, KY)",00,Total for all sectors,2007,Reference year 2007,6,c,D,D,D,D,D
8610000US41701,41701,"ZIP 41701 (Hazard, KY)",00,Total for all sectors,2007,Reference year 2007,504,7518,G,62829,G,255963,G
8610000US41702,41702,"ZIP 41702 (Hazard, KY)",00,Total for all sectors,2007,Reference year 2007,63,908,G,6846,G,29082,G
8610000US41712,41712,"ZIP 41712 (Ary, KY)",00,Total for all sectors,2007,Reference year 2007,7,21,G,200,G,575,G
8610000US41713,41713,"ZIP 41713 (Avawam, KY)",00,Total for all sectors,2007,Reference year 2007,3,21,G,120,G,545,G
8610000US41714,41714,"ZIP 41714 (Bear Branch, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41719,41719,"ZIP 41719 (Bonnyman, KY)",00,Total for all sectors,2007,Reference year 2007,15,100,G,559,G,2566,G
8610000US41721,41721,"ZIP 41721 (Buckhorn, KY)",00,Total for all sectors,2007,Reference year 2007,7,c,S,820,H,3193,H
8610000US41722,41722,"ZIP 41722 (Bulan, KY)",00,Total for all sectors,2007,Reference year 2007,13,311,G,5255,G,13814,G
8610000US41723,41723,"ZIP 41723 (Busy, KY)",00,Total for all sectors,2007,Reference year 2007,4,a,S,31,G,143,G
8610000US41725,41725,"ZIP 41725 (Carrie, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US41727,41727,"ZIP 41727 (Chavies, KY)",00,Total for all sectors,2007,Reference year 2007,14,678,G,6432,G,27122,H
8610000US41729,41729,"ZIP 41729 (Combs, KY)",00,Total for all sectors,2007,Reference year 2007,10,41,H,245,G,1005,G
8610000US41731,41731,"ZIP 41731 (Cornettsville, KY)",00,Total for all sectors,2007,Reference year 2007,13,100,H,680,H,2889,H
8610000US41739,41739,"ZIP 41739 (Dwarf, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41740,41740,"ZIP 41740 (Emmalena, KY)",00,Total for all sectors,2007,Reference year 2007,6,49,G,359,G,1498,G
8610000US41743,41743,"ZIP 41743 (Fisty, KY)",00,Total for all sectors,2007,Reference year 2007,3,9,G,29,G,136,G
8610000US41745,41745,"ZIP 41745 (Gays Creek, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41746,41746,"ZIP 41746 (Happy, KY)",00,Total for all sectors,2007,Reference year 2007,5,b,S,S,S,266,H
8610000US41749,41749,"ZIP 41749 (Hyden, KY)",00,Total for all sectors,2007,Reference year 2007,74,928,G,5560,G,23800,G
8610000US41751,41751,"ZIP 41751 (Jeff, KY)",00,Total for all sectors,2007,Reference year 2007,13,c,D,D,D,D,D
8610000US41754,41754,"ZIP 41754 (Krypton, KY)",00,Total for all sectors,2007,Reference year 2007,3,46,G,160,G,808,G
8610000US41759,41759,"ZIP 41759 (Sassafras, KY)",00,Total for all sectors,2007,Reference year 2007,4,c,D,D,D,D,D
8610000US41760,41760,"ZIP 41760 (Scuddy, KY)",00,Total for all sectors,2007,Reference year 2007,3,23,G,156,G,700,G
8610000US41762,41762,"ZIP 41762 (Sizerock, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41763,41763,"ZIP 41763 (Slemp, KY)",00,Total for all sectors,2007,Reference year 2007,6,b,S,177,H,750,G
8610000US41764,41764,"ZIP 41764 (Smilax, KY)",00,Total for all sectors,2007,Reference year 2007,3,7,G,22,G,119,G
8610000US41766,41766,"ZIP 41766 (Thousandsticks, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41772,41772,"ZIP 41772 (Vest, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41773,41773,"ZIP 41773 (Vicco, KY)",00,Total for all sectors,2007,Reference year 2007,10,b,S,169,H,732,H
8610000US41774,41774,"ZIP 41774 (Viper, KY)",00,Total for all sectors,2007,Reference year 2007,19,79,G,377,G,1608,G
8610000US41776,41776,"ZIP 41776 (Wooton, KY)",00,Total for all sectors,2007,Reference year 2007,10,33,G,317,H,2023,H
8610000US41777,41777,"ZIP 41777 (Yeaddiss, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41804,41804,"ZIP 41804 (Blackey, KY)",00,Total for all sectors,2007,Reference year 2007,4,b,D,D,D,D,D
8610000US41810,41810,"ZIP 41810 (Cromona, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41812,41812,"ZIP 41812 (Deane, KY)",00,Total for all sectors,2007,Reference year 2007,7,c,D,D,D,D,D
8610000US41815,41815,"ZIP 41815 (Ermine, KY)",00,Total for all sectors,2007,Reference year 2007,8,64,G,499,G,1930,G
8610000US41817,41817,"ZIP 41817 (Garner, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US41819,41819,"ZIP 41819 (Gordon, KY)",00,Total for all sectors,2007,Reference year 2007,3,25,G,241,G,965,G
8610000US41821,41821,"ZIP 41821 (Hallie, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41822,41822,"ZIP 41822 (Hindman, KY)",00,Total for all sectors,2007,Reference year 2007,85,771,G,4969,G,20249,G
8610000US41824,41824,"ZIP 41824 (Isom, KY)",00,Total for all sectors,2007,Reference year 2007,27,333,H,2277,H,9933,H
8610000US41826,41826,"ZIP 41826 (Jeremiah, KY)",00,Total for all sectors,2007,Reference year 2007,10,124,G,975,G,3956,G
8610000US41828,41828,"ZIP 41828 (Kite, KY)",00,Total for all sectors,2007,Reference year 2007,16,58,G,418,G,1765,G
8610000US41831,41831,"ZIP 41831 (Leburn, KY)",00,Total for all sectors,2007,Reference year 2007,11,e,D,D,D,D,D
8610000US41833,41833,"ZIP 41833 (Linefork, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41834,41834,"ZIP 41834 (Littcarr, KY)",00,Total for all sectors,2007,Reference year 2007,7,60,H,433,H,1868,H
8610000US41835,41835,"ZIP 41835 (Mc Roberts, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41836,41836,"ZIP 41836 (Mallie, KY)",00,Total for all sectors,2007,Reference year 2007,3,37,G,389,G,1531,G
8610000US41837,41837,"ZIP 41837 (Mayking, KY)",00,Total for all sectors,2007,Reference year 2007,13,85,H,722,H,2788,G
8610000US41838,41838,"ZIP 41838 (Millstone, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,S,66,H,368,H
8610000US41839,41839,"ZIP 41839 (Mousie, KY)",00,Total for all sectors,2007,Reference year 2007,9,398,H,S,S,20862,H
8610000US41840,41840,"ZIP 41840 (Neon, KY)",00,Total for all sectors,2007,Reference year 2007,22,159,G,1071,H,4350,H
8610000US41843,41843,"ZIP 41843 (Pine Top, KY)",00,Total for all sectors,2007,Reference year 2007,7,33,G,350,G,1427,G
8610000US41844,41844,"ZIP 41844 (Pippa Passes, KY)",00,Total for all sectors,2007,Reference year 2007,8,273,G,1627,G,6780,G
8610000US41845,41845,"ZIP 41845 (Premium, KY)",00,Total for all sectors,2007,Reference year 2007,3,6,G,36,G,152,G
8610000US41847,41847,"ZIP 41847 (Redfox, KY)",00,Total for all sectors,2007,Reference year 2007,8,b,S,S,S,1114,H
8610000US41848,41848,"ZIP 41848 (Roxana, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
