GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US40003,40003,"ZIP 40003 (Bagdad, KY)",00,Total for all sectors,2015,18,197,1188,4730
8610000US40004,40004,"ZIP 40004 (Bardstown, KY)",00,Total for all sectors,2015,757,13596,113716,512908
8610000US40006,40006,"ZIP 40006 (Bedford, KY)",00,Total for all sectors,2015,44,413,6234,24006
8610000US40007,40007,"ZIP 40007 (Bethlehem, KY)",00,Total for all sectors,2015,2,a,D,D
8610000US40008,40008,"ZIP 40008 (Bloomfield, KY)",00,Total for all sectors,2015,44,205,1274,5565
8610000US40009,40009,"ZIP 40009 (Bradfordsville, KY)",00,Total for all sectors,2015,7,26,112,549
8610000US40010,40010,"ZIP 40010 (Buckner, KY)",00,Total for all sectors,2015,49,1422,14208,61682
8610000US40011,40011,"ZIP 40011 (Campbellsburg, KY)",00,Total for all sectors,2015,26,196,1486,6240
8610000US40012,40012,"ZIP 40012 (Chaplin, KY)",00,Total for all sectors,2015,7,34,209,948
8610000US40013,40013,"ZIP 40013 (Coxs Creek, KY)",00,Total for all sectors,2015,58,296,2025,11347
8610000US40014,40014,"ZIP 40014 (Crestwood, KY)",00,Total for all sectors,2015,424,2502,17794,77055
8610000US40018,40018,"ZIP 40018 (Eastwood, KY)",00,Total for all sectors,2015,4,b,D,D
8610000US40019,40019,"ZIP 40019 (Eminence, KY)",00,Total for all sectors,2015,65,924,7221,31098
8610000US40020,40020,"ZIP 40020 (Fairfield, KY)",00,Total for all sectors,2015,2,a,D,D
8610000US40022,40022,"ZIP 40022 (Finchville, KY)",00,Total for all sectors,2015,17,85,523,2642
8610000US40023,40023,"ZIP 40023 (Fisherville, KY)",00,Total for all sectors,2015,76,264,1907,8563
8610000US40025,40025,"ZIP 40025 (Glenview, KY)",00,Total for all sectors,2015,4,16,189,711
8610000US40026,40026,"ZIP 40026 (Goshen, KY)",00,Total for all sectors,2015,86,389,3244,15512
8610000US40027,40027,"ZIP 40027 (Harrods Creek, KY)",00,Total for all sectors,2015,11,71,390,1564
8610000US40031,40031,"ZIP 40031 (La Grange, KY)",00,Total for all sectors,2015,425,6089,54904,244791
8610000US40032,40032,"ZIP 40032 (La Grange, KY)",00,Total for all sectors,2015,2,b,D,D
8610000US40033,40033,"ZIP 40033 (Lebanon, KY)",00,Total for all sectors,2015,318,7231,60288,255925
8610000US40036,40036,"ZIP 40036 (Lockport, KY)",00,Total for all sectors,2015,1,b,D,D
8610000US40037,40037,"ZIP 40037 (Loretto, KY)",00,Total for all sectors,2015,25,227,2645,11502
8610000US40040,40040,"ZIP 40040 (Mackville, KY)",00,Total for all sectors,2015,7,14,73,325
8610000US40041,40041,"ZIP 40041 (Masonic Home, KY)",00,Total for all sectors,2015,4,e,D,D
8610000US40045,40045,"ZIP 40045 (Milton, KY)",00,Total for all sectors,2015,32,196,986,4696
8610000US40046,40046,"ZIP 40046 (Mount Eden, KY)",00,Total for all sectors,2015,9,28,130,690
8610000US40047,40047,"ZIP 40047 (Mount Washington, KY)",00,Total for all sectors,2015,264,2124,13058,56704
8610000US40048,40048,"ZIP 40048 (Nazareth, KY)",00,Total for all sectors,2015,4,c,D,D
8610000US40049,40049,"ZIP 40049 (Nerinx, KY)",00,Total for all sectors,2015,1,c,D,D
8610000US40050,40050,"ZIP 40050 (New Castle, KY)",00,Total for all sectors,2015,37,517,2254,9581
8610000US40051,40051,"ZIP 40051 (New Haven, KY)",00,Total for all sectors,2015,64,309,1881,9535
8610000US40052,40052,"ZIP 40052 (New Hope, KY)",00,Total for all sectors,2015,5,36,157,618
8610000US40055,40055,"ZIP 40055 (Pendleton, KY)",00,Total for all sectors,2015,26,191,753,3493
8610000US40056,40056,"ZIP 40056 (Pewee Valley, KY)",00,Total for all sectors,2015,52,631,3490,15810
8610000US40057,40057,"ZIP 40057 (Pleasureville, KY)",00,Total for all sectors,2015,20,59,388,1645
8610000US40058,40058,"ZIP 40058 (Port Royal, KY)",00,Total for all sectors,2015,3,6,16,62
8610000US40059,40059,"ZIP 40059 (Prospect, KY)",00,Total for all sectors,2015,418,2957,23185,121451
8610000US40060,40060,"ZIP 40060 (Raywick, KY)",00,Total for all sectors,2015,7,46,81,310
8610000US40061,40061,"ZIP 40061 (Saint Catharine, KY)",00,Total for all sectors,2015,2,e,D,D
8610000US40062,40062,"ZIP 40062 (Saint Francis, KY)",00,Total for all sectors,2015,2,a,D,D
8610000US40063,40063,"ZIP 40063 (Saint Mary, KY)",00,Total for all sectors,2015,1,a,D,D
8610000US40065,40065,"ZIP 40065 (Shelbyville, KY)",00,Total for all sectors,2015,627,13469,100980,434187
8610000US40066,40066,"ZIP 40066 (Shelbyville, KY)",00,Total for all sectors,2015,21,132,1210,4795
8610000US40067,40067,"ZIP 40067 (Simpsonville, KY)",00,Total for all sectors,2015,200,2892,20442,91487
8610000US40068,40068,"ZIP 40068 (Smithfield, KY)",00,Total for all sectors,2015,32,193,1573,6552
8610000US40069,40069,"ZIP 40069 (Springfield, KY)",00,Total for all sectors,2015,218,2360,20715,86938
8610000US40070,40070,"ZIP 40070 (Sulphur, KY)",00,Total for all sectors,2015,6,48,344,1729
8610000US40071,40071,"ZIP 40071 (Taylorsville, KY)",00,Total for all sectors,2015,176,1018,6246,28374
8610000US40075,40075,"ZIP 40075 (Turners Station, KY)",00,Total for all sectors,2015,5,6,70,375
8610000US40076,40076,"ZIP 40076 (Waddy, KY)",00,Total for all sectors,2015,32,617,5452,27896
8610000US40077,40077,"ZIP 40077 (Westport, KY)",00,Total for all sectors,2015,10,27,118,514
