GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
8610000US40027,40027,"ZIP 40027 (Harrods Creek, KY)",00,Total for all sectors,2009,10,b,D,D,D,D,D
8610000US40031,40031,"ZIP 40031 (La Grange, KY)",00,Total for all sectors,2009,446,5411,H,42101,G,169602,G
8610000US40032,40032,"ZIP 40032 (La Grange, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40033,40033,"ZIP 40033 (Lebanon, KY)",00,Total for all sectors,2009,304,5720,H,37942,G,163940,G
8610000US40036,40036,"ZIP 40036 (Lockport, KY)",00,Total for all sectors,2009,2,b,D,D,D,D,D
8610000US40037,40037,"ZIP 40037 (Loretto, KY)",00,Total for all sectors,2009,26,c,D,D,D,D,D
8610000US40040,40040,"ZIP 40040 (Mackville, KY)",00,Total for all sectors,2009,9,14,G,80,G,345,G
8610000US40041,40041,"ZIP 40041 (Masonic Home, KY)",00,Total for all sectors,2009,3,e,D,D,D,D,D
8610000US40045,40045,"ZIP 40045 (Milton, KY)",00,Total for all sectors,2009,28,131,H,855,G,3692,G
8610000US40046,40046,"ZIP 40046 (Mount Eden, KY)",00,Total for all sectors,2009,16,38,H,157,G,688,G
8610000US40047,40047,"ZIP 40047 (Mount Washington, KY)",00,Total for all sectors,2009,240,1754,G,9512,G,41424,G
8610000US40048,40048,"ZIP 40048 (Nazareth, KY)",00,Total for all sectors,2009,4,c,D,D,D,D,D
8610000US40049,40049,"ZIP 40049 (Nerinx, KY)",00,Total for all sectors,2009,1,c,D,D,D,D,D
8610000US40050,40050,"ZIP 40050 (New Castle, KY)",00,Total for all sectors,2009,35,221,G,1184,G,5149,G
8610000US40051,40051,"ZIP 40051 (New Haven, KY)",00,Total for all sectors,2009,63,260,G,1300,G,5654,G
8610000US40052,40052,"ZIP 40052 (New Hope, KY)",00,Total for all sectors,2009,7,b,D,D,D,D,D
8610000US40055,40055,"ZIP 40055 (Pendleton, KY)",00,Total for all sectors,2009,28,205,G,944,G,4033,G
8610000US40056,40056,"ZIP 40056 (Pewee Valley, KY)",00,Total for all sectors,2009,52,443,G,2935,G,12576,G
8610000US40057,40057,"ZIP 40057 (Pleasureville, KY)",00,Total for all sectors,2009,19,b,S,S,S,1487,H
8610000US40058,40058,"ZIP 40058 (Port Royal, KY)",00,Total for all sectors,2009,5,a,S,60,G,246,H
8610000US40059,40059,"ZIP 40059 (Prospect, KY)",00,Total for all sectors,2009,365,2051,G,13179,G,56993,G
8610000US40060,40060,"ZIP 40060 (Raywick, KY)",00,Total for all sectors,2009,7,29,G,44,G,179,G
8610000US40061,40061,"ZIP 40061 (Saint Catharine, KY)",00,Total for all sectors,2009,5,e,D,D,D,D,D
8610000US40062,40062,"ZIP 40062 (Saint Francis, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40063,40063,"ZIP 40063 (Saint Mary, KY)",00,Total for all sectors,2009,2,c,D,D,D,D,D
8610000US40065,40065,"ZIP 40065 (Shelbyville, KY)",00,Total for all sectors,2009,641,9992,G,73080,G,301793,G
8610000US40066,40066,"ZIP 40066 (Shelbyville, KY)",00,Total for all sectors,2009,22,95,G,752,G,3210,G
8610000US40067,40067,"ZIP 40067 (Simpsonville, KY)",00,Total for all sectors,2009,127,1182,G,8919,G,34654,G
8610000US40068,40068,"ZIP 40068 (Smithfield, KY)",00,Total for all sectors,2009,26,274,G,2100,G,8944,G
8610000US40069,40069,"ZIP 40069 (Springfield, KY)",00,Total for all sectors,2009,214,2222,G,14215,G,63947,G
8610000US40070,40070,"ZIP 40070 (Sulphur, KY)",00,Total for all sectors,2009,7,55,G,459,G,1979,G
8610000US40071,40071,"ZIP 40071 (Taylorsville, KY)",00,Total for all sectors,2009,174,1050,G,5423,G,23615,G
8610000US40075,40075,"ZIP 40075 (Turners Station, KY)",00,Total for all sectors,2009,7,a,S,56,H,363,G
8610000US40076,40076,"ZIP 40076 (Waddy, KY)",00,Total for all sectors,2009,28,203,H,925,H,3828,H
8610000US40077,40077,"ZIP 40077 (Westport, KY)",00,Total for all sectors,2009,8,b,S,108,G,514,G
8610000US40078,40078,"ZIP 40078 (Willisburg, KY)",00,Total for all sectors,2009,18,39,G,138,G,639,G
8610000US40104,40104,"ZIP 40104 (Battletown, KY)",00,Total for all sectors,2009,5,86,H,699,G,3356,G
8610000US40107,40107,"ZIP 40107 (Boston, KY)",00,Total for all sectors,2009,22,c,D,D,D,D,D
8610000US40108,40108,"ZIP 40108 (Brandenburg, KY)",00,Total for all sectors,2009,215,2208,G,13914,G,57416,G
8610000US40109,40109,"ZIP 40109 (Brooks, KY)",00,Total for all sectors,2009,74,1494,G,10560,G,45015,G
8610000US40110,40110,"ZIP 40110 (Clermont, KY)",00,Total for all sectors,2009,5,e,D,D,D,D,D
8610000US40111,40111,"ZIP 40111 (Cloverport, KY)",00,Total for all sectors,2009,19,c,S,557,H,2434,H
8610000US40115,40115,"ZIP 40115 (Custer, KY)",00,Total for all sectors,2009,3,18,G,85,G,361,G
8610000US40117,40117,"ZIP 40117 (Ekron, KY)",00,Total for all sectors,2009,17,c,S,393,G,1844,H
8610000US40118,40118,"ZIP 40118 (Fairdale, KY)",00,Total for all sectors,2009,87,801,G,5285,G,21806,G
8610000US40119,40119,"ZIP 40119 (Falls of Rough, KY)",00,Total for all sectors,2009,17,91,H,417,H,1723,H
8610000US40121,40121,"ZIP 40121 (Fort Knox, KY)",00,Total for all sectors,2009,76,1864,G,23738,G,94666,G
8610000US40129,40129,"ZIP 40129 (Hillview, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40140,40140,"ZIP 40140 (Garfield, KY)",00,Total for all sectors,2009,4,a,D,D,D,D,D
8610000US40142,40142,"ZIP 40142 (Guston, KY)",00,Total for all sectors,2009,8,18,G,109,G,407,G
8610000US40143,40143,"ZIP 40143 (Hardinsburg, KY)",00,Total for all sectors,2009,153,1528,G,8954,G,38608,G
8610000US40144,40144,"ZIP 40144 (Harned, KY)",00,Total for all sectors,2009,18,56,G,266,G,960,G
8610000US40145,40145,"ZIP 40145 (Hudson, KY)",00,Total for all sectors,2009,6,25,G,133,H,747,H
8610000US40146,40146,"ZIP 40146 (Irvington, KY)",00,Total for all sectors,2009,48,304,G,1804,G,7845,G
8610000US40150,40150,"ZIP 40150 (Lebanon Junction, KY)",00,Total for all sectors,2009,48,1188,G,8853,G,33677,G
8610000US40152,40152,"ZIP 40152 (Mc Daniels, KY)",00,Total for all sectors,2009,13,48,G,243,G,1172,G
8610000US40153,40153,"ZIP 40153 (Mc Quady, KY)",00,Total for all sectors,2009,2,b,D,D,D,D,D
8610000US40155,40155,"ZIP 40155 (Muldraugh, KY)",00,Total for all sectors,2009,25,436,H,4166,H,16987,H
8610000US40157,40157,"ZIP 40157 (Payneville, KY)",00,Total for all sectors,2009,7,b,S,108,G,494,G
8610000US40159,40159,"ZIP 40159 (Radcliff, KY)",00,Total for all sectors,2009,8,f,D,D,D,D,D
8610000US40160,40160,"ZIP 40160 (Radcliff, KY)",00,Total for all sectors,2009,385,5511,G,25258,G,107076,G
8610000US40161,40161,"ZIP 40161 (Rhodelia, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40162,40162,"ZIP 40162 (Rineyville, KY)",00,Total for all sectors,2009,49,166,G,661,G,2965,G
8610000US40165,40165,"ZIP 40165 (Shepherdsville, KY)",00,Total for all sectors,2009,528,7061,G,47955,G,202084,G
8610000US40171,40171,"ZIP 40171 (Union Star, KY)",00,Total for all sectors,2009,2,c,D,D,D,D,D
8610000US40175,40175,"ZIP 40175 (Vine Grove, KY)",00,Total for all sectors,2009,92,648,H,3078,H,15867,H
8610000US40176,40176,"ZIP 40176 (Webster, KY)",00,Total for all sectors,2009,7,b,S,238,H,1075,H
8610000US40177,40177,"ZIP 40177 (West Point, KY)",00,Total for all sectors,2009,17,b,S,257,H,1414,H
8610000US40178,40178,"ZIP 40178 (Westview, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40201,40201,"ZIP 40201 (Louisville, KY)",00,Total for all sectors,2009,32,695,G,9225,G,36397,G
8610000US40202,40202,"ZIP 40202 (Louisville, KY)",00,Total for all sectors,2009,1613,53581,G,747801,G,2843742,G
8610000US40203,40203,"ZIP 40203 (Louisville, KY)",00,Total for all sectors,2009,545,12777,G,99830,G,413129,G
8610000US40204,40204,"ZIP 40204 (Louisville, KY)",00,Total for all sectors,2009,533,7133,G,55142,G,225822,G
8610000US40205,40205,"ZIP 40205 (Louisville, KY)",00,Total for all sectors,2009,649,11049,G,95875,G,406935,G
8610000US40206,40206,"ZIP 40206 (Louisville, KY)",00,Total for all sectors,2009,606,10879,H,99710,H,406893,H
8610000US40207,40207,"ZIP 40207 (Louisville, KY)",00,Total for all sectors,2009,1592,24654,G,203351,G,898159,G
8610000US40208,40208,"ZIP 40208 (Louisville, KY)",00,Total for all sectors,2009,298,7109,H,77905,H,287746,H
8610000US40209,40209,"ZIP 40209 (Louisville, KY)",00,Total for all sectors,2009,214,7019,G,60622,G,250173,G
8610000US40210,40210,"ZIP 40210 (Louisville, KY)",00,Total for all sectors,2009,179,5548,G,66861,G,292644,G
8610000US40211,40211,"ZIP 40211 (Louisville, KY)",00,Total for all sectors,2009,281,5186,G,52759,G,185911,G
8610000US40212,40212,"ZIP 40212 (Louisville, KY)",00,Total for all sectors,2009,131,1661,G,9625,G,39512,G
8610000US40213,40213,"ZIP 40213 (Louisville, KY)",00,Total for all sectors,2009,781,30640,H,406620,H,1606798,H
8610000US40214,40214,"ZIP 40214 (Louisville, KY)",00,Total for all sectors,2009,661,11497,G,99006,G,404182,G
8610000US40215,40215,"ZIP 40215 (Louisville, KY)",00,Total for all sectors,2009,204,3238,G,31315,G,130763,G
8610000US40216,40216,"ZIP 40216 (Louisville, KY)",00,Total for all sectors,2009,667,11163,G,87442,G,352562,G
8610000US40217,40217,"ZIP 40217 (Louisville, KY)",00,Total for all sectors,2009,289,5973,G,45685,G,201361,G
8610000US40218,40218,"ZIP 40218 (Louisville, KY)",00,Total for all sectors,2009,977,19356,G,158006,G,669149,G
8610000US40219,40219,"ZIP 40219 (Louisville, KY)",00,Total for all sectors,2009,838,16040,G,109889,G,480815,G
8610000US40220,40220,"ZIP 40220 (Louisville, KY)",00,Total for all sectors,2009,606,10170,G,75894,G,309034,G
8610000US40221,40221,"ZIP 40221 (Louisville, KY)",00,Total for all sectors,2009,16,153,G,751,G,3451,G
8610000US40222,40222,"ZIP 40222 (Louisville, KY)",00,Total for all sectors,2009,1103,19117,G,188295,G,758259,G
8610000US40223,40223,"ZIP 40223 (Louisville, KY)",00,Total for all sectors,2009,1052,24732,G,326323,G,1251140,G
8610000US40224,40224,"ZIP 40224 (Louisville, KY)",00,Total for all sectors,2009,6,203,G,2117,G,8689,G
8610000US40225,40225,"ZIP 40225 (Louisville, KY)",00,Total for all sectors,2009,8,g,D,D,D,D,D
8610000US40228,40228,"ZIP 40228 (Louisville, KY)",00,Total for all sectors,2009,280,3216,G,24194,G,97034,G
8610000US40229,40229,"ZIP 40229 (Louisville, KY)",00,Total for all sectors,2009,362,9620,G,82271,G,318672,G
8610000US40231,40231,"ZIP 40231 (Louisville, KY)",00,Total for all sectors,2009,2,b,D,D,D,D,D
8610000US40232,40232,"ZIP 40232 (Louisville, KY)",00,Total for all sectors,2009,28,981,G,20032,G,64136,G
8610000US40233,40233,"ZIP 40233 (Louisville, KY)",00,Total for all sectors,2009,9,128,G,1199,G,5193,G
8610000US40241,40241,"ZIP 40241 (Louisville, KY)",00,Total for all sectors,2009,597,9174,G,58775,G,253123,G
8610000US40242,40242,"ZIP 40242 (Louisville, KY)",00,Total for all sectors,2009,113,915,G,4682,G,19409,G
8610000US40243,40243,"ZIP 40243 (Louisville, KY)",00,Total for all sectors,2009,545,6668,G,48904,G,202122,G
8610000US40245,40245,"ZIP 40245 (Louisville, KY)",00,Total for all sectors,2009,456,4450,G,33727,G,144580,G
8610000US40250,40250,"ZIP 40250 (Louisville, KY)",00,Total for all sectors,2009,10,b,S,120,G,533,G
8610000US40251,40251,"ZIP 40251 (Louisville, KY)",00,Total for all sectors,2009,4,23,G,146,G,602,G
8610000US40252,40252,"ZIP 40252 (Louisville, KY)",00,Total for all sectors,2009,12,51,G,396,G,1816,G
8610000US40253,40253,"ZIP 40253 (Louisville, KY)",00,Total for all sectors,2009,14,126,H,1102,G,4423,G
8610000US40255,40255,"ZIP 40255 (Louisville, KY)",00,Total for all sectors,2009,3,a,D,D,D,D,D
8610000US40256,40256,"ZIP 40256 (Louisville, KY)",00,Total for all sectors,2009,8,c,D,D,D,D,D
8610000US40257,40257,"ZIP 40257 (Louisville, KY)",00,Total for all sectors,2009,7,b,S,267,G,1496,G
8610000US40258,40258,"ZIP 40258 (Louisville, KY)",00,Total for all sectors,2009,411,8441,G,63509,G,256105,G
8610000US40259,40259,"ZIP 40259 (Louisville, KY)",00,Total for all sectors,2009,9,49,H,364,H,1512,H
8610000US40261,40261,"ZIP 40261 (Louisville, KY)",00,Total for all sectors,2009,4,c,D,D,D,D,D
8610000US40266,40266,"ZIP 40266 (Louisville, KY)",00,Total for all sectors,2009,1,c,D,D,D,D,D
8610000US40268,40268,"ZIP 40268 (Louisville, KY)",00,Total for all sectors,2009,4,a,D,D,D,D,D
8610000US40269,40269,"ZIP 40269 (Louisville, KY)",00,Total for all sectors,2009,20,275,G,1057,G,5327,G
8610000US40270,40270,"ZIP 40270 (Louisville, KY)",00,Total for all sectors,2009,4,48,H,291,H,1193,G
8610000US40272,40272,"ZIP 40272 (Louisville, KY)",00,Total for all sectors,2009,402,4511,G,29980,G,120802,G
8610000US40280,40280,"ZIP 40280 (Louisville, KY)",00,Total for all sectors,2009,7,f,D,D,D,D,D
8610000US40281,40281,"ZIP 40281 (Louisville, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40289,40289,"ZIP 40289 (Louisville, KY)",00,Total for all sectors,2009,2,b,D,D,D,D,D
8610000US40291,40291,"ZIP 40291 (Louisville, KY)",00,Total for all sectors,2009,476,4486,G,20076,G,84944,G
8610000US40292,40292,"ZIP 40292 (Louisville, KY)",00,Total for all sectors,2009,14,e,S,S,S,9764,H
8610000US40294,40294,"ZIP 40294 (Louisville, KY)",00,Total for all sectors,2009,1,b,D,D,D,D,D
8610000US40295,40295,"ZIP 40295 (Louisville, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40297,40297,"ZIP 40297 (Louisville, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40298,40298,"ZIP 40298 (Louisville, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40299,40299,"ZIP 40299 (Louisville, KY)",00,Total for all sectors,2009,1497,29384,G,289508,G,1149088,G
8610000US40310,40310,"ZIP 40310 (Burgin, KY)",00,Total for all sectors,2009,21,209,G,3833,G,14568,G
8610000US40311,40311,"ZIP 40311 (Carlisle, KY)",00,Total for all sectors,2009,75,533,G,2911,G,12097,G
8610000US40312,40312,"ZIP 40312 (Clay City, KY)",00,Total for all sectors,2009,53,438,G,2239,G,9329,G
8610000US40313,40313,"ZIP 40313 (Clearfield, KY)",00,Total for all sectors,2009,15,70,G,196,H,806,G
8610000US40317,40317,"ZIP 40317 (Elliottville, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40319,40319,"ZIP 40319 (Farmers, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40322,40322,"ZIP 40322 (Frenchburg, KY)",00,Total for all sectors,2009,42,359,H,1842,H,8543,G
8610000US40324,40324,"ZIP 40324 (Georgetown, KY)",00,Total for all sectors,2009,794,19630,G,181966,H,798285,H
8610000US40328,40328,"ZIP 40328 (Gravel Switch, KY)",00,Total for all sectors,2009,9,23,H,97,H,420,G
8610000US40330,40330,"ZIP 40330 (Harrodsburg, KY)",00,Total for all sectors,2009,330,4863,G,45232,G,178583,G
8610000US40334,40334,"ZIP 40334 (Hope, KY)",00,Total for all sectors,2009,1,b,D,D,D,D,D
8610000US40336,40336,"ZIP 40336 (Irvine, KY)",00,Total for all sectors,2009,171,1628,H,8605,H,35412,H
8610000US40337,40337,"ZIP 40337 (Jeffersonville, KY)",00,Total for all sectors,2009,29,262,H,1583,H,6094,H
8610000US40339,40339,"ZIP 40339 (Keene, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40340,40340,"ZIP 40340 (Nicholasville, KY)",00,Total for all sectors,2009,13,93,G,637,G,2677,G
8610000US40342,40342,"ZIP 40342 (Lawrenceburg, KY)",00,Total for all sectors,2009,322,3194,G,21214,G,88866,G
8610000US40346,40346,"ZIP 40346 (Means, KY)",00,Total for all sectors,2009,7,c,D,D,D,D,D
8610000US40347,40347,"ZIP 40347 (Midway, KY)",00,Total for all sectors,2009,53,606,H,4150,G,15906,H
8610000US40348,40348,"ZIP 40348 (Millersburg, KY)",00,Total for all sectors,2009,8,e,D,D,D,D,D
8610000US40350,40350,"ZIP 40350 (Moorefield, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40351,40351,"ZIP 40351 (Morehead, KY)",00,Total for all sectors,2009,424,7060,H,45058,H,183779,H
8610000US40353,40353,"ZIP 40353 (Mount Sterling, KY)",00,Total for all sectors,2009,492,8271,G,57802,G,241661,G
8610000US40355,40355,"ZIP 40355 (New Liberty, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40356,40356,"ZIP 40356 (Nicholasville, KY)",00,Total for all sectors,2009,911,11637,G,93780,G,389827,G
8610000US40357,40357,"ZIP 40357 (North Middletown, KY)",00,Total for all sectors,2009,7,38,G,164,G,665,G
8610000US40358,40358,"ZIP 40358 (Olympia, KY)",00,Total for all sectors,2009,8,85,G,555,G,4535,G
8610000US40359,40359,"ZIP 40359 (Owenton, KY)",00,Total for all sectors,2009,110,1198,G,10710,H,42555,H
8610000US40360,40360,"ZIP 40360 (Owingsville, KY)",00,Total for all sectors,2009,82,836,G,4721,G,18187,G
8610000US40361,40361,"ZIP 40361 (Paris, KY)",00,Total for all sectors,2009,332,5429,G,44340,G,188327,G
8610000US40362,40362,"ZIP 40362 (Paris, KY)",00,Total for all sectors,2009,21,77,G,427,G,1889,G
8610000US40363,40363,"ZIP 40363 (Perry Park, KY)",00,Total for all sectors,2009,5,30,G,116,G,847,G
8610000US40366,40366,"ZIP 40366 (Preston, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40370,40370,"ZIP 40370 (Sadieville, KY)",00,Total for all sectors,2009,18,55,G,284,G,1255,H
8610000US40371,40371,"ZIP 40371 (Salt Lick, KY)",00,Total for all sectors,2009,36,143,G,804,G,3931,G
8610000US40372,40372,"ZIP 40372 (Salvisa, KY)",00,Total for all sectors,2009,31,108,G,720,G,2668,G
8610000US40374,40374,"ZIP 40374 (Sharpsburg, KY)",00,Total for all sectors,2009,13,117,H,682,G,3775,H
8610000US40376,40376,"ZIP 40376 (Slade, KY)",00,Total for all sectors,2009,11,22,G,40,G,382,G
8610000US40379,40379,"ZIP 40379 (Stamping Ground, KY)",00,Total for all sectors,2009,29,131,G,750,G,3207,G
8610000US40380,40380,"ZIP 40380 (Stanton, KY)",00,Total for all sectors,2009,104,943,G,5732,G,24221,G
8610000US40383,40383,"ZIP 40383 (Versailles, KY)",00,Total for all sectors,2009,489,6103,G,57010,G,224694,G
8610000US40384,40384,"ZIP 40384 (Versailles, KY)",00,Total for all sectors,2009,1,b,D,D,D,D,D
8610000US40385,40385,"ZIP 40385 (Waco, KY)",00,Total for all sectors,2009,19,c,S,403,H,2180,H
8610000US40387,40387,"ZIP 40387 (Wellington, KY)",00,Total for all sectors,2009,12,b,D,D,D,D,D
8610000US40390,40390,"ZIP 40390 (Wilmore, KY)",00,Total for all sectors,2009,82,2165,H,8599,G,33868,G
8610000US40391,40391,"ZIP 40391 (Winchester, KY)",00,Total for all sectors,2009,758,11362,G,84628,G,345220,G
8610000US40392,40392,"ZIP 40392 (Winchester, KY)",00,Total for all sectors,2009,30,683,H,8366,H,34502,H
8610000US40402,40402,"ZIP 40402 (Annville, KY)",00,Total for all sectors,2009,29,406,G,2018,G,8175,G
8610000US40403,40403,"ZIP 40403 (Berea, KY)",00,Total for all sectors,2009,389,6025,G,44663,G,194481,G
8610000US40404,40404,"ZIP 40404 (Berea, KY)",00,Total for all sectors,2009,3,b,D,D,D,D,D
8610000US40405,40405,"ZIP 40405 (Bighill, KY)",00,Total for all sectors,2009,1,b,D,D,D,D,D
8610000US40409,40409,"ZIP 40409 (Brodhead, KY)",00,Total for all sectors,2009,32,281,G,1629,G,6953,G
8610000US40410,40410,"ZIP 40410 (Bryantsville, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40419,40419,"ZIP 40419 (Crab Orchard, KY)",00,Total for all sectors,2009,22,93,G,283,G,1239,G
8610000US40422,40422,"ZIP 40422 (Danville, KY)",00,Total for all sectors,2009,672,13246,H,99097,H,412160,H
8610000US40423,40423,"ZIP 40423 (Danville, KY)",00,Total for all sectors,2009,27,316,G,1484,G,6712,G
8610000US40434,40434,"ZIP 40434 (Gray Hawk, KY)",00,Total for all sectors,2009,5,36,G,120,G,463,G
8610000US40437,40437,"ZIP 40437 (Hustonville, KY)",00,Total for all sectors,2009,40,211,G,814,G,3643,G
8610000US40440,40440,"ZIP 40440 (Junction City, KY)",00,Total for all sectors,2009,20,79,G,394,G,2141,G
8610000US40442,40442,"ZIP 40442 (Kings Mountain, KY)",00,Total for all sectors,2009,4,14,G,71,G,279,G
8610000US40444,40444,"ZIP 40444 (Lancaster, KY)",00,Total for all sectors,2009,197,1223,G,7377,G,32105,G
8610000US40445,40445,"ZIP 40445 (Livingston, KY)",00,Total for all sectors,2009,2,a,D,D,D,D,D
8610000US40446,40446,"ZIP 40446 (Lancaster, KY)",00,Total for all sectors,2009,7,b,D,D,D,D,D
8610000US40447,40447,"ZIP 40447 (Mc Kee, KY)",00,Total for all sectors,2009,71,652,G,5261,G,23062,G
8610000US40448,40448,"ZIP 40448 (Mc Kinney, KY)",00,Total for all sectors,2009,4,17,G,27,G,220,G
8610000US40456,40456,"ZIP 40456 (Mount Vernon, KY)",00,Total for all sectors,2009,179,2073,H,16725,H,69602,H
8610000US40460,40460,"ZIP 40460 (Orlando, KY)",00,Total for all sectors,2009,2,b,D,D,D,D,D
8610000US40461,40461,"ZIP 40461 (Paint Lick, KY)",00,Total for all sectors,2009,27,102,G,808,G,3342,G
8610000US40464,40464,"ZIP 40464 (Parksville, KY)",00,Total for all sectors,2009,7,6,G,20,G,216,G
8610000US40468,40468,"ZIP 40468 (Perryville, KY)",00,Total for all sectors,2009,18,73,G,333,G,1211,G
8610000US40472,40472,"ZIP 40472 (Ravenna, KY)",00,Total for all sectors,2009,16,56,G,209,G,925,G
8610000US40473,40473,"ZIP 40473 (Renfro Valley, KY)",00,Total for all sectors,2009,5,b,S,188,H,1286,H
8610000US40475,40475,"ZIP 40475 (Richmond, KY)",00,Total for all sectors,2009,1129,13308,G,80457,G,341305,G
8610000US40476,40476,"ZIP 40476 (Richmond, KY)",00,Total for all sectors,2009,39,1168,H,9796,H,42523,H
8610000US40481,40481,"ZIP 40481 (Sandgap, KY)",00,Total for all sectors,2009,6,12,G,27,G,158,G
8610000US40484,40484,"ZIP 40484 (Stanford, KY)",00,Total for all sectors,2009,202,3142,G,16609,G,72013,G
8610000US40486,40486,"ZIP 40486 (Tyner, KY)",00,Total for all sectors,2009,6,69,G,423,G,1656,G
8610000US40489,40489,"ZIP 40489 (Waynesburg, KY)",00,Total for all sectors,2009,26,145,G,607,G,2361,G
8610000US40492,40492,"ZIP 40492 (Wildie, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40495,40495,"ZIP 40495 (Winston, KY)",00,Total for all sectors,2009,1,a,D,D,D,D,D
8610000US40502,40502,"ZIP 40502 (Lexington, KY)",00,Total for all sectors,2009,653,8198,G,80624,G,343042,G
8610000US40503,40503,"ZIP 40503 (Lexington, KY)",00,Total for all sectors,2009,1433,22404,G,165359,G,699027,G
8610000US40504,40504,"ZIP 40504 (Lexington, KY)",00,Total for all sectors,2009,683,14329,G,139979,G,574371,G
8610000US40505,40505,"ZIP 40505 (Lexington, KY)",00,Total for all sectors,2009,802,15707,H,193193,H,750951,H
8610000US40506,40506,"ZIP 40506 (Lexington, KY)",00,Total for all sectors,2009,20,133,G,612,G,2650,G
8610000US40507,40507,"ZIP 40507 (Lexington, KY)",00,Total for all sectors,2009,631,8637,G,95329,G,376713,G
8610000US40508,40508,"ZIP 40508 (Lexington, KY)",00,Total for all sectors,2009,508,12414,G,130198,G,532942,G
8610000US40509,40509,"ZIP 40509 (Lexington, KY)",00,Total for all sectors,2009,1202,21328,G,172430,G,745292,G
8610000US40510,40510,"ZIP 40510 (Lexington, KY)",00,Total for all sectors,2009,111,2490,G,23454,G,104773,G
8610000US40511,40511,"ZIP 40511 (Lexington, KY)",00,Total for all sectors,2009,822,22586,G,206475,G,868917,G
