"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	129	13311	969.1
	"1999"	"1999"	"1 year"	"1"	Suppressed	13354	Suppressed
	"1999"	"1999"	"2 years"	"2"	Suppressed	13492	Suppressed
	"1999"	"1999"	"3 years"	"3"	Suppressed	13909	Suppressed
	"1999"	"1999"	"4 years"	"4"	Suppressed	13984	Suppressed
	"1999"	"1999"	"5 years"	"5"	Suppressed	14619	Suppressed
	"1999"	"1999"	"6 years"	"6"	Suppressed	15082	Suppressed
	"1999"	"1999"	"7 years"	"7"	Suppressed	15398	Suppressed
	"1999"	"1999"	"8 years"	"8"	Suppressed	15385	Suppressed
	"1999"	"1999"	"9 years"	"9"	Suppressed	16108	Suppressed
	"1999"	"1999"	"10 years"	"10"	Suppressed	15512	Suppressed
	"1999"	"1999"	"11 years"	"11"	Suppressed	14941	Suppressed
	"1999"	"1999"	"12 years"	"12"	Suppressed	14933	Suppressed
	"1999"	"1999"	"13 years"	"13"	Suppressed	14843	Suppressed
	"1999"	"1999"	"14 years"	"14"	Suppressed	14628	Suppressed
	"1999"	"1999"	"15 years"	"15"	Suppressed	14579	Suppressed
	"1999"	"1999"	"16 years"	"16"	Suppressed	14484	Suppressed
	"1999"	"1999"	"17 years"	"17"	15	14699	Unreliable
	"1999"	"1999"	"18 years"	"18"	18	14024	Unreliable
	"1999"	"1999"	"19 years"	"19"	11	14063	Unreliable
	"1999"	"1999"	"20 years"	"20"	15	12862	Unreliable
	"1999"	"1999"	"21 years"	"21"	17	12385	Unreliable
	"1999"	"1999"	"22 years"	"22"	17	12500	Unreliable
	"1999"	"1999"	"23 years"	"23"	14	12272	Unreliable
	"1999"	"1999"	"24 years"	"24"	10	13089	Unreliable
	"1999"	"1999"	"25 years"	"25"	17	13291	Unreliable
	"1999"	"1999"	"26 years"	"26"	16	13371	Unreliable
	"1999"	"1999"	"27 years"	"27"	17	14798	Unreliable
	"1999"	"1999"	"28 years"	"28"	16	15721	Unreliable
	"1999"	"1999"	"29 years"	"29"	21	16152	130.0
	"1999"	"1999"	"30 years"	"30"	14	16281	Unreliable
	"1999"	"1999"	"31 years"	"31"	13	15501	Unreliable
	"1999"	"1999"	"32 years"	"32"	28	15885	176.3
	"1999"	"1999"	"33 years"	"33"	27	16247	166.2
	"1999"	"1999"	"34 years"	"34"	20	17261	115.9
	"1999"	"1999"	"35 years"	"35"	36	18735	192.2
	"1999"	"1999"	"36 years"	"36"	27	18154	148.7
	"1999"	"1999"	"37 years"	"37"	24	18170	132.1
	"1999"	"1999"	"38 years"	"38"	31	17632	175.8
	"1999"	"1999"	"39 years"	"39"	38	18359	207.0
	"1999"	"1999"	"40 years"	"40"	36	18588	193.7
	"1999"	"1999"	"41 years"	"41"	42	18082	232.3
	"1999"	"1999"	"42 years"	"42"	47	18096	259.7
	"1999"	"1999"	"43 years"	"43"	55	17152	320.7
	"1999"	"1999"	"44 years"	"44"	50	17087	292.6
	"1999"	"1999"	"45 years"	"45"	51	17485	291.7
	"1999"	"1999"	"46 years"	"46"	53	16389	323.4
	"1999"	"1999"	"47 years"	"47"	65	15999	406.3
	"1999"	"1999"	"48 years"	"48"	55	14721	373.6
	"1999"	"1999"	"49 years"	"49"	68	15577	436.5
	"1999"	"1999"	"50 years"	"50"	62	15519	399.5
	"1999"	"1999"	"51 years"	"51"	62	14794	419.1
	"1999"	"1999"	"52 years"	"52"	81	15796	512.8
	"1999"	"1999"	"53 years"	"53"	61	11504	530.3
	"1999"	"1999"	"54 years"	"54"	76	11349	669.7
	"1999"	"1999"	"55 years"	"55"	100	11260	888.1
	"1999"	"1999"	"56 years"	"56"	89	11434	778.4
	"1999"	"1999"	"57 years"	"57"	80	9952	803.9
	"1999"	"1999"	"58 years"	"58"	71	9103	780.0
	"1999"	"1999"	"59 years"	"59"	98	8746	1120.5
	"1999"	"1999"	"60 years"	"60"	95	8542	1112.2
	"1999"	"1999"	"61 years"	"61"	110	7776	1414.6
	"1999"	"1999"	"62 years"	"62"	99	7385	1340.6
	"1999"	"1999"	"63 years"	"63"	131	7203	1818.7
	"1999"	"1999"	"64 years"	"64"	132	7238	1823.7
	"1999"	"1999"	"65 years"	"65"	137	6700	2044.8
	"1999"	"1999"	"66 years"	"66"	150	6652	2255.0
	"1999"	"1999"	"67 years"	"67"	150	6873	2182.5
	"1999"	"1999"	"68 years"	"68"	155	6736	2301.1
	"1999"	"1999"	"69 years"	"69"	189	6579	2872.8
	"1999"	"1999"	"70 years"	"70"	188	6624	2838.2
	"1999"	"1999"	"71 years"	"71"	185	6306	2933.7
	"1999"	"1999"	"72 years"	"72"	205	6060	3382.8
	"1999"	"1999"	"73 years"	"73"	209	5871	3559.9
	"1999"	"1999"	"74 years"	"74"	222	5851	3794.2
	"1999"	"1999"	"75 years"	"75"	254	5764	4406.7
	"1999"	"1999"	"76 years"	"76"	259	5385	4809.7
