"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	148	15675	944.2
	"1999"	"1999"	"1 year"	"1"	11	15429	Unreliable
	"1999"	"1999"	"2 years"	"2"	10	15125	Unreliable
	"1999"	"1999"	"3 years"	"3"	Suppressed	15407	Suppressed
	"1999"	"1999"	"4 years"	"4"	Suppressed	15677	Suppressed
	"1999"	"1999"	"5 years"	"5"	Suppressed	15919	Suppressed
	"1999"	"1999"	"6 years"	"6"	Suppressed	16233	Suppressed
	"1999"	"1999"	"7 years"	"7"	Suppressed	17045	Suppressed
	"1999"	"1999"	"8 years"	"8"	Suppressed	17114	Suppressed
	"1999"	"1999"	"9 years"	"9"	Suppressed	17487	Suppressed
	"1999"	"1999"	"10 years"	"10"	Suppressed	17004	Suppressed
	"1999"	"1999"	"11 years"	"11"	Suppressed	16824	Suppressed
	"1999"	"1999"	"12 years"	"12"	Suppressed	16568	Suppressed
	"1999"	"1999"	"13 years"	"13"	Suppressed	16567	Suppressed
	"1999"	"1999"	"14 years"	"14"	Suppressed	16524	Suppressed
	"1999"	"1999"	"15 years"	"15"	Suppressed	16130	Suppressed
	"1999"	"1999"	"16 years"	"16"	10	16102	Unreliable
	"1999"	"1999"	"17 years"	"17"	Suppressed	15714	Suppressed
	"1999"	"1999"	"18 years"	"18"	18	14683	Unreliable
	"1999"	"1999"	"19 years"	"19"	10	14692	Unreliable
	"1999"	"1999"	"20 years"	"20"	13	14194	Unreliable
	"1999"	"1999"	"21 years"	"21"	11	13485	Unreliable
	"1999"	"1999"	"22 years"	"22"	18	13742	Unreliable
	"1999"	"1999"	"23 years"	"23"	20	13434	148.9
	"1999"	"1999"	"24 years"	"24"	16	14151	Unreliable
	"1999"	"1999"	"25 years"	"25"	10	14770	Unreliable
	"1999"	"1999"	"26 years"	"26"	13	14585	Unreliable
	"1999"	"1999"	"27 years"	"27"	14	15855	Unreliable
	"1999"	"1999"	"28 years"	"28"	13	17095	Unreliable
	"1999"	"1999"	"29 years"	"29"	19	16984	Unreliable
	"1999"	"1999"	"30 years"	"30"	16	17168	Unreliable
	"1999"	"1999"	"31 years"	"31"	24	15834	151.6
	"1999"	"1999"	"32 years"	"32"	26	16824	154.5
	"1999"	"1999"	"33 years"	"33"	21	16926	124.1
	"1999"	"1999"	"34 years"	"34"	28	18162	154.2
	"1999"	"1999"	"35 years"	"35"	43	19448	221.1
	"1999"	"1999"	"36 years"	"36"	28	19243	145.5
	"1999"	"1999"	"37 years"	"37"	35	19396	180.4
	"1999"	"1999"	"38 years"	"38"	42	19144	219.4
	"1999"	"1999"	"39 years"	"39"	43	19856	216.6
	"1999"	"1999"	"40 years"	"40"	44	19438	226.4
	"1999"	"1999"	"41 years"	"41"	52	18560	280.2
	"1999"	"1999"	"42 years"	"42"	44	18718	235.1
	"1999"	"1999"	"43 years"	"43"	57	17877	318.8
	"1999"	"1999"	"44 years"	"44"	50	17551	284.9
	"1999"	"1999"	"45 years"	"45"	64	17272	370.5
	"1999"	"1999"	"46 years"	"46"	66	16374	403.1
	"1999"	"1999"	"47 years"	"47"	70	15783	443.5
	"1999"	"1999"	"48 years"	"48"	69	15078	457.6
	"1999"	"1999"	"49 years"	"49"	89	15390	578.3
	"1999"	"1999"	"50 years"	"50"	90	15154	593.9
	"1999"	"1999"	"51 years"	"51"	100	14734	678.7
	"1999"	"1999"	"52 years"	"52"	98	16159	606.5
	"1999"	"1999"	"53 years"	"53"	56	11494	487.2
	"1999"	"1999"	"54 years"	"54"	82	11953	686.0
	"1999"	"1999"	"55 years"	"55"	72	11442	629.3
	"1999"	"1999"	"56 years"	"56"	114	11887	959.0
	"1999"	"1999"	"57 years"	"57"	103	10008	1029.2
	"1999"	"1999"	"58 years"	"58"	97	9553	1015.4
	"1999"	"1999"	"59 years"	"59"	97	9068	1069.7
	"1999"	"1999"	"60 years"	"60"	112	9092	1231.9
	"1999"	"1999"	"61 years"	"61"	121	8335	1451.7
	"1999"	"1999"	"62 years"	"62"	123	7923	1552.4
	"1999"	"1999"	"63 years"	"63"	129	7897	1633.5
	"1999"	"1999"	"64 years"	"64"	148	7694	1923.6
	"1999"	"1999"	"65 years"	"65"	119	7209	1650.7
	"1999"	"1999"	"66 years"	"66"	158	7198	2195.1
	"1999"	"1999"	"67 years"	"67"	142	7154	1984.9
	"1999"	"1999"	"68 years"	"68"	163	7159	2276.9
	"1999"	"1999"	"69 years"	"69"	205	7035	2914.0
	"1999"	"1999"	"70 years"	"70"	214	6678	3204.6
	"1999"	"1999"	"71 years"	"71"	220	6853	3210.3
	"1999"	"1999"	"72 years"	"72"	254	6350	4000.0
	"1999"	"1999"	"73 years"	"73"	244	6329	3855.3
	"1999"	"1999"	"74 years"	"74"	261	6258	4170.7
	"1999"	"1999"	"75 years"	"75"	265	5740	4616.7
	"1999"	"1999"	"76 years"	"76"	255	5564	4583.0
	"1999"	"1999"	"77 years"	"77"	268	5364	4996.3
	"1999"	"1999"	"78 years"	"78"	254	5095	4985.3
	"1999"	"1999"	"79 years"	"79"	281	4305	6527.3
	"1999"	"1999"	"80 years"	"80"	216	4095	5274.7
	"1999"	"1999"	"81 years"	"81"	278	3466	8020.8
	"1999"	"1999"	"82 years"	"82"	274	3108	8816.0
	"1999"	"1999"	"83 years"	"83"	264	2917	9050.4
	"1999"	"1999"	"84 years"	"84"	240	2557	9386.0
	"1999"	"1999"	"85 years"	"85"	230	Not Applicable	Not Applicable
	"1999"	"1999"	"86 years"	"86"	244	Not Applicable	Not Applicable
	"1999"	"1999"	"87 years"	"87"	231	Not Applicable	Not Applicable
	"1999"	"1999"	"88 years"	"88"	195	Not Applicable	Not Applicable
	"1999"	"1999"	"89 years"	"89"	192	Not Applicable	Not Applicable
	"1999"	"1999"	"90 years"	"90"	175	Not Applicable	Not Applicable
	"1999"	"1999"	"91 years"	"91"	157	Not Applicable	Not Applicable
	"1999"	"1999"	"92 years"	"92"	131	Not Applicable	Not Applicable
	"1999"	"1999"	"93 years"	"93"	113	Not Applicable	Not Applicable
	"1999"	"1999"	"94 years"	"94"	83	Not Applicable	Not Applicable
	"1999"	"1999"	"95 years"	"95"	72	Not Applicable	Not Applicable
	"1999"	"1999"	"96 years"	"96"	68	Not Applicable	Not Applicable
	"1999"	"1999"	"97 years"	"97"	51	Not Applicable	Not Applicable
	"1999"	"1999"	"98 years"	"98"	40	Not Applicable	Not Applicable
	"1999"	"1999"	"99 years"	"99"	26	Not Applicable	Not Applicable
	"1999"	"1999"	"100+ years"	"100"	50	Not Applicable	Not Applicable
	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2000"	"2000"	"< 1 year"	"0"	147	15605	942.0
	"2000"	"2000"	"1 year"	"1"	13	15474	Unreliable
	"2000"	"2000"	"2 years"	"2"	Suppressed	15152	Suppressed
	"2000"	"2000"	"3 years"	"3"	Suppressed	15395	Suppressed
	"2000"	"2000"	"4 years"	"4"	Suppressed	15582	Suppressed
	"2000"	"2000"	"5 years"	"5"	Suppressed	15592	Suppressed
	"2000"	"2000"	"6 years"	"6"	Suppressed	15940	Suppressed
	"2000"	"2000"	"7 years"	"7"	Suppressed	16729	Suppressed
	"2000"	"2000"	"8 years"	"8"	Suppressed	16841	Suppressed
	"2000"	"2000"	"9 years"	"9"	Suppressed	17428	Suppressed
	"2000"	"2000"	"10 years"	"10"	Suppressed	17486	Suppressed
	"2000"	"2000"	"11 years"	"11"	Suppressed	17193	Suppressed
	"2000"	"2000"	"12 years"	"12"	Suppressed	16851	Suppressed
	"2000"	"2000"	"13 years"	"13"	Suppressed	16748	Suppressed
	"2000"	"2000"	"14 years"	"14"	Suppressed	16707	Suppressed
	"2000"	"2000"	"15 years"	"15"	10	16558	Unreliable
	"2000"	"2000"	"16 years"	"16"	12	16086	Unreliable
	"2000"	"2000"	"17 years"	"17"	14	15965	Unreliable
	"2000"	"2000"	"18 years"	"18"	10	15130	Unreliable
	"2000"	"2000"	"19 years"	"19"	21	15083	139.2
	"2000"	"2000"	"20 years"	"20"	17	14858	Unreliable
	"2000"	"2000"	"21 years"	"21"	14	13900	Unreliable
	"2000"	"2000"	"22 years"	"22"	15	14075	Unreliable
	"2000"	"2000"	"23 years"	"23"	23	13917	165.3
	"2000"	"2000"	"24 years"	"24"	15	13953	Unreliable
	"2000"	"2000"	"25 years"	"25"	11	14992	Unreliable
	"2000"	"2000"	"26 years"	"26"	27	14314	188.6
	"2000"	"2000"	"27 years"	"27"	20	15295	130.8
	"2000"	"2000"	"28 years"	"28"	12	16511	Unreliable
	"2000"	"2000"	"29 years"	"29"	20	17487	114.4
	"2000"	"2000"	"30 years"	"30"	Suppressed	17794	Suppressed
	"2000"	"2000"	"31 years"	"31"	23	16058	143.2
	"2000"	"2000"	"32 years"	"32"	19	16324	Unreliable
	"2000"	"2000"	"33 years"	"33"	22	16344	134.6
	"2000"	"2000"	"34 years"	"34"	25	17240	145.0
	"2000"	"2000"	"35 years"	"35"	21	19028	110.4
	"2000"	"2000"	"36 years"	"36"	43	19061	225.6
	"2000"	"2000"	"37 years"	"37"	28	19149	146.2
	"2000"	"2000"	"38 years"	"38"	40	19256	207.7
	"2000"	"2000"	"39 years"	"39"	53	19945	265.7
	"2000"	"2000"	"40 years"	"40"	48	19749	243.1
	"2000"	"2000"	"41 years"	"41"	58	18723	309.8
	"2000"	"2000"	"42 years"	"42"	58	18993	305.4
	"2000"	"2000"	"43 years"	"43"	60	18418	325.8
	"2000"	"2000"	"44 years"	"44"	55	17885	307.5
	"2000"	"2000"	"45 years"	"45"	62	17907	346.2
	"2000"	"2000"	"46 years"	"46"	75	16987	441.5
	"2000"	"2000"	"47 years"	"47"	78	16324	477.8
