GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",62497,2022,46419,2225,16078,2513
0500000US01015,01015,"Calhoun County, Alabama",36439,1137,27937,1431,8502,1217
0500000US01043,01043,"Cullman County, Alabama",29421,1199,19936,1582,9485,1401
0500000US01049,01049,"DeKalb County, Alabama",22629,1094,17531,1262,5098,1026
0500000US01051,01051,"Elmore County, Alabama",20412,868,17682,883,2730,695
0500000US01055,01055,"Etowah County, Alabama",36097,1104,27573,1371,8524,1366
0500000US01069,01069,"Houston County, Alabama",26366,621,20505,686,5861,684
0500000US01073,01073,"Jefferson County, Alabama",150693,2481,119342,2832,31351,2688
0500000US01077,01077,"Lauderdale County, Alabama",31524,1314,24743,1390,6781,1221
0500000US01081,01081,"Lee County, Alabama",36970,1172,27374,1187,9596,1144
0500000US01083,01083,"Limestone County, Alabama",21611,796,16334,878,5277,971
0500000US01089,01089,"Madison County, Alabama",88927,1645,70094,2271,18833,1813
0500000US01095,01095,"Marshall County, Alabama",29861,1364,23594,1416,6267,1164
0500000US01097,01097,"Mobile County, Alabama",97227,1914,74990,2324,22237,2342
0500000US01101,01101,"Montgomery County, Alabama",42265,1342,33789,1218,8476,1434
0500000US01103,01103,"Morgan County, Alabama",38134,1075,31556,1376,6578,1346
0500000US01115,01115,"St. Clair County, Alabama",21288,1767,18632,1759,2656,827
0500000US01117,01117,"Shelby County, Alabama",59304,1206,50805,1927,8499,1555
0500000US01121,01121,"Talladega County, Alabama",20625,1191,16874,1150,3751,973
0500000US01125,01125,"Tuscaloosa County, Alabama",47390,1421,34371,1418,13019,1525
0500000US01127,01127,"Walker County, Alabama",25802,1081,20722,1219,5080,982
0500000US02020,02020,"Anchorage Municipality, Alaska",75577,1796,50524,2253,25053,2030
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",22082,1168,14599,1199,7483,1136
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",19435,727,15692,820,3743,609
0500000US04001,04001,"Apache County, Arizona",5238,558,3853,590,1385,490
0500000US04003,04003,"Cochise County, Arizona",32763,1304,24783,1448,7980,1391
0500000US04005,04005,"Coconino County, Arizona",27262,1180,18422,1239,8840,1288
0500000US04013,04013,"Maricopa County, Arizona",931464,6604,696653,7551,234811,7391
0500000US04015,04015,"Mohave County, Arizona",65157,2118,46095,2321,19062,1937
0500000US04017,04017,"Navajo County, Arizona",17780,998,12544,1081,5236,1092
0500000US04019,04019,"Pima County, Arizona",252648,3279,176901,3936,75747,3513
0500000US04021,04021,"Pinal County, Arizona",73000,1849,60635,2275,12365,1957
0500000US04025,04025,"Yavapai County, Arizona",76717,2088,56208,2443,20509,2261
0500000US04027,04027,"Yuma County, Arizona",35555,1141,26895,1231,8660,1286
0500000US05007,05007,"Benton County, Arkansas",63855,1418,47627,2089,16228,1783
0500000US05031,05031,"Craighead County, Arkansas",29331,1364,20699,1328,8632,1292
0500000US05045,05045,"Faulkner County, Arkansas",33671,788,23839,1121,9832,1221
0500000US05051,05051,"Garland County, Arkansas",33837,1385,25219,1428,8618,1171
0500000US05069,05069,"Jefferson County, Arkansas",15182,711,11804,886,3378,782
0500000US05119,05119,"Pulaski County, Arkansas",97478,1933,68561,2141,28917,2544
0500000US05125,05125,"Saline County, Arkansas",33780,988,27086,1390,6694,1362
0500000US05131,05131,"Sebastian County, Arkansas",37941,1279,25690,1290,12251,1242
