GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",60678,2537,44060,2280,16618,2237
0500000US01015,01015,"Calhoun County, Alabama",32824,1590,24252,1724,8572,1690
0500000US01043,01043,"Cullman County, Alabama",30400,1164,23144,1384,7256,1287
0500000US01049,01049,"DeKalb County, Alabama",19848,1289,14548,1261,5300,1095
0500000US01051,01051,"Elmore County, Alabama",22081,1124,16530,1316,5551,1231
0500000US01055,01055,"Etowah County, Alabama",32155,1391,24850,1445,7305,1301
0500000US01069,01069,"Houston County, Alabama",28707,662,20339,674,8368,706
0500000US01073,01073,"Jefferson County, Alabama",138177,2711,102627,2669,35550,2530
0500000US01077,01077,"Lauderdale County, Alabama",34681,1072,23782,1450,10899,1567
0500000US01081,01081,"Lee County, Alabama",39223,1734,25177,1451,14046,1783
0500000US01083,01083,"Limestone County, Alabama",26644,1256,21768,1635,4876,1126
0500000US01089,01089,"Madison County, Alabama",93751,2254,70335,2471,23416,2557
0500000US01095,01095,"Marshall County, Alabama",29855,1247,22460,1433,7395,1081
0500000US01097,01097,"Mobile County, Alabama",91336,2632,68700,2706,22636,2282
0500000US01101,01101,"Montgomery County, Alabama",36102,1190,26347,1265,9755,1519
0500000US01103,01103,"Morgan County, Alabama",37975,1288,29314,1580,8661,1532
0500000US01115,01115,"St. Clair County, Alabama",28044,1349,24284,1379,3760,1058
0500000US01117,01117,"Shelby County, Alabama",60331,1932,50626,1977,9705,1304
0500000US01121,01121,"Talladega County, Alabama",21474,742,17422,999,4052,1060
0500000US01125,01125,"Tuscaloosa County, Alabama",46230,1824,32577,1723,13653,1678
0500000US01127,01127,"Walker County, Alabama",22878,1049,16986,1215,5892,1342
0500000US02020,02020,"Anchorage Municipality, Alaska",71606,2072,47982,1855,23624,1952
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",26675,1553,18233,1323,8442,1487
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",26764,796,20413,866,6351,716
0500000US04001,04001,"Apache County, Arizona",4840,563,3628,624,1212,512
0500000US04003,04003,"Cochise County, Arizona",32622,1338,24552,1446,8070,1429
0500000US04005,04005,"Coconino County, Arizona",30768,1275,18504,1376,12264,1544
