GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",7218,920,4781,937,2437,921
0500000US01015,01015,"Calhoun County, Alabama",9416,730,4437,720,4979,924
0500000US01051,01051,"Elmore County, Alabama",4623,879,3180,706,1443,687
0500000US01055,01055,"Etowah County, Alabama",5691,832,3550,605,2141,822
0500000US01069,01069,"Houston County, Alabama",8823,660,3697,468,5126,630
0500000US01073,01073,"Jefferson County, Alabama",109878,2738,55089,2100,54789,3389
0500000US01077,01077,"Lauderdale County, Alabama",3733,594,2142,521,1591,750
0500000US01081,01081,"Lee County, Alabama",12426,994,6431,868,5995,1112
0500000US01083,01083,"Limestone County, Alabama",2578,1225,1418,522,1160,950
0500000US01089,01089,"Madison County, Alabama",29709,1584,14678,1336,15031,1518
0500000US01097,01097,"Mobile County, Alabama",53025,2191,27214,2111,25811,2536
0500000US01101,01101,"Montgomery County, Alabama",45896,2161,24507,1953,21389,2162
0500000US01103,01103,"Morgan County, Alabama",6136,1010,2575,736,3561,876
0500000US01115,01115,"St. Clair County, Alabama",1589,726,1321,728,268,247
0500000US01117,01117,"Shelby County, Alabama",8248,855,5318,710,2930,998
0500000US01121,01121,"Talladega County, Alabama",9234,920,5038,677,4196,1027
0500000US01125,01125,"Tuscaloosa County, Alabama",20035,1650,9229,1024,10806,1592
0500000US01127,01127,"Walker County, Alabama",2149,433,978,414,1171,367
0500000US02020,02020,"Anchorage Municipality, Alaska",6779,894,2458,662,4321,767
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",1465,601,456,413,1009,430
0500000US04003,04003,"Cochise County, Arizona",1611,400,1045,405,566,354
0500000US04013,04013,"Maricopa County, Arizona",60044,3199,21746,2272,38298,2792
0500000US04015,04015,"Mohave County, Arizona",507,270,194,172,313,197
0500000US04019,04019,"Pima County, Arizona",12768,1095,4930,1115,7838,1384
0500000US04021,04021,"Pinal County, Arizona",3563,636,2351,625,1212,474
0500000US04027,04027,"Yuma County, Arizona",1853,685,504,249,1349,758
0500000US05007,05007,"Benton County, Arkansas",1898,700,458,485,1440,807
0500000US05031,05031,"Craighead County, Arkansas",4638,671,331,279,4307,707
0500000US05045,05045,"Faulkner County, Arkansas",3930,624,1422,577,2508,656
0500000US05051,05051,"Garland County, Arkansas",2790,665,1254,483,1536,514
0500000US05069,05069,"Jefferson County, Arkansas",14893,1214,7220,1255,7673,1211
0500000US05085,05085,"Lonoke County, Arkansas",1378,380,667,238,711,397
0500000US05119,05119,"Pulaski County, Arkansas",51989,2208,21856,2066,30133,2767
0500000US05125,05125,"Saline County, Arkansas",1657,415,732,355,925,500
0500000US05131,05131,"Sebastian County, Arkansas",2447,865,1416,532,1031,622
0500000US05143,05143,"Washington County, Arkansas",2040,540,834,438,1206,505
0500000US05145,05145,"White County, Arkansas",1430,468,498,327,932,559
0500000US06001,06001,"Alameda County, California",76037,3123,25371,2088,50666,3386
0500000US06007,06007,"Butte County, California",854,345,459,274,395,272
0500000US06013,06013,"Contra Costa County, California",34772,1797,14882,1400,19890,1800
0500000US06019,06019,"Fresno County, California",13954,1597,4754,859,9200,1483
0500000US06025,06025,"Imperial County, California",809,407,390,345,419,223
0500000US06029,06029,"Kern County, California",12363,1338,3973,939,8390,1349
0500000US06031,06031,"Kings County, California",2327,943,1013,642,1314,683
0500000US06037,06037,"Los Angeles County, California",317860,7208,112279,4358,205581,7774
0500000US06039,06039,"Madera County, California",1658,859,982,753,676,631
0500000US06041,06041,"Marin County, California",2495,941,117,177,2378,916
0500000US06047,06047,"Merced County, California",3367,557,1241,421,2126,531
0500000US06053,06053,"Monterey County, California",3485,968,1076,340,2409,1014
0500000US06059,06059,"Orange County, California",18665,1797,5304,1258,13361,1434
0500000US06061,06061,"Placer County, California",1511,563,781,361,730,508
0500000US06065,06065,"Riverside County, California",42192,2230,20427,1856,21765,2174
0500000US06067,06067,"Sacramento County, California",49342,2224,16702,1528,32640,2370
0500000US06071,06071,"San Bernardino County, California",53823,2313,22996,2150,30827,2663
0500000US06073,06073,"San Diego County, California",51957,2257,15964,2027,35993,2438
0500000US06075,06075,"San Francisco County, California",21792,1916,5310,809,16482,1986
0500000US06077,06077,"San Joaquin County, California",16841,1388,7019,1183,9822,1308
0500000US06079,06079,"San Luis Obispo County, California",1033,452,332,212,701,443
0500000US06081,06081,"San Mateo County, California",9407,1094,2991,733,6416,1158
0500000US06083,06083,"Santa Barbara County, California",2736,520,662,229,2074,509
0500000US06085,06085,"Santa Clara County, California",16650,1452,5741,1116,10909,1601
0500000US06089,06089,"Shasta County, California",665,405,417,360,248,218
0500000US06095,06095,"Solano County, California",19914,1426,9166,1032,10748,1494
0500000US06097,06097,"Sonoma County, California",2286,527,741,458,1545,529
0500000US06099,06099,"Stanislaus County, California",4526,861,1816,613,2710,993
0500000US06101,06101,"Sutter County, California",824,213,214,207,610,300
0500000US06107,06107,"Tulare County, California",2322,530,600,545,1722,701
0500000US06111,06111,"Ventura County, California",5229,810,2071,639,3158,714
0500000US06113,06113,"Yolo County, California",2126,700,689,340,1437,674
0500000US06115,06115,"Yuba County, California",631,241,468,280,163,181
0500000US08001,08001,"Adams County, Colorado",4963,683,1906,593,3057,897
0500000US08005,08005,"Arapahoe County, Colorado",20539,1387,7937,1251,12602,1671
0500000US08013,08013,"Boulder County, Colorado",770,307,357,243,413,266
0500000US08031,08031,"Denver County, Colorado",22875,1499,8229,1155,14646,1551
0500000US08035,08035,"Douglas County, Colorado",1649,668,1116,492,533,537
0500000US08041,08041,"El Paso County, Colorado",14098,1522,6910,1002,7188,1568
0500000US08059,08059,"Jefferson County, Colorado",2062,474,493,289,1569,516
0500000US08101,08101,"Pueblo County, Colorado",678,407,335,207,343,337
0500000US09001,09001,"Fairfield County, Connecticut",34020,1571,13659,1599,20361,1869
0500000US09003,09003,"Hartford County, Connecticut",39886,2073,16302,1315,23584,2125
0500000US09005,09005,"Litchfield County, Connecticut",1076,573,221,213,855,582
0500000US09007,09007,"Middlesex County, Connecticut",3730,627,1328,595,2402,852
0500000US09009,09009,"New Haven County, Connecticut",36573,2070,14300,1434,22273,2406
0500000US09011,09011,"New London County, Connecticut",4206,818,1421,541,2785,1027
0500000US09013,09013,"Tolland County, Connecticut",1337,489,634,392,703,493
0500000US09015,09015,"Windham County, Connecticut",831,541,292,242,539,613
0500000US10001,10001,"Kent County, Delaware",12265,1009,7332,1147,4933,1250
0500000US10003,10003,"New Castle County, Delaware",43191,2158,21564,2131,21627,2155
0500000US10005,10005,"Sussex County, Delaware",8017,726,5399,817,2618,718
0500000US11001,11001,"District of Columbia, District of Columbia",123326,2860,47087,2467,76239,3107
0500000US12001,12001,"Alachua County, Florida",16598,1412,7784,1079,8814,1348
0500000US12005,12005,"Bay County, Florida",6869,1248,2794,658,4075,1216
0500000US12009,12009,"Brevard County, Florida",17714,1362,10124,1392,7590,1378
0500000US12011,12011,"Broward County, Florida",132869,4135,72067,3552,60802,3885
0500000US12015,12015,"Charlotte County, Florida",3325,866,2044,508,1281,768
0500000US12017,12017,"Citrus County, Florida",1399,441,660,359,739,462
0500000US12019,12019,"Clay County, Florida",6536,582,3975,696,2561,744
0500000US12021,12021,"Collier County, Florida",3445,662,1522,457,1923,492
0500000US12023,12023,"Columbia County, Florida",4004,1144,1378,666,2626,1034
0500000US12031,12031,"Duval County, Florida",94198,3186,44071,2650,50127,3621
0500000US12033,12033,"Escambia County, Florida",23535,1523,10280,1107,13255,1840
0500000US12035,12035,"Flagler County, Florida",3265,484,2154,420,1111,537
0500000US12053,12053,"Hernando County, Florida",2697,656,1613,494,1084,529
0500000US12055,12055,"Highlands County, Florida",2442,661,1945,532,497,329
0500000US12057,12057,"Hillsborough County, Florida",73160,2736,27122,2464,46038,3073
0500000US12061,12061,"Indian River County, Florida",4630,679,2646,626,1984,527
0500000US12069,12069,"Lake County, Florida",8061,1074,4488,825,3573,930
0500000US12071,12071,"Lee County, Florida",14209,1435,7710,995,6499,1410
0500000US12073,12073,"Leon County, Florida",34142,1943,11029,1359,23113,1990
0500000US12081,12081,"Manatee County, Florida",9509,1270,3958,1018,5551,1185
0500000US12083,12083,"Marion County, Florida",13904,1386,8335,1164,5569,1371
0500000US12085,12085,"Martin County, Florida",1990,562,1011,361,979,428
0500000US12086,12086,"Miami-Dade County, Florida",142131,5013,66376,3175,75755,4045
