GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",5839,863,3712,687,2127,884
0500000US01015,01015,"Calhoun County, Alabama",9092,876,4776,905,4316,800
0500000US01043,01043,"Cullman County, Alabama",411,135,211,166,200,225
0500000US01049,01049,"DeKalb County, Alabama",532,215,208,213,324,188
0500000US01051,01051,"Elmore County, Alabama",3695,507,2020,550,1675,750
0500000US01055,01055,"Etowah County, Alabama",6030,636,2895,707,3135,737
0500000US01069,01069,"Houston County, Alabama",9421,510,4278,438,5143,567
0500000US01073,01073,"Jefferson County, Alabama",101964,2366,56284,3365,45680,2893
0500000US01077,01077,"Lauderdale County, Alabama",3648,541,1944,535,1704,698
0500000US01081,01081,"Lee County, Alabama",10910,761,5633,688,5277,863
0500000US01083,01083,"Limestone County, Alabama",3317,584,1647,620,1670,633
0500000US01089,01089,"Madison County, Alabama",26624,1478,13125,1324,13499,1458
0500000US01097,01097,"Mobile County, Alabama",49724,2268,25452,2506,24272,2537
0500000US01101,01101,"Montgomery County, Alabama",43490,1715,20945,1617,22545,1851
0500000US01103,01103,"Morgan County, Alabama",5888,887,3203,638,2685,1000
0500000US01115,01115,"St. Clair County, Alabama",2282,635,1466,547,816,638
0500000US01117,01117,"Shelby County, Alabama",7309,879,4565,800,2744,692
0500000US01121,01121,"Talladega County, Alabama",8659,834,4347,689,4312,869
0500000US01125,01125,"Tuscaloosa County, Alabama",19662,1041,9739,1217,9923,1318
0500000US01127,01127,"Walker County, Alabama",1199,445,685,293,514,330
0500000US02020,02020,"Anchorage Municipality, Alaska",5966,670,1226,553,4740,846
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",1188,253,414,251,774,331
0500000US04003,04003,"Cochise County, Arizona",2065,469,652,362,1413,407
0500000US04005,04005,"Coconino County, Arizona",752,314,237,340,515,230
0500000US04013,04013,"Maricopa County, Arizona",55042,2652,21656,2153,33386,3128
0500000US04019,04019,"Pima County, Arizona",10895,987,5055,734,5840,1063
0500000US04021,04021,"Pinal County, Arizona",2196,402,1044,512,1152,675
0500000US04027,04027,"Yuma County, Arizona",1068,373,702,378,366,317
0500000US05007,05007,"Benton County, Arkansas",944,499,454,358,490,501
0500000US05031,05031,"Craighead County, Arkansas",3384,580,529,275,2855,702
0500000US05045,05045,"Faulkner County, Arkansas",2750,502,731,366,2019,485
0500000US05051,05051,"Garland County, Arkansas",2481,619,1003,507,1478,520
0500000US05069,05069,"Jefferson County, Arkansas",15028,770,7230,775,7798,902
0500000US05119,05119,"Pulaski County, Arkansas",48308,1875,21210,1881,27098,2242
0500000US05125,05125,"Saline County, Arkansas",1165,433,641,363,524,561
0500000US05131,05131,"Sebastian County, Arkansas",3351,689,921,385,2430,797
0500000US05143,05143,"Washington County, Arkansas",1825,465,429,428,1396,468
0500000US05145,05145,"White County, Arkansas",1020,491,144,155,876,504
0500000US06001,06001,"Alameda County, California",75465,2903,28581,2678,46884,3644
0500000US06007,06007,"Butte County, California",947,412,164,184,783,421
0500000US06013,06013,"Contra Costa County, California",33756,1773,16100,1965,17656,1930
0500000US06019,06019,"Fresno County, California",15792,1285,5434,963,10358,1290
0500000US06025,06025,"Imperial County, California",1054,328,214,208,840,314
0500000US06029,06029,"Kern County, California",11439,915,5299,892,6140,1172
0500000US06031,06031,"Kings County, California",2106,438,590,329,1516,445
0500000US06033,06033,"Lake County, California",466,136,214,236,252,223
0500000US06037,06037,"Los Angeles County, California",331807,6753,128416,5499,203391,7099
0500000US06039,06039,"Madera County, California",1219,334,350,245,869,439
0500000US06041,06041,"Marin County, California",2032,385,226,278,1806,455
0500000US06047,06047,"Merced County, California",2888,697,1391,495,1497,587
0500000US06053,06053,"Monterey County, California",3321,484,1433,367,1888,398
0500000US06059,06059,"Orange County, California",15162,1556,6039,910,9123,1290
0500000US06065,06065,"Riverside County, California",37059,2015,20470,2121,16589,2655
0500000US06067,06067,"Sacramento County, California",44953,2159,16510,1871,28443,2663
0500000US06071,06071,"San Bernardino County, California",57418,2354,24761,2395,32657,2772
0500000US06073,06073,"San Diego County, California",50164,2436,18495,2084,31669,3047
0500000US06075,06075,"San Francisco County, California",21725,1233,6892,974,14833,1561
0500000US06077,06077,"San Joaquin County, California",14609,1552,6265,1340,8344,1309
0500000US06079,06079,"San Luis Obispo County, California",1266,505,550,240,716,518
0500000US06081,06081,"San Mateo County, California",8469,895,3497,645,4972,993
0500000US06083,06083,"Santa Barbara County, California",2371,538,757,397,1614,436
0500000US06085,06085,"Santa Clara County, California",15272,1499,5889,972,9383,1395
0500000US06087,06087,"Santa Cruz County, California",860,331,286,242,574,335
0500000US06089,06089,"Shasta County, California",557,233,324,210,233,254
0500000US06095,06095,"Solano County, California",19304,1406,9986,1486,9318,1801
