GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Aggregate travel time to work (in minutes):,Margin of Error; Aggregate travel time to work (in minutes):,Estimate; Aggregate travel time to work (in minutes): - Male,Margin of Error; Aggregate travel time to work (in minutes): - Male,Estimate; Aggregate travel time to work (in minutes): - Female,Margin of Error; Aggregate travel time to work (in minutes): - Female
1400000US21111000200,21111000200,"Census Tract 2, Jefferson County, Kentucky",20045,5749,9815,3958,10230,4411
1400000US21111000300,21111000300,"Census Tract 3, Jefferson County, Kentucky",15995,4860,5440,2395,10555,4327
1400000US21111000400,21111000400,"Census Tract 4, Jefferson County, Kentucky",41175,8485,17550,4342,23625,6219
1400000US21111000600,21111000600,"Census Tract 6, Jefferson County, Kentucky",12515,2477,5510,1861,7005,2024
1400000US21111000700,21111000700,"Census Tract 7, Jefferson County, Kentucky",25605,7519,7485,2492,18115,6481
1400000US21111000800,21111000800,"Census Tract 8, Jefferson County, Kentucky",22840,5296,7805,3221,15040,3769
1400000US21111000900,21111000900,"Census Tract 9, Jefferson County, Kentucky",15880,4225,7690,3018,8190,2822
1400000US21111001000,21111001000,"Census Tract 10, Jefferson County, Kentucky",24730,5941,11220,4989,13510,3786
1400000US21111001100,21111001100,"Census Tract 11, Jefferson County, Kentucky",31780,7104,15250,5364,16530,5269
1400000US21111001200,21111001200,"Census Tract 12, Jefferson County, Kentucky",29975,7254,16285,5272,13690,4462
1400000US21111001400,21111001400,"Census Tract 14, Jefferson County, Kentucky",28430,6106,6560,2162,21870,5426
1400000US21111001500,21111001500,"Census Tract 15, Jefferson County, Kentucky",22660,7304,9305,3557,13355,6588
1400000US21111001600,21111001600,"Census Tract 16, Jefferson County, Kentucky",20670,4660,9560,3486,11110,2385
1400000US21111001700,21111001700,"Census Tract 17, Jefferson County, Kentucky",20740,4107,7350,2528,13390,3692
1400000US21111001800,21111001800,"Census Tract 18, Jefferson County, Kentucky",12225,2874,6285,1978,5940,2260
1400000US21111002100,21111002100,"Census Tract 21, Jefferson County, Kentucky",14045,3907,7230,2889,6815,2570
1400000US21111002300,21111002300,"Census Tract 23, Jefferson County, Kentucky",17820,5018,7915,2218,9905,3915
1400000US21111002400,21111002400,"Census Tract 24, Jefferson County, Kentucky",40025,8824,14975,5649,25050,7368
1400000US21111002700,21111002700,"Census Tract 27, Jefferson County, Kentucky",21550,7585,12320,6773,9230,3124
1400000US21111002800,21111002800,"Census Tract 28, Jefferson County, Kentucky",12605,2903,3075,1033,9535,2472
1400000US21111003000,21111003000,"Census Tract 30, Jefferson County, Kentucky",20460,6287,4065,3014,16395,5773
1400000US21111003500,21111003500,"Census Tract 35, Jefferson County, Kentucky",48660,13330,19900,6981,28765,8789
1400000US21111003600,21111003600,"Census Tract 36, Jefferson County, Kentucky",50265,10559,22905,6736,27365,8803
1400000US21111003700,21111003700,"Census Tract 37, Jefferson County, Kentucky",14035,3458,7385,2345,6655,2335
1400000US21111003800,21111003800,"Census Tract 38, Jefferson County, Kentucky",30220,5747,15905,4245,14320,5452
1400000US21111003900,21111003900,"Census Tract 39, Jefferson County, Kentucky",35550,6342,17135,3781,18410,4311
1400000US21111004000,21111004000,"Census Tract 40, Jefferson County, Kentucky",12340,2348,7045,2279,5295,1592
1400000US21111004100,21111004100,"Census Tract 41, Jefferson County, Kentucky",20635,4640,11900,3716,8735,2356
1400000US21111004301,21111004301,"Census Tract 43.01, Jefferson County, Kentucky",37700,6642,18850,5866,18850,3903
1400000US21111004302,21111004302,"Census Tract 43.02, Jefferson County, Kentucky",11650,2776,5650,2205,6000,1955
1400000US21111004400,21111004400,"Census Tract 44, Jefferson County, Kentucky",35125,5228,16520,3123,18605,3825
1400000US21111004500,21111004500,"Census Tract 45, Jefferson County, Kentucky",25110,4909,13470,3778,11640,3339
1400000US21111004600,21111004600,"Census Tract 46, Jefferson County, Kentucky",35720,4864,19390,3393,16330,3292
1400000US21111004900,21111004900,"Census Tract 49, Jefferson County, Kentucky",12185,3719,5855,2057,6330,2842
1400000US21111005000,21111005000,"Census Tract 50, Jefferson County, Kentucky",11260,2506,6635,2398,4625,1567
1400000US21111005100,21111005100,"Census Tract 51, Jefferson County, Kentucky",20400,6359,13520,5552,6880,3958
1400000US21111005200,21111005200,"Census Tract 52, Jefferson County, Kentucky",51120,7861,24700,7082,26420,6831
1400000US21111005300,21111005300,"Census Tract 53, Jefferson County, Kentucky",24925,4768,12410,4076,12515,2965
1400000US21111005600,21111005600,"Census Tract 56, Jefferson County, Kentucky",39700,9383,22530,6560,17165,4735
1400000US21111005900,21111005900,"Census Tract 59, Jefferson County, Kentucky",37480,11590,15920,7911,21560,8994
1400000US21111006200,21111006200,"Census Tract 62, Jefferson County, Kentucky",14305,4724,7445,2660,6860,2892
1400000US21111006300,21111006300,"Census Tract 63, Jefferson County, Kentucky",15770,3097,9695,2387,6075,2132
