GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46
1400000US21111001200,21111001200,"Census Tract 12, Jefferson County, Kentucky",1213,107,613,98,160,81,0,11,0,11,160,81,126,53,37,27,37,21,52,37,79,49,39,40,0,11,40,29,165,61,110,47,48,40,7,12,72,44,72,44,0,11,0,11,11,16,600,122,252,100,8,12,0,11,244,97,170,99,21,32,0,11,149,97,57,46,22,24,9,15,26,39,76,65,33,38,8,13,35,50,0,11,0,11,0,11,0,11,27,42,18,23
1400000US21111001400,21111001400,"Census Tract 14, Jefferson County, Kentucky",1067,82,375,82,47,45,0,11,0,11,47,45,64,38,8,13,8,12,48,35,25,19,0,11,13,14,12,12,77,57,25,24,52,53,0,11,162,55,155,54,7,11,0,11,0,11,692,84,292,76,18,14,86,68,188,65,279,98,53,34,94,54,132,84,39,38,18,19,21,33,0,11,33,32,33,32,0,11,0,11,16,23,16,23,0,11,0,11,33,31,0,11
1400000US21111001500,21111001500,"Census Tract 15, Jefferson County, Kentucky",1205,126,546,110,50,42,7,12,0,11,43,40,136,75,78,61,9,15,49,38,185,94,108,74,67,59,10,17,154,83,140,79,14,23,0,11,21,27,16,25,5,9,0,11,0,11,659,152,404,116,18,18,67,38,319,115,134,100,19,29,8,12,107,101,46,44,18,28,0,11,28,35,15,25,15,25,0,11,0,11,22,26,22,26,0,11,0,11,15,20,23,36
1400000US21111001600,21111001600,"Census Tract 16, Jefferson County, Kentucky",874,82,452,76,104,41,0,11,14,16,90,38,93,48,28,24,0,11,65,40,70,37,51,30,19,20,0,11,64,35,43,32,21,18,0,11,121,56,115,56,6,11,0,11,0,11,422,99,168,63,0,11,0,11,168,63,122,61,0,11,38,36,84,50,59,43,7,11,52,42,0,11,35,30,7,12,28,28,0,11,20,31,20,31,0,11,0,11,0,11,18,19
1400000US21111001700,21111001700,"Census Tract 17, Jefferson County, Kentucky",810,83,365,65,115,47,16,14,27,24,72,40,109,50,38,21,16,15,55,44,44,26,10,13,20,16,14,19,34,25,19,21,15,14,0,11,63,38,63,38,0,11,0,11,0,11,445,97,237,79,13,21,28,28,196,77,107,59,0,11,22,27,85,55,54,34,13,21,30,24,11,19,32,30,7,10,25,27,0,11,9,10,9,10,0,11,0,11,0,11,6,9
1400000US21111001800,21111001800,"Census Tract 18, Jefferson County, Kentucky",606,62,162,39,36,22,0,11,2,5,34,22,35,21,5,7,4,6,26,20,60,35,24,21,36,30,0,11,27,24,23,22,4,7,0,11,4,7,4,7,0,11,0,11,0,11,444,71,213,64,0,11,28,26,185,63,105,56,30,29,13,22,62,41,43,31,0,11,35,27,8,16,31,23,9,10,17,20,5,7,16,24,16,24,0,11,0,11,14,20,22,24
1400000US21111002100,21111002100,"Census Tract 21, Jefferson County, Kentucky",804,83,260,58,91,49,7,9,21,20,63,40,48,25,14,14,18,15,16,14,32,21,13,14,14,13,5,7,57,28,53,27,4,6,0,11,26,17,26,17,0,11,0,11,6,10,544,88,298,77,0,11,19,24,279,74,88,40,0,11,26,25,62,34,73,49,17,26,33,31,23,29,21,24,9,13,0,11,12,19,31,27,31,27,0,11,0,11,4,8,29,27
1400000US21111002300,21111002300,"Census Tract 23, Jefferson County, Kentucky",907,80,241,51,83,34,9,9,25,13,49,28,68,35,19,22,25,18,24,21,22,17,11,12,6,9,5,9,37,33,26,30,11,14,0,11,31,21,8,9,23,19,0,11,0,11,666,94,323,83,0,11,27,22,296,76,115,55,0,11,16,18,99,53,103,60,13,16,71,49,19,28,38,33,38,33,0,11,0,11,32,29,32,29,0,11,0,11,41,39,14,18
1400000US21111002400,21111002400,"Census Tract 24, Jefferson County, Kentucky",2137,196,487,142,135,95,0,16,0,16,135,95,107,72,0,16,73,63,34,38,60,46,28,32,32,30,0,16,93,78,93,78,0,16,0,16,92,75,47,60,34,40,11,20,0,16,1650,236,846,202,70,76,100,91,676,193,320,136,36,46,26,38,258,132,149,101,14,22,104,98,31,55,192,141,180,139,12,20,0,16,0,16,0,16,0,16,0,16,128,94,15,23
1400000US21111002700,21111002700,"Census Tract 27, Jefferson County, Kentucky",1056,145,184,82,48,31,7,11,22,21,19,21,39,24,31,25,8,13,0,11,63,61,26,32,31,50,6,10,18,21,18,21,0,11,0,11,16,18,16,18,0,11,0,11,0,11,872,149,494,159,0,11,52,39,442,153,89,54,17,13,34,43,38,27,105,83,88,82,9,14,8,13,53,46,43,49,10,16,0,11,10,19,10,19,0,11,0,11,66,65,55,67
1400000US21111002800,21111002800,"Census Tract 28, Jefferson County, Kentucky",756,61,284,57,71,30,5,7,5,8,61,29,83,39,6,8,44,33,33,19,44,24,12,12,23,18,9,10,57,32,51,31,6,9,0,11,29,19,29,19,0,11,0,11,0,11,472,76,225,63,0,11,19,17,206,65,120,50,4,7,39,34,77,38,35,28,24,24,7,10,4,6,52,35,32,26,20,24,0,11,5,7,0,11,5,7,0,11,14,15,21,28
1400000US21111003000,21111003000,"Census Tract 30, Jefferson County, Kentucky",1382,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1382,93,1026,139,247,99,336,133,443,124,147,61,86,60,34,40,27,27,16,18,16,18,0,11,0,11,0,11,0,11,0,11,0,11,5,8,5,8,0,11,0,11,106,61,82,59
1400000US21111003500,21111003500,"Census Tract 35, Jefferson County, Kentucky",1173,107,74,36,18,18,0,16,7,12,11,13,4,6,0,16,4,6,0,16,5,7,5,7,0,16,0,16,15,15,11,13,4,7,0,16,32,40,32,40,0,16,0,16,0,16,1099,108,528,109,118,69,99,42,311,87,173,61,44,34,23,27,106,43,165,94,23,22,34,32,108,91,28,28,28,28,0,16,0,16,26,24,17,19,9,14,0,16,132,60,47,38
1400000US21111003600,21111003600,"Census Tract 36, Jefferson County, Kentucky",2006,162,832,155,153,88,16,26,29,35,108,72,225,91,118,60,77,64,30,34,190,84,56,50,97,50,37,44,131,85,87,79,44,38,0,16,133,77,133,77,0,16,0,16,0,16,1174,210,302,135,0,16,49,79,253,113,427,161,0,16,126,96,301,157,209,117,139,109,41,41,29,36,115,87,50,56,65,61,0,16,42,67,42,67,0,16,0,16,70,79,9,17
1400000US21111003700,21111003700,"Census Tract 37, Jefferson County, Kentucky",726,72,185,38,36,22,8,10,0,11,28,19,53,28,11,10,20,16,22,16,26,17,14,15,5,7,7,9,38,23,26,19,12,11,0,11,32,18,32,18,0,11,0,11,0,11,541,76,216,54,0,11,29,28,187,54,120,51,19,17,29,24,72,44,47,32,11,17,25,23,11,19,84,46,45,31,30,29,9,14,44,30,44,30,0,11,0,11,22,24,8,9
1400000US21111003800,21111003800,"Census Tract 38, Jefferson County, Kentucky",1382,102,638,119,165,76,21,20,65,56,79,51,142,87,7,11,57,38,78,64,104,57,29,31,62,44,13,15,99,49,73,45,26,29,0,11,111,52,104,52,7,10,0,11,17,19,744,131,193,90,0,11,0,11,193,90,241,99,0,11,46,42,195,91,180,75,18,21,98,62,64,53,73,65,25,37,48,52,0,11,39,50,39,50,0,11,0,11,9,13,9,13
1400000US21111003900,21111003900,"Census Tract 39, Jefferson County, Kentucky",1316,118,758,97,103,56,62,51,8,13,33,23,180,85,35,31,58,57,87,48,129,66,42,39,40,33,47,45,224,83,163,74,50,38,11,17,117,63,117,63,0,11,0,11,5,8,558,132,120,71,0,11,0,11,120,71,149,74,0,11,39,43,110,62,71,41,25,31,34,25,12,18,125,82,65,55,60,57,0,11,49,52,41,51,8,14,0,11,29,25,15,17
1400000US21111004000,21111004000,"Census Tract 40, Jefferson County, Kentucky",723,60,316,67,43,23,10,10,10,11,23,19,106,44,20,17,20,15,66,40,30,23,5,7,17,18,8,10,82,36,61,31,21,14,0,11,49,37,45,37,4,6,0,11,6,8,407,72,142,61,29,29,0,11,113,56,129,57,34,30,35,37,60,38,39,34,0,11,39,34,0,11,56,40,39,35,17,19,0,11,19,20,19,20,0,11,0,11,13,19,9,10
1400000US21111004100,21111004100,"Census Tract 41, Jefferson County, Kentucky",1193,111,319,80,55,33,9,14,0,11,46,29,70,41,19,21,13,20,38,30,51,33,28,25,23,21,0,11,61,42,61,42,0,11,0,11,82,55,74,54,8,15,0,11,0,11,874,126,271,96,0,11,0,11,271,96,227,106,13,21,72,66,142,89,102,83,60,60,34,33,8,13,121,74,92,63,20,29,9,15,36,35,28,33,8,13,0,11,74,72,43,32
