GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46
1400000US21111004301,21111004301,"Census Tract 43.01, Jefferson County, Kentucky",1894,108,303,87,46,45,0,11,0,11,46,45,97,51,72,46,16,19,9,12,31,21,24,22,0,11,7,11,104,62,78,56,26,27,0,11,25,24,25,24,0,11,0,11,0,11,1591,140,805,151,9,11,79,42,717,155,399,125,49,46,206,98,144,81,105,67,17,27,67,51,21,36,168,91,160,89,8,15,0,11,71,57,71,57,0,11,0,11,27,31,16,25
1400000US21111004302,21111004302,"Census Tract 43.02, Jefferson County, Kentucky",502,55,163,48,18,16,0,11,0,11,18,16,14,15,5,7,0,11,9,13,52,32,42,27,10,15,0,11,64,28,64,28,0,11,0,11,15,15,15,15,0,11,0,11,0,11,339,65,149,50,0,11,0,11,149,50,81,36,0,11,25,27,56,30,43,30,5,8,34,29,4,7,44,28,6,9,38,28,0,11,18,19,18,19,0,11,0,11,4,6,0,11
1400000US21111004400,21111004400,"Census Tract 44, Jefferson County, Kentucky",1718,128,1053,120,205,96,23,24,42,32,140,90,129,58,79,49,17,20,33,27,232,89,88,55,94,64,50,46,203,66,144,57,59,38,0,11,284,79,249,76,35,25,0,11,0,11,665,142,237,85,0,11,9,14,228,84,193,76,0,11,98,57,95,60,169,95,53,54,29,38,87,71,50,31,33,26,17,18,0,11,8,12,8,12,0,11,0,11,0,11,8,12
1400000US21111004500,21111004500,"Census Tract 45, Jefferson County, Kentucky",1221,126,710,124,120,65,54,42,0,11,66,56,62,34,43,29,10,15,9,14,155,75,68,50,60,48,27,26,197,78,130,60,58,48,9,15,176,66,166,64,10,16,0,11,0,11,511,120,184,84,0,11,0,11,184,84,141,84,0,11,68,63,73,64,65,43,23,36,16,18,26,24,27,31,27,31,0,11,0,11,38,41,38,41,0,11,0,11,26,39,30,30
1400000US21111004600,21111004600,"Census Tract 46, Jefferson County, Kentucky",1526,102,967,106,111,44,0,11,36,27,75,40,203,70,73,39,52,32,78,37,89,65,18,21,62,58,9,14,219,68,146,64,73,44,0,11,328,78,285,81,43,31,0,11,17,18,559,113,164,67,8,12,9,13,147,68,150,81,0,11,75,62,75,55,74,56,43,43,31,37,0,11,85,50,85,50,0,11,0,11,55,37,55,37,0,11,0,11,0,11,31,27
1400000US21111004900,21111004900,"Census Tract 49, Jefferson County, Kentucky",1536,123,150,56,8,14,0,11,0,11,8,14,12,18,0,11,0,11,12,18,0,11,0,11,0,11,0,11,22,24,13,20,9,14,0,11,108,49,88,47,0,11,20,28,0,11,1386,129,772,137,46,46,187,74,539,125,245,83,69,45,65,44,111,62,97,63,30,33,53,49,14,16,85,42,36,29,49,39,0,11,91,46,78,41,0,11,13,20,45,34,51,39
1400000US21111005000,21111005000,"Census Tract 50, Jefferson County, Kentucky",1098,87,86,37,24,23,7,8,0,11,17,22,10,11,5,8,0,11,5,8,14,23,14,23,0,11,0,11,29,15,24,14,0,11,5,7,5,8,5,8,0,11,0,11,4,7,1012,92,474,78,0,11,122,55,352,74,259,84,39,37,50,47,170,58,79,46,5,8,53,38,21,21,54,38,36,31,18,23,0,11,61,37,61,37,0,11,0,11,57,46,28,27
1400000US21111005100,21111005100,"Census Tract 51, Jefferson County, Kentucky",2299,133,249,94,37,35,0,11,0,11,37,35,31,48,0,11,0,11,31,48,25,28,14,21,0,11,11,18,61,67,12,19,39,62,10,17,95,59,74,48,11,18,10,17,0,11,2050,161,1388,198,104,68,463,189,821,188,393,154,27,30,261,134,105,93,110,65,70,51,14,22,26,30,44,35,15,24,15,25,14,22,84,78,84,78,0,11,0,11,14,22,17,27
1400000US21111005200,21111005200,"Census Tract 52, Jefferson County, Kentucky",2004,132,292,105,33,31,0,11,11,17,22,26,60,52,12,20,24,42,24,29,0,11,0,11,0,11,0,11,53,47,31,34,0,11,22,28,146,77,130,75,11,19,5,16,0,11,1712,159,811,185,0,11,0,11,811,185,438,166,10,25,138,110,290,132,205,112,193,110,12,19,0,11,107,74,96,73,0,11,11,19,53,46,53,46,0,11,0,11,62,68,36,57
1400000US21111005300,21111005300,"Census Tract 53, Jefferson County, Kentucky",741,88,33,21,3,5,0,11,0,11,3,5,11,11,7,10,0,11,4,7,4,7,0,11,4,7,0,11,0,11,0,11,0,11,0,11,15,16,15,16,0,11,0,11,0,11,708,89,332,95,11,20,9,16,312,90,131,62,5,10,16,16,110,61,148,71,69,52,65,47,14,17,27,17,6,10,14,10,7,11,43,32,43,32,0,11,0,11,13,15,14,22
1400000US21111005600,21111005600,"Census Tract 56, Jefferson County, Kentucky",1480,133,311,70,46,35,0,11,13,15,33,32,37,25,27,20,2,6,8,12,62,39,30,22,32,36,0,11,91,39,82,37,9,14,0,11,75,34,68,34,7,14,0,11,0,11,1169,127,329,92,20,28,16,16,293,91,313,103,0,11,153,70,160,81,237,104,187,90,8,14,42,53,123,70,120,69,3,7,0,11,118,69,118,69,0,11,0,11,9,13,40,45
1400000US21111005900,21111005900,"Census Tract 59, Jefferson County, Kentucky",2438,163,211,84,7,17,0,11,7,17,0,11,38,42,8,15,0,11,30,37,61,36,10,13,40,32,11,20,34,42,34,42,0,11,0,11,71,60,56,55,0,11,15,24,0,11,2227,181,1240,208,199,94,477,169,564,163,403,135,28,47,112,93,263,99,269,127,92,89,166,91,11,19,69,62,50,52,19,31,0,11,68,55,15,23,53,50,0,11,134,95,44,41
1400000US21111006200,21111006200,"Census Tract 62, Jefferson County, Kentucky",608,93,187,58,44,26,0,11,6,10,38,23,47,27,22,20,0,11,25,19,13,13,7,8,0,11,6,10,45,41,45,41,0,11,0,11,38,23,38,23,0,11,0,11,0,11,421,105,147,73,32,33,0,11,115,62,80,46,0,11,11,12,69,44,64,37,9,10,55,35,0,11,56,48,45,44,11,18,0,11,36,38,36,38,0,11,0,11,24,25,14,20
1400000US21111006300,21111006300,"Census Tract 63, Jefferson County, Kentucky",831,79,483,73,102,37,0,11,7,11,95,39,68,24,28,20,17,15,23,15,57,26,16,12,10,11,31,19,118,47,91,46,21,16,6,9,133,56,128,54,5,9,0,11,5,7,348,76,84,44,0,11,6,10,78,45,98,42,0,11,32,25,66,40,99,50,45,40,21,16,33,27,37,28,13,13,24,25,0,11,5,7,5,7,0,11,0,11,8,12,17,21
1400000US21111006400,21111006400,"Census Tract 64, Jefferson County, Kentucky",903,65,417,59,24,19,7,10,0,11,17,13,78,34,8,11,19,17,51,25,36,21,5,8,8,9,23,16,76,36,22,18,47,33,7,9,203,51,164,45,39,31,0,11,0,11,486,74,104,47,0,11,0,11,104,47,150,55,4,8,27,27,119,47,41,24,10,10,24,19,7,11,78,45,66,43,12,13,0,11,98,42,85,41,13,11,0,11,3,5,12,12
1400000US21111006500,21111006500,"Census Tract 65, Jefferson County, Kentucky",1223,105,244,79,85,45,0,11,43,38,42,30,25,23,8,12,13,16,4,8,38,42,38,42,0,11,0,11,43,32,16,17,27,30,0,11,53,39,53,39,0,11,0,11,0,11,979,111,460,102,53,36,14,17,393,104,273,103,53,45,69,55,151,78,52,40,0,11,44,39,8,11,157,88,113,77,25,29,19,31,15,16,15,16,0,11,0,11,11,19,11,18
1400000US21111006600,21111006600,"Census Tract 66, Jefferson County, Kentucky",944,98,296,83,22,24,0,11,0,11,22,24,26,32,18,31,0,11,8,12,54,32,26,23,20,19,8,12,59,46,40,33,19,28,0,11,135,60,116,62,15,19,4,7,0,11,648,111,209,89,0,11,0,11,209,89,166,67,18,22,54,34,94,53,107,67,67,59,23,22,17,19,45,33,33,27,12,19,0,11,75,41,59,38,0,11,16,24,42,47,4,7
