GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",1329,304,479,308,850,331
0500000US01043,01043,"Cullman County, Alabama",673,206,116,105,557,219
0500000US01049,01049,"DeKalb County, Alabama",1033,155,111,160,922,228
0500000US01055,01055,"Etowah County, Alabama",744,195,311,227,433,273
0500000US01069,01069,"Houston County, Alabama",510,156,190,95,320,164
0500000US01073,01073,"Jefferson County, Alabama",4771,536,1014,482,3757,618
0500000US01081,01081,"Lee County, Alabama",706,231,343,222,363,216
0500000US01083,01083,"Limestone County, Alabama",501,161,243,178,258,134
0500000US01089,01089,"Madison County, Alabama",1966,491,1575,580,391,234
0500000US01095,01095,"Marshall County, Alabama",1965,404,471,320,1494,450
0500000US01097,01097,"Mobile County, Alabama",2052,425,912,505,1140,414
0500000US01101,01101,"Montgomery County, Alabama",842,199,344,188,498,141
0500000US01103,01103,"Morgan County, Alabama",1298,292,627,288,671,262
0500000US01117,01117,"Shelby County, Alabama",1240,281,850,407,390,368
0500000US01125,01125,"Tuscaloosa County, Alabama",877,251,124,155,753,285
0500000US02020,02020,"Anchorage Municipality, Alaska",5703,862,2747,689,2956,830
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",885,424,197,210,688,414
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",698,208,475,176,223,178
0500000US04001,04001,"Apache County, Arizona",1060,265,928,249,132,148
0500000US04003,04003,"Cochise County, Arizona",11516,1111,8335,967,3181,852
0500000US04005,04005,"Coconino County, Arizona",4131,751,2322,657,1809,667
0500000US04013,04013,"Maricopa County, Arizona",276597,4249,143617,5141,132980,4823
0500000US04015,04015,"Mohave County, Arizona",7450,899,3522,910,3928,919
0500000US04017,04017,"Navajo County, Arizona",2891,712,1875,633,1016,586
0500000US04019,04019,"Pima County, Arizona",90675,2473,52361,2445,38314,2839
0500000US04021,04021,"Pinal County, Arizona",19736,1195,15091,1491,4645,1241
0500000US04025,04025,"Yavapai County, Arizona",8605,1204,4915,1076,3690,1040
0500000US04027,04027,"Yuma County, Arizona",29000,1440,17918,1657,11082,1871
0500000US05007,05007,"Benton County, Arkansas",5593,1080,2633,949,2960,668
0500000US05031,05031,"Craighead County, Arkansas",728,128,320,228,408,213
0500000US05051,05051,"Garland County, Arkansas",750,405,155,134,595,448
0500000US05069,05069,"Jefferson County, Arkansas",281,136,194,159,87,84
0500000US05119,05119,"Pulaski County, Arkansas",3923,474,2291,765,1632,642
0500000US05125,05125,"Saline County, Arkansas",370,189,120,105,250,172
0500000US05131,05131,"Sebastian County, Arkansas",2828,426,1106,475,1722,664
0500000US05143,05143,"Washington County, Arkansas",5862,882,1753,701,4109,820
0500000US05145,05145,"White County, Arkansas",436,200,201,184,235,104
0500000US06001,06001,"Alameda County, California",76926,3524,37565,3018,39361,3137
0500000US06007,06007,"Butte County, California",7296,807,3254,812,4042,822
0500000US06013,06013,"Contra Costa County, California",54447,3131,34860,2507,19587,3248
0500000US06017,06017,"El Dorado County, California",4429,811,2686,643,1743,547
0500000US06019,06019,"Fresno County, California",104813,2875,47681,3140,57132,3769
0500000US06023,06023,"Humboldt County, California",3447,505,883,411,2564,528
0500000US06025,06025,"Imperial County, California",31126,1239,16794,1609,14332,1767
0500000US06029,06029,"Kern County, California",78646,2446,42768,2823,35878,3090
0500000US06031,06031,"Kings County, California",14725,880,7397,1065,7328,1076
0500000US06033,06033,"Lake County, California",2757,676,2317,680,440,333
0500000US06037,06037,"Los Angeles County, California",1135563,9476,453606,9786,681957,12847
0500000US06039,06039,"Madera County, California",15886,1283,9455,1272,6431,1321
0500000US06041,06041,"Marin County, California",8943,998,3108,724,5835,1100
0500000US06045,06045,"Mendocino County, California",4543,639,1454,667,3089,746
0500000US06047,06047,"Merced County, California",30530,1262,15361,1548,15169,1781
0500000US06053,06053,"Monterey County, California",44070,2003,18058,1942,26012,2179
0500000US06055,06055,"Napa County, California",8496,992,4012,780,4484,1208
0500000US06057,06057,"Nevada County, California",1455,537,1025,589,430,333
0500000US06059,06059,"Orange County, California",215271,4819,97534,4269,117737,5368
0500000US06061,06061,"Placer County, California",10199,1575,5349,1312,4850,1021
0500000US06065,06065,"Riverside County, California",190310,4313,116868,4997,73442,4738
0500000US06067,06067,"Sacramento County, California",74185,2674,37708,2921,36477,2943
0500000US06071,06071,"San Bernardino County, California",208272,4983,130512,4813,77760,5077
0500000US06073,06073,"San Diego County, California",222552,4161,99383,4573,123169,4508
0500000US06075,06075,"San Francisco County, California",33394,1448,9958,1256,23436,1831
0500000US06077,06077,"San Joaquin County, California",54520,1948,28873,2136,25647,2039
0500000US06079,06079,"San Luis Obispo County, California",11203,983,4406,886,6797,982
0500000US06081,06081,"San Mateo County, California",43252,2532,15977,1653,27275,2479
0500000US06083,06083,"Santa Barbara County, California",35769,2173,14553,1698,21216,2473
0500000US06085,06085,"Santa Clara County, California",109408,3332,53258,3167,56150,3610
0500000US06087,06087,"Santa Cruz County, California",16100,1389,6359,1145,9741,1599
0500000US06089,06089,"Shasta County, California",3677,817,1145,395,2532,790
0500000US06095,06095,"Solano County, California",21376,1436,11874,1433,9502,1483
0500000US06097,06097,"Sonoma County, California",24208,1176,11759,1594,12449,1585
0500000US06099,06099,"Stanislaus County, California",44816,2117,24724,1985,20092,2411
0500000US06101,06101,"Sutter County, California",6144,688,3612,744,2532,807
0500000US06107,06107,"Tulare County, California",53931,1545,25973,1720,27958,2309
0500000US06111,06111,"Ventura County, California",66468,2454,36301,2538,30167,2913
0500000US06113,06113,"Yolo County, California",14136,1199,7433,998,6703,1167
0500000US06115,06115,"Yuba County, California",3215,508,1818,507,1397,598
0500000US08001,08001,"Adams County, Colorado",41553,1877,22825,2503,18728,2579
0500000US08005,08005,"Arapahoe County, Colorado",25057,1590,12811,1512,12246,1671
0500000US08013,08013,"Boulder County, Colorado",10072,982,5533,1133,4539,1092
0500000US08031,08031,"Denver County, Colorado",57600,1810,25064,2475,32536,2657
0500000US08035,08035,"Douglas County, Colorado",5462,796,3737,655,1725,608
0500000US08041,08041,"El Paso County, Colorado",20866,1409,10173,1339,10693,1615
0500000US08059,08059,"Jefferson County, Colorado",21202,1597,11001,1404,10201,1565
0500000US08069,08069,"Larimer County, Colorado",7670,943,3326,779,4344,989
0500000US08077,08077,"Mesa County, Colorado",4447,661,2167,611,2280,575
0500000US08101,08101,"Pueblo County, Colorado",20791,1076,12046,1273,8745,1160
0500000US08123,08123,"Weld County, Colorado",16459,1152,9170,1253,7289,1372
0500000US09001,09001,"Fairfield County, Connecticut",35509,2062,14551,1973,20958,2546
0500000US09003,09003,"Hartford County, Connecticut",35520,1489,9763,1352,25757,1954
0500000US09005,09005,"Litchfield County, Connecticut",1600,442,831,473,769,441
0500000US09007,09007,"Middlesex County, Connecticut",1690,346,1345,459,345,296
0500000US09009,09009,"New Haven County, Connecticut",31279,1578,11028,1425,20251,2298
0500000US09011,09011,"New London County, Connecticut",4376,631,1999,624,2377,689
0500000US09013,09013,"Tolland County, Connecticut",1049,383,501,349,548,377
0500000US09015,09015,"Windham County, Connecticut",2548,353,795,446,1753,458
0500000US10001,10001,"Kent County, Delaware",1482,292,738,339,744,373
0500000US10003,10003,"New Castle County, Delaware",8634,842,3607,610,5027,837
0500000US10005,10005,"Sussex County, Delaware",2406,275,793,267,1613,335
0500000US11001,11001,"District of Columbia, District of Columbia",15540,1073,4471,911,11069,1132
0500000US12001,12001,"Alachua County, Florida",5619,872,1950,405,3669,838
0500000US12005,12005,"Bay County, Florida",2200,379,1152,512,1048,438
0500000US12009,12009,"Brevard County, Florida",9887,1352,6757,1009,3130,1032
0500000US12011,12011,"Broward County, Florida",128327,3401,82371,3413,45956,3530
0500000US12015,12015,"Charlotte County, Florida",2183,398,1913,469,270,320
0500000US12017,12017,"Citrus County, Florida",1819,461,1132,412,687,360
0500000US12019,12019,"Clay County, Florida",3080,663,1989,607,1091,595
0500000US12021,12021,"Collier County, Florida",18521,1364,8788,1275,9733,1551
0500000US12031,12031,"Duval County, Florida",14659,1076,7004,1069,7655,1061
0500000US12033,12033,"Escambia County, Florida",2801,546,1080,415,1721,522
0500000US12035,12035,"Flagler County, Florida",1798,511,1222,385,576,441
0500000US12053,12053,"Hernando County, Florida",3133,579,2060,348,1073,573
0500000US12055,12055,"Highlands County, Florida",3621,469,2212,630,1409,622
