GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35
0500000US29031,29031,"Cape Girardeau County, Missouri",51042,733,24282,572,118,178,52,82,42,75,275,226,349,255,195,163,691,546,117,109,7536,1558,1861,678,4213,985,1627,621,3965,894,2239,837,608,356,394,301,26760,494,7,13,71,120,166,173,460,465,446,299,497,389,692,364,332,245,8134,1475,1463,561,5185,1130,968,418,4872,998,2339,648,798,507,330,261
0500000US29037,29037,"Cass County, Missouri",69730,521,33452,505,74,75,0,187,62,110,426,410,121,147,495,342,598,494,428,267,12108,1378,2995,706,6092,1012,2416,692,5128,925,1848,788,635,331,26,34,36278,528,354,257,53,79,218,241,264,228,360,367,306,272,227,203,557,359,11289,1263,3383,851,6528,1164,3563,723,5561,977,2996,891,432,251,187,180
0500000US29043,29043,"Christian County, Missouri",56354,471,26697,404,29,36,0,187,0,187,449,311,305,322,961,626,972,643,431,303,7190,1049,2681,733,4655,1111,2459,858,4966,1010,1148,458,229,207,222,185,29657,604,274,247,0,187,0,187,160,185,191,187,381,288,361,312,841,460,8370,1294,2779,695,5535,1326,2768,946,5312,1003,2261,722,219,187,205,205
0500000US29047,29047,"Clay County, Missouri",160909,1187,77574,925,78,92,119,129,136,212,857,555,357,270,1014,619,1015,607,747,428,25010,2460,5536,1148,10307,1311,6513,1086,18920,2217,4869,990,1547,548,549,349,83335,863,414,378,402,424,343,405,377,354,498,385,1101,534,861,465,916,592,22236,2275,6955,1231,12771,1898,7694,1286,20027,2286,6924,1364,1177,572,639,358
0500000US29051,29051,"Cole County, Missouri",51887,1055,25840,932,56,106,105,139,19,36,326,184,539,354,403,217,904,431,294,241,9095,1141,2156,865,2286,768,1496,612,4709,999,2551,735,624,387,277,253,26047,531,168,213,0,187,189,221,553,325,186,183,175,177,165,155,271,210,6340,1097,1921,600,3982,1058,2882,848,5710,1090,2882,783,516,306,107,135
0500000US29071,29071,"Franklin County, Missouri",70984,716,35023,608,325,217,30,62,258,387,558,293,138,169,718,489,1086,647,594,399,13139,1525,2746,837,4458,1040,3047,823,5063,1165,2520,747,140,173,203,181,35961,476,329,291,123,156,86,137,876,415,829,459,775,378,607,276,164,119,9504,1137,3214,833,6416,1379,4438,1167,5915,1179,2442,721,157,168,86,97
0500000US29077,29077,"Greene County, Missouri",187052,1463,89937,1117,557,331,171,174,528,346,952,461,789,503,1095,632,1091,433,1188,498,26862,2554,7385,1433,15546,1697,7000,1373,17660,1877,5831,1030,1894,580,1388,566,97115,997,725,330,47,76,248,221,1308,437,963,458,2258,976,1375,639,1254,657,27342,2327,6583,1003,17967,2175,8105,1310,18339,2138,8169,1275,1650,519,782,408
0500000US29095,29095,"Jackson County, Missouri",467734,573,221522,367,2336,783,445,332,2234,813,1762,711,2357,774,3601,937,4432,1114,2968,983,68383,3150,15138,1925,34306,2553,13794,1683,44908,3023,16508,1668,5892,1078,2458,621,246212,712,1740,600,821,485,2342,857,2559,788,2280,835,4316,1036,4620,975,3388,760,70022,3085,19288,1972,40117,3011,18880,2338,47627,3116,21810,2123,4505,920,1897,552
0500000US29097,29097,"Jasper County, Missouri",77593,704,36717,542,411,410,140,147,539,313,466,296,1082,559,920,504,653,340,823,456,14093,1453,2124,618,6438,1144,2509,849,3920,934,1689,793,274,197,636,369,40876,521,438,424,405,379,488,424,464,329,539,313,1046,577,964,427,814,476,13957,1736,3438,1014,5007,1015,3486,1053,7532,1337,1892,684,232,179,174,227
0500000US29099,29099,"Jefferson County, Missouri",154362,465,75291,492,631,514,165,214,169,185,1207,596,1131,566,3054,1057,2657,1075,1383,478,25248,2212,5966,995,12739,1581,8022,1347,8994,1487,3204,892,399,260,322,317,79071,445,240,219,120,141,296,277,801,354,2065,943,1972,669,2038,712,1488,518,23352,1801,6417,987,13818,1611,10693,1622,11209,1393,3741,832,402,261,419,293
0500000US29165,29165,"Platte County, Missouri",66410,706,32428,686,107,155,14,24,0,187,81,123,11,19,462,372,144,182,374,297,7228,1230,1821,563,5280,914,2584,733,9681,1360,3650,868,658,382,333,239,33982,694,319,172,11,19,0,187,581,566,244,305,128,126,552,401,249,264,6543,1084,1895,656,6613,1299,2776,798,9057,1305,3937,879,1004,581,73,98
0500000US29183,29183,"St. Charles County, Missouri",264104,1314,127714,977,235,174,144,153,168,184,744,445,698,379,1320,589,662,333,1521,560,29941,2555,9939,1387,20775,2600,11029,1567,33368,2595,13567,1670,2627,667,976,418,136390,808,335,236,165,166,113,176,1387,543,353,269,1879,755,1259,656,1826,525,33634,2299,9556,1399,19402,1945,13014,1729,34179,2354,17043,1997,1085,397,1160,564
0500000US29187,29187,"St. Francois County, Missouri",46902,406,25664,457,350,237,105,143,0,187,698,443,351,225,1162,463,804,319,598,409,11072,1049,3035,864,3549,936,1391,629,1222,460,1049,498,143,153,135,149,21238,180,15,26,0,187,0,187,731,434,370,412,566,336,587,372,624,444,7625,1201,1987,741,2905,875,2065,668,3075,1001,593,324,95,156,0,187
0500000US29189,29189,"St. Louis County, Missouri",690608,763,316963,551,1743,696,770,585,1343,709,3578,1126,1357,628,4072,1246,5362,1305,4400,1036,65769,3076,16591,1746,47382,3434,23042,2579,80099,3765,38919,2398,13910,1825,8626,1236,373645,665,1852,699,1131,659,908,452,4170,1025,2106,826,4779,933,5581,1234,4229,949,80535,3918,21857,2296,56213,3539,31405,3132,91965,3710,53476,2961,6589,1198,6849,1218
0500000US29510,29510,"St. Louis city, Missouri",218935,376,104164,473,797,388,331,296,290,259,1554,676,1371,603,2850,820,3853,876,2616,612,27514,1879,4762,819,15432,1994,7421,1356,20036,1629,8975,1322,3338,856,3024,885,114771,571,1549,604,378,409,343,264,1312,481,2030,715,3087,718,4060,1074,2101,711,24572,2204,8646,1497,19107,2107,8351,1305,20272,2036,12573,1523,2994,790,3396,821
0500000US30013,30013,"Cascade County, Montana",55456,579,27829,483,127,153,82,128,159,233,791,434,189,160,247,153,559,344,407,209,8475,925,2680,594,4841,1038,3048,769,4748,797,1061,404,360,246,55,55,27627,519,149,132,0,168,31,51,207,192,268,263,606,433,538,292,503,331,8097,905,2223,598,5204,1075,3082,744,4691,815,1869,534,159,151,0,168
0500000US30029,30029,"Flathead County, Montana",69263,465,33943,504,32,66,51,83,0,168,127,182,33,38,597,489,1133,574,402,270,10600,1423,2677,711,4987,1053,2840,772,6007,1044,2199,727,1551,629,707,425,35320,509,15,27,0,168,68,98,100,114,117,148,705,429,184,180,371,265,8871,1489,3123,762,6191,1230,5033,1511,7278,1069,2328,846,718,436,218,189
0500000US30031,30031,"Gallatin County, Montana",66512,604,34064,600,0,168,0,168,0,168,275,292,69,92,432,378,169,150,721,470,5264,1185,2072,632,4793,891,3519,1005,10944,1554,3396,733,1434,546,976,335,32448,469,35,47,0,168,457,509,142,127,43,56,29,50,217,199,136,146,6008,1139,1137,356,5025,991,3157,924,10904,1288,3722,794,1234,566,202,146
0500000US30049,30049,"Lewis and Clark County, Montana",47137,338,22493,457,43,70,0,168,0,168,195,235,45,79,219,247,339,226,140,139,5661,1214,1602,711,3846,921,1912,676,5436,1132,2601,694,367,238,87,103,24644,421,0,168,0,168,0,168,78,74,48,81,104,129,250,247,86,116,6057,1150,1476,559,4364,1077,2946,1022,5729,988,2961,871,293,234,252,190
0500000US30063,30063,"Missoula County, Montana",77932,977,39250,1098,85,152,0,168,0,168,262,317,269,233,585,595,778,591,650,349,8531,1577,2315,704,7903,1377,2807,971,8965,1282,2896,770,1829,726,1375,604,38682,630,167,251,182,276,0,168,23,38,190,222,547,363,964,592,464,359,7355,1371,2041,698,5983,1115,3812,1041,10790,1530,3712,728,2001,830,451,340
0500000US30111,30111,"Yellowstone County, Montana",107635,1097,52306,821,144,104,130,193,0,168,894,484,351,238,612,401,466,415,735,456,17446,1783,3157,813,7867,1347,3908,938,11668,1349,3304,861,1061,413,563,281,55329,1141,364,288,64,94,86,143,348,286,403,257,568,345,788,439,724,432,17894,1738,3903,907,8165,1150,4265,1056,12115,1393,4282,850,858,468,502,260
0500000US31055,31055,"Douglas County, Nebraska",360304,226,174916,213,2872,717,1548,762,2684,825,2587,840,2720,913,2710,773,2447,725,2257,640,41559,2725,9157,1286,27528,2103,12509,1518,42503,2662,12469,1411,6242,1053,3124,592,185388,283,3030,815,2457,953,2242,829,1290,448,2198,765,1596,585,2458,734,2177,646,38315,2819,12604,1473,28072,2536,15347,1824,50407,2891,18037,2195,3419,740,1739,442
0500000US31109,31109,"Lancaster County, Nebraska",191838,1063,96356,1021,1175,517,589,362,513,350,1107,638,1028,531,620,356,1041,467,2251,723,21900,2012,6366,1112,13966,1663,9921,1208,22379,1755,7484,1212,3225,721,2791,796,95482,792,865,356,314,263,261,261,733,456,356,280,310,226,1368,580,792,411,18728,1524,6796,1262,12415,1392,11209,1260,26741,1606,10327,1263,2225,674,2042,543
0500000US31153,31153,"Sarpy County, Nebraska",113848,642,55794,658,422,292,29,53,534,473,253,218,78,94,78,76,480,343,646,306,12746,1337,3688,833,9843,1315,5167,947,13776,1370,6277,965,897,333,880,410,58054,589,357,288,112,178,265,241,112,107,333,274,644,382,925,511,470,259,12720,1287,4443,862,9041,1422,5515,1193,15956,1437,5919,936,818,321,424,210
0500000US32003,32003,"Clark County, Nevada",1464406,734,722587,486,13907,1992,6295,1331,20085,2840,7415,1580,14421,2521,11880,2080,13965,1784,17940,2123,221989,7359,48971,3759,130511,5439,51378,3507,108993,5916,34838,2719,13895,1589,6104,1110,741819,454,13162,1845,8369,1629,17606,2590,8493,1675,14122,2148,11445,1513,14972,2340,18285,2058,212390,6849,54497,3608,132578,5230,58953,3884,119774,5188,44382,3277,9022,1516,3769,920
0500000US32031,32031,"Washoe County, Nevada",312348,651,155746,317,2759,803,830,650,2220,964,2182,1003,2356,810,2789,906,2558,1008,4033,1043,40789,2776,12779,1728,28557,2582,10743,1524,25130,2097,9727,1360,4780,994,3514,863,156602,528,2720,843,2260,1095,2629,964,1487,594,2852,961,3252,1113,1959,843,2029,654,35888,2958,12448,1388,28495,2434,12637,1905,29889,2353,14717,1880,1823,648,1517,677
0500000US33005,33005,"Cheshire County, New Hampshire",52767,520,25932,417,152,163,236,315,63,79,230,195,408,274,312,296,812,566,392,258,9315,1259,1521,565,2294,693,2440,726,4311,890,2320,653,725,355,401,231,26835,246,64,77,167,263,0,187,302,273,30,33,464,433,401,231,135,165,7872,1248,1378,431,3969,1010,2359,700,5838,923,2758,618,652,323,446,254
0500000US33009,33009,"Grafton County, New Hampshire",63203,627,30724,732,169,236,12,19,0,187,774,404,240,214,779,468,585,345,273,200,8867,1104,1526,456,2837,738,1756,544,5867,1026,3365,1031,1506,547,2168,659,32479,435,119,146,20,26,0,187,322,324,190,196,256,164,467,244,367,225,7739,1053,1409,460,4255,905,2640,604,7727,1290,5154,1021,748,464,1066,541
0500000US33011,33011,"Hillsborough County, New Hampshire",286364,1083,139408,574,1436,575,39,65,215,302,2699,815,2372,850,2220,676,3321,1018,1417,562,35837,2490,9301,1325,15748,2005,12590,1806,34622,2457,13587,1722,2847,798,1157,421,146956,866,1253,560,0,187,618,531,1834,627,1457,687,1743,763,1970,675,1751,630,37088,2174,9334,1328,18806,1950,16619,1889,34470,2591,17209,1907,1926,647,878,503
0500000US33013,33013,"Merrimack County, New Hampshire",105578,755,51671,845,235,155,187,302,108,177,1091,511,347,181,642,348,1478,494,851,397,15171,1553,2724,672,5882,1097,5264,978,9868,1250,5255,891,1823,446,745,399,53907,650,280,339,0,187,0,187,184,193,173,154,559,293,481,229,704,380,12695,1540,2514,744,8982,1407,7215,1052,11812,1206,6438,912,1022,437,848,348
0500000US33015,33015,"Rockingham County, New Hampshire",219845,613,107077,671,500,265,356,365,124,176,743,397,1457,816,819,319,715,404,1849,590,26523,2126,5329,920,13786,1789,11933,1443,27519,2423,12381,1588,1665,605,1378,461,112768,528,421,251,158,181,136,147,1293,601,232,220,562,445,974,456,847,408,29013,2303,6993,1219,13655,1824,12779,1459,27615,2114,14343,1602,2551,751,1196,438
0500000US33017,33017,"Strafford County, New Hampshire",83065,568,40396,596,197,257,146,212,32,56,810,591,194,198,283,327,410,286,807,377,10617,1406,3112,856,4570,1138,4469,883,8864,1261,3710,897,1248,557,927,447,42669,536,74,107,0,187,0,187,199,271,235,195,926,582,229,212,379,221,11848,1662,2422,674,7820,1185,4241,986,8977,1271,4173,856,424,285,722,493
0500000US34001,34001,"Atlantic County, New Jersey",186643,564,88302,367,925,421,158,212,863,499,1560,660,1559,645,1411,537,1216,553,2359,666,30071,2377,5982,1042,14351,1891,5041,979,15329,1547,4665,980,1886,563,926,455,98341,393,1429,577,126,147,1975,731,1065,543,1378,680,1132,466,2374,918,1860,686,31725,2150,6710,1357,12436,1659,7392,1425,19128,2011,8102,1410,898,395,611,336
0500000US34003,34003,"Bergen County, New Jersey",660788,65,313009,75,2343,563,1897,718,5357,1923,3374,1039,1636,603,2645,932,2049,692,4450,934,67843,3590,13577,1851,34368,2822,15868,1841,95308,4523,41472,2583,13515,1458,7307,1429,347779,34,3637,825,1717,632,5092,1325,4247,1222,3048,920,3594,997,3229,864,3696,743,79617,3528,13578,1582,36587,3115,22312,2271,105518,4423,46843,3575,9048,1329,6016,869
0500000US34005,34005,"Burlington County, New Jersey",315389,206,151684,202,1102,471,140,135,268,177,1308,751,1512,681,1454,593,1580,547,1981,605,49279,3245,9543,1383,18189,1843,11334,1606,33061,1980,14383,1590,4168,841,2382,693,163705,176,1133,608,327,271,746,383,1286,499,574,391,1916,909,2130,672,2512,634,44406,2643,11244,1585,19051,2156,15167,1808,41360,2560,16997,1498,3171,731,1685,464
0500000US34007,34007,"Camden County, New Jersey",349245,239,164457,202,2460,697,782,455,932,606,1514,654,3588,1354,3361,976,4186,1178,3152,936,52110,3142,10970,1384,22761,2202,8838,1563,31469,2253,11702,1528,4337,919,2295,651,184788,139,3181,950,807,415,1635,744,2232,771,1774,700,3623,871,3057,852,2624,608,54422,3348,10546,1342,26313,2694,14730,1827,38852,3152,16191,1617,3411,752,1390,556
0500000US34009,34009,"Cape May County, New Jersey",70487,865,33119,759,707,701,0,200,60,108,900,656,305,280,341,227,683,432,347,190,10602,1342,2166,580,4502,805,2050,537,6552,972,2478,595,1121,342,305,171,37368,437,409,320,0,200,134,140,233,201,716,512,634,441,515,321,389,236,11877,1390,2551,698,4283,925,3860,801,8125,1079,3162,538,308,155,172,126
0500000US34011,34011,"Cumberland County, New Jersey",104422,334,53178,305,992,505,952,676,1985,859,1936,671,1990,748,1687,537,2573,733,1537,644,22508,1873,3103,882,5487,1166,2762,917,3747,833,1316,634,445,357,158,151,51244,303,1263,637,628,529,1017,608,1807,673,1726,765,1397,846,1274,502,1114,501,17900,1803,3203,808,6187,1198,4962,1053,6706,1430,1760,659,162,162,138,167
0500000US34013,34013,"Essex County, New Jersey",534056,80,249553,23,4830,1162,2428,689,5757,1437,6035,1605,4002,1145,3785,1057,4844,1189,5574,1137,71618,3887,9323,1467,33486,3427,13740,1957,50074,3162,22260,2182,7796,1066,4001,874,284503,63,5132,1253,3688,799,5182,1108,5633,1550,4151,1152,3616,951,5578,1128,5474,907,77150,3778,12473,1613,39713,2782,18476,2451,57409,3883,30897,2504,6752,1119,3179,745
0500000US34015,34015,"Gloucester County, New Jersey",200633,510,94933,154,688,408,382,287,573,454,709,407,637,442,1595,651,1075,652,1924,652,33248,2344,7079,1117,11766,1720,8244,1333,18032,1678,6028,1296,1696,669,1257,473,105700,428,665,358,467,496,1049,676,797,567,488,302,1394,627,976,463,1837,578,35232,2097,6322,1103,10904,1562,10350,1086,23224,1795,9599,1595,1310,445,1086,503
0500000US34017,34017,"Hudson County, New Jersey",482166,363,236384,313,5035,1108,3771,1113,6217,1363,5008,1058,2845,901,2749,885,3044,822,5860,1062,63756,3542,6954,1527,26434,2804,9211,1635,58066,3119,26121,2341,6985,1300,4328,1008,245782,295,4889,789,4856,918,9422,1711,6159,1199,3008,822,2668,800,3900,1124,4765,1090,64178,3490,7146,1107,21263,2237,13008,2095,62299,3231,28822,2579,6801,1333,2598,702
0500000US34019,34019,"Hunterdon County, New Jersey",88182,711,42593,518,264,205,0,200,246,349,204,160,552,615,402,223,148,141,489,264,9884,1409,2189,588,3669,835,1864,502,12587,1402,6719,1204,2158,882,1218,525,45589,503,188,195,126,172,375,355,332,290,222,208,168,204,152,146,591,373,9906,1288,2359,693,4852,1028,2682,699,13744,1488,7941,1122,1364,603,587,302
0500000US34021,34021,"Mercer County, New Jersey",249778,804,120264,863,1034,472,1943,898,3807,1289,1830,664,1382,542,1266,505,2392,940,1581,554,29973,3016,4813,1124,12688,1944,5719,1119,25096,2482,16570,2238,3593,828,6577,1317,129514,650,1668,750,975,580,1891,827,1236,485,1371,627,1016,493,2097,819,1870,581,33242,2342,5676,1252,15778,1817,7870,1352,30228,2417,18179,2030,3285,911,3132,937
0500000US34023,34023,"Middlesex County, New Jersey",574999,472,278299,401,1970,617,1879,767,4454,1255,2753,945,3284,1053,4575,1497,3900,1258,4800,1176,74633,3945,14038,1882,29904,2486,14193,2038,68895,3172,36452,2468,6343,1144,6226,1024,296700,334,3595,928,3406,1151,4341,966,5174,1123,1729,752,3858,1081,2661,839,5381,1223,77544,3787,12013,1601,31754,2671,20782,2626,78048,3620,38398,2558,4411,948,3605,859
0500000US34025,34025,"Monmouth County, New Jersey",436927,295,208457,392,1497,589,656,390,3069,1069,2245,672,1477,779,1857,563,3445,993,3764,839,47472,2885,9581,1352,27047,2163,12801,1583,57189,3685,23157,2548,7824,915,5376,1219,228470,273,1536,571,890,510,1942,689,3474,1020,1535,645,1425,495,1851,704,3690,862,57853,2943,11686,1424,26677,1982,17000,2245,58166,3075,30400,2499,6715,1004,3630,975
0500000US34027,34027,"Morris County, New Jersey",347166,640,166911,435,982,495,853,584,1188,603,821,571,1657,944,1356,591,1065,549,1938,502,34217,2950,6975,1416,15298,1842,10336,1650,51016,2965,26570,1925,8309,1297,4330,795,180255,373,1519,501,659,492,3084,1128,1470,727,1113,546,958,418,1181,552,1900,532,36353,2640,8667,1369,14470,1651,14459,1851,59511,2982,27577,2002,5188,858,2146,480
0500000US34029,34029,"Ocean County, New Jersey",408164,559,190850,441,1705,594,531,500,1180,627,2292,779,2140,1021,4018,1124,4112,926,4506,1263,58802,3210,13080,1781,28921,2529,13102,1957,36448,2903,14662,1909,3754,952,1597,649,217314,475,2090,688,523,452,1720,986,2366,976,1853,749,3137,922,2561,903,2736,833,78079,3475,15769,1894,27096,2470,18844,2325,39787,3065,17513,1805,2038,660,1202,532
0500000US34031,34031,"Passaic County, New Jersey",334398,327,159362,307,2891,818,2430,899,4927,1262,5166,1404,3084,1094,3716,1090,3892,953,3286,824,54215,3133,6665,1373,17729,2290,6571,1235,30645,2790,9674,1496,2992,861,1479,441,175036,116,3274,759,1713,603,4721,1291,7675,1453,2672,831,3886,1083,4049,1016,3572,963,56437,2984,7270,1121,20403,2295,10917,1599,33586,2669,12172,1738,1721,561,968,381
0500000US34033,34033,"Salem County, New Jersey",43935,490,20957,532,199,168,371,272,59,99,264,210,87,113,1214,661,823,365,337,201,8942,1291,925,389,2096,635,2208,664,2460,511,724,344,193,121,55,96,22978,407,42,79,217,228,31,57,251,205,417,380,399,220,828,387,290,150,8402,934,1221,477,3902,707,2193,552,3166,702,1289,439,182,204,148,149
0500000US34035,34035,"Somerset County, New Jersey",230267,725,109233,180,1653,734,367,281,668,431,876,546,397,284,755,497,656,442,1406,594,23720,2625,4929,1033,10762,2077,6091,1299,29245,2091,18970,1797,3853,987,4885,894,121034,709,1594,659,1146,704,644,401,1212,699,1069,756,1124,722,1512,928,1568,633,25028,2540,4411,1059,11460,1427,8568,1460,34946,2097,20098,1913,3994,915,2660,783
0500000US34037,34037,"Sussex County, New Jersey",101611,713,49844,574,313,286,141,149,168,213,501,287,229,199,466,245,381,259,793,441,16682,1424,3422,594,6727,934,3546,776,11274,1248,3935,665,695,288,571,295,51767,484,188,133,53,90,153,149,239,172,372,423,727,380,410,250,419,201,16096,1632,3764,803,6758,1097,4554,867,12977,1391,4442,842,581,241,34,56
0500000US34039,34039,"Union County, New Jersey",375954,374,179352,374,3420,943,3871,1124,4193,1217,3489,991,3269,953,2178,761,3028,886,3338,792,51865,3479,7338,1029,22453,2423,10146,1798,35685,2919,16414,1663,5731,1180,2934,765,196602,*****,2659,652,3580,997,3651,805,4240,1053,2621,716,2445,1009,3143,1017,3478,848,55751,3202,8046,1358,23631,2569,12795,1681,45413,2903,20035,1979,3488,895,1626,541
0500000US34041,34041,"Warren County, New Jersey",75962,402,36942,347,779,393,149,161,755,423,630,434,295,170,1037,387,395,245,549,309,11376,1443,2257,689,5308,1169,2132,702,8448,1433,2257,569,261,181,314,211,39020,409,224,216,387,325,333,218,679,397,130,141,856,648,672,440,385,240,12059,1251,2620,893,4641,1019,3614,689,7699,985,3840,844,688,319,193,148
0500000US35001,35001,"Bernalillo County, New Mexico",463147,620,222711,484,2143,712,1989,731,3678,1066,1770,803,3305,1037,2853,1020,4269,992,3903,1057,55327,3397,12723,1881,35903,3244,18913,2590,41621,3161,20157,2058,7144,1285,7013,1292,240436,404,2057,641,997,628,4302,1240,2804,1012,3132,1084,2889,959,6382,1499,4727,1183,53837,3801,14896,1824,44804,3360,19869,1686,45086,2980,27002,2420,3777,926,3875,859
0500000US35005,35005,"Chaves County, New Mexico",40870,891,19872,523,1288,641,898,545,707,530,717,406,729,471,376,414,649,505,382,269,5384,979,938,441,2582,813,1327,590,2895,904,714,345,232,253,54,94,20998,606,628,368,239,194,547,397,337,282,739,582,578,343,829,471,325,359,5063,928,1268,430,2666,805,2551,935,3616,940,1369,462,85,145,158,147
0500000US35013,35013,"Doña Ana County, New Mexico",130157,874,63275,942,1124,511,1167,633,3206,814,1606,825,1375,647,2519,1053,1853,795,992,559,15191,2272,3752,1032,10619,2020,4170,1221,9169,1517,4234,1077,1030,498,1268,579,66882,486,1353,576,1005,498,3902,1188,1676,819,1213,540,1694,688,905,432,421,315,15769,2023,3176,1056,11554,1993,5904,1258,11417,1668,5236,1063,1173,690,484,291
0500000US35025,35025,"Lea County, New Mexico",41761,639,21132,560,698,468,772,369,1313,521,370,186,879,464,1016,443,1174,658,306,285,6756,960,1399,492,2848,782,1252,495,1545,541,531,248,229,179,44,73,20629,453,639,448,204,199,2193,737,851,556,720,581,590,322,615,404,174,181,5544,1015,1332,474,2525,860,1630,565,2727,733,637,317,248,191,0,195
0500000US35031,35031,"McKinley County, New Mexico",44598,614,20063,428,322,199,281,172,389,333,867,288,791,345,1011,405,1022,288,576,302,7345,871,438,285,4177,785,1053,370,1204,478,430,223,68,93,89,109,24535,484,873,414,364,207,242,188,1227,602,724,303,1506,627,1270,462,463,282,7842,1072,1150,581,4350,794,1941,615,1108,475,1024,450,70,73,381,254
0500000US35035,35035,"Otero County, New Mexico",43247,1372,21856,838,144,157,290,249,183,175,491,286,591,373,612,421,843,510,249,197,6069,1192,2196,640,4762,1121,1798,666,1912,691,1204,551,470,306,42,48,21391,883,293,258,104,95,458,352,249,213,275,234,148,180,477,369,646,567,6367,1200,2430,745,2758,789,3024,790,2620,774,1315,546,179,194,48,80
0500000US35043,35043,"Sandoval County, New Mexico",97355,875,46911,880,749,471,120,127,660,411,340,147,1023,972,1550,1309,804,370,996,409,10842,1362,3426,1099,7804,1746,4694,1047,8962,1022,3893,915,146,128,902,404,50444,463,267,175,233,204,162,91,373,206,661,505,825,414,1257,589,873,583,10584,1572,4269,1187,8173,1407,5815,1249,9061,1415,6242,1334,585,283,1064,500
0500000US35045,35045,"San Juan County, New Mexico",75728,195,37216,189,301,142,219,244,585,286,943,435,726,389,695,282,1350,539,417,264,12123,1318,3076,738,7750,1279,3515,740,2787,699,2001,661,560,300,168,121,38512,94,772,317,197,125,329,177,1210,578,700,357,781,366,1405,488,472,288,9567,1191,3398,758,8466,1090,4184,918,4086,718,2619,754,252,179,74,124
0500000US35049,35049,"Santa Fe County, New Mexico",109637,262,52554,351,295,213,169,158,1345,654,1235,489,352,261,1201,531,828,412,660,437,14021,1449,1724,539,6995,1166,1785,551,11280,1324,6756,1080,2023,582,1885,469,57083,338,465,373,249,383,1391,672,669,451,883,562,468,328,348,234,784,479,12486,1279,2070,552,9000,1535,4496,961,12669,1539,8180,1016,1646,447,1279,371
0500000US35061,35061,"Valencia County, New Mexico",51370,1015,25740,344,264,200,129,130,362,303,349,329,960,564,1061,757,992,531,398,340,9076,1340,1574,536,4873,1259,1317,602,2924,768,1035,521,20,34,406,362,25630,900,312,244,141,171,400,320,305,249,485,339,804,465,700,381,800,717,8170,1259,1462,558,4698,1067,2579,764,2935,816,1492,528,230,201,117,166
0500000US36001,36001,"Albany County, New York",204813,776,96578,522,784,355,189,175,712,454,453,283,797,441,1031,514,1916,904,1399,638,23781,2353,4481,998,10704,1427,10019,1356,21108,1899,11457,1599,4287,908,3460,711,108235,525,770,312,263,182,1198,542,764,434,682,326,1405,616,2600,792,2248,891,23076,1929,6514,1034,8576,1587,13108,1907,24208,1889,16725,1677,3463,902,2635,741
0500000US36005,36005,"Bronx County, New York",931269,544,419936,744,17419,2527,10151,1544,16409,2442,16587,2406,11790,2465,18683,2668,14548,2535,15149,2051,131101,6255,15582,2521,56593,4252,28561,3027,43886,3252,16194,2092,4036,1176,3247,747,511333,696,21381,2571,13866,2090,16018,2358,18535,2639,16670,2736,18856,2588,18611,2365,16344,2286,134933,6769,22753,2384,70434,3969,39374,3801,68103,4762,27894,2666,5284,1262,2277,710
0500000US36007,36007,"Broome County, New York",130194,1081,62327,729,504,239,234,351,341,332,578,296,1070,460,448,247,1710,613,1118,434,19874,1894,3631,707,7548,1389,5979,972,10782,1457,5569,960,1981,650,960,420,67867,841,878,382,46,76,414,427,330,159,1026,437,1002,385,2108,708,826,374,20476,1969,4325,877,8260,1496,8848,1265,10120,1440,6979,1092,1096,529,1133,525
0500000US36009,36009,"Cattaraugus County, New York",52613,300,25602,331,479,222,0,192,70,56,562,378,606,267,493,210,712,269,492,230,10752,881,1573,367,2600,556,2716,550,2567,566,1457,561,238,117,285,218,27011,198,375,147,100,108,16,32,335,203,484,320,516,314,307,156,722,286,10057,852,1873,534,2767,439,4110,798,2499,449,2613,648,169,128,68,93
0500000US36011,36011,"Cayuga County, New York",54630,706,28064,691,328,190,188,224,0,192,617,329,608,365,1323,478,1262,412,360,193,9037,965,1560,516,3857,700,3520,679,3395,608,1606,446,260,158,143,114,26566,358,183,108,140,218,22,48,118,76,363,292,768,328,305,129,535,348,8075,876,1880,444,3082,645,3768,561,4759,812,2315,485,122,84,131,111
