GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",68926,2888,52759,2553,16167,2439
0500000US01015,01015,"Calhoun County, Alabama",46640,1757,34892,1534,11748,1455
0500000US01043,01043,"Cullman County, Alabama",30714,1387,22421,1564,8293,1459
0500000US01049,01049,"DeKalb County, Alabama",24481,2183,18326,2211,6155,1127
0500000US01051,01051,"Elmore County, Alabama",25360,1561,19797,1560,5563,1138
0500000US01055,01055,"Etowah County, Alabama",41829,1574,29199,1931,12630,1856
0500000US01069,01069,"Houston County, Alabama",36881,1052,25511,969,11370,929
0500000US01073,01073,"Jefferson County, Alabama",264249,4103,177479,3773,86770,4251
0500000US01077,01077,"Lauderdale County, Alabama",37113,1435,27512,1229,9601,1327
0500000US01081,01081,"Lee County, Alabama",55986,1846,36800,1794,19186,1892
0500000US01083,01083,"Limestone County, Alabama",25984,969,20942,1275,5042,948
0500000US01089,01089,"Madison County, Alabama",127342,3111,90584,2709,36758,2434
0500000US01095,01095,"Marshall County, Alabama",32519,1478,23214,1250,9305,1525
0500000US01097,01097,"Mobile County, Alabama",160153,2968,110074,3184,50079,3196
0500000US01101,01101,"Montgomery County, Alabama",89106,2777,57705,2488,31401,2636
0500000US01103,01103,"Morgan County, Alabama",45520,1275,31855,1884,13665,1531
0500000US01115,01115,"St. Clair County, Alabama",27129,1656,21424,1853,5705,1207
0500000US01117,01117,"Shelby County, Alabama",69685,1664,57191,1839,12494,1523
0500000US01121,01121,"Talladega County, Alabama",30635,1637,21095,1749,9540,1555
0500000US01125,01125,"Tuscaloosa County, Alabama",68047,2656,43304,2035,24743,2322
0500000US01127,01127,"Walker County, Alabama",28248,1355,20980,1551,7268,1308
0500000US02020,02020,"Anchorage Municipality, Alaska",104675,1726,66107,2209,38568,2426
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",32559,1395,20234,1358,12325,1629
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",21451,738,17279,822,4172,588
0500000US04001,04001,"Apache County, Arizona",17062,1683,12812,1372,4250,881
0500000US04003,04003,"Cochise County, Arizona",47692,2438,32859,1834,14833,2108
0500000US04005,04005,"Coconino County, Arizona",46500,1877,28834,1499,17666,1687
0500000US04013,04013,"Maricopa County, Arizona",1344597,8226,914774,9913,429823,9443
